ticket_id,order_id,resolution_cost,created_at
5498,37181,61.31,2024-10-07
5499,55659,2.72,2023-04-10
5500,7402,6.77,2023-12-17
5501,58729,19.51,2023-09-08
5502,14722,2.01,2024-12-16
5503,17103,9.2,2023-06-06
5504,16488,37.88,2024-12-01
5505,5506,10.86,2024-10-26
5506,6158,23.84,2024-12-28
5507,46291,2.29,2023-06-27
5508,15941,18.31,2024-10-26
5509,58660,5.03,2024-04-07
5510,32520,3.73,2024-01-01
5511,22841,10.4,2023-01-27
5512,33433,4.93,2023-10-15
5513,19882,10.97,2024-03-18
5514,59646,36.62,2024-01-08
5515,5871,8.9,2023-02-18
5516,55909,12.44,2024-06-08
5517,32841,21.27,2024-06-23
5518,13528,16.99,2024-07-27
5519,1455,1.78,2024-09-05
5520,21956,20.2,2023-01-08
5521,56531,3.08,2024-10-17
5522,20889,6.41,2023-06-03
5523,2821,10.19,2023-08-14
5524,27450,12.77,2024-10-09
5525,39581,4.09,2024-11-23
5526,47515,1.17,2024-05-12
5527,59952,25.81,2023-03-01
5528,58078,3.85,2024-07-21
5529,8497,17.51,2024-03-06
5530,22690,12.08,2024-01-22
5531,17029,26.4,2024-08-17
5532,12575,2.99,2023-07-30
5533,18766,27.84,2024-09-11
5534,32018,4.25,2024-03-18
5535,27984,9.57,2023-01-23
5536,29674,3.97,2024-06-20
5537,50746,5.03,2023-05-23
5538,34819,30.93,2023-12-25
5539,43897,25.94,2023-01-19
5540,35677,24.15,2024-08-07
5541,45917,5.7,2023-11-14
5542,45551,7.32,2024-06-22
5543,47189,7.88,2024-01-18
5544,52960,2.54,2023-03-29
5545,11113,8.26,2024-10-18
5546,31844,9.92,2024-10-08
5547,27797,10.31,2023-09-06
5548,3055,7.69,2024-05-11
5549,57344,8.88,2023-05-27
5550,8269,1.8,2024-11-02
5551,42283,3.6,2023-04-19
5552,28639,5.46,2023-09-05
5553,51167,11.69,2023-12-10
5554,22413,8.13,2024-12-17
5555,10276,12.24,2023-03-05
5556,52338,4.74,2023-02-03
5557,18186,17.53,2024-08-22
5558,43373,20.95,2023-06-11
5559,58028,5.19,2023-09-11
5560,5826,9.89,2024-07-13
5561,30420,6.54,2023-07-16
5562,24021,1.48,2024-04-22
5563,57329,9.77,2023-01-06
5564,34278,4.69,2023-06-01
5565,18381,22.56,2023-04-16
5566,4342,33.91,2023-01-01
5567,20755,9.01,2024-07-28
5568,47082,23.34,2023-05-14
5569,41736,3.55,2024-08-03
5570,21590,15.76,2023-08-27
5571,46138,12.39,2023-10-21
5572,45055,3.58,2024-05-07
5573,40025,6.49,2023-03-08
5574,54371,1.96,2024-01-08
5575,30463,26.95,2024-04-18
5576,31369,7.35,2023-11-04
5577,48059,5.69,2024-05-23
5578,9895,3.45,2023-04-22
5579,27544,5.78,2024-01-19
5580,56027,6.05,2024-11-07
5581,44354,11.91,2023-05-16
5582,12830,7.83,2023-06-07
5583,59079,7.01,2023-04-09
5584,14464,4.09,2023-06-15
5585,38389,16.97,2024-09-21
5586,11484,36.44,2023-02-05
5587,35566,1.52,2023-06-24
5588,27816,11.86,2024-01-05
5589,49326,6.06,2023-02-20
5590,32151,7.92,2024-02-07
5591,14531,0.6,2024-07-27
5592,1205,8.42,2023-04-18
5593,16799,13.84,2023-06-28
5594,39189,14.09,2023-11-29
5595,44863,5.45,2023-07-23
5596,28629,6.19,2024-05-20
5597,26007,127.03,2024-05-05
5598,46751,26.13,2024-06-25
5599,26889,9.58,2023-04-28
5600,26262,7.17,2023-03-13
5601,28008,13.36,2024-07-20
5602,48291,6.38,2024-05-27
5603,56294,11.02,2023-07-11
5604,23492,3.63,2024-02-11
5605,16849,32.33,2024-03-02
5606,9907,4.75,2024-06-28
5607,3221,37.18,2023-04-24
5608,36104,4.93,2024-06-07
5609,7039,7.76,2023-10-18
5610,20929,3.86,2023-10-29
5611,44105,12.33,2024-01-23
5612,27235,2.55,2024-11-08
5613,18890,41.54,2023-11-17
5614,8267,2.41,2023-06-30
5615,11684,2.55,2024-10-07
5616,59770,15.56,2024-04-09
5617,6227,14.09,2023-01-21
5618,38832,50.47,2024-10-11
5619,55916,11.07,2024-07-24
5620,53660,10.16,2024-09-23
5621,34160,31.39,2023-02-28
5622,43297,14.24,2024-10-20
5623,18612,7.02,2024-03-06
5624,53699,17.02,2023-01-20
5625,13050,8.31,2024-05-18
5626,46741,2.35,2023-09-01
5627,26293,44.85,2024-10-07
5628,15843,3.18,2024-03-26
5629,25718,3.94,2023-03-20
5630,13637,11.78,2024-04-01
5631,5490,14.12,2023-12-03
5632,55285,4.57,2023-11-29
5633,51030,22.61,2023-09-26
5634,26920,10.05,2024-09-25
5635,39567,5.86,2023-09-09
5636,22666,0.99,2023-08-09
5637,23724,14.73,2024-01-25
5638,2204,8.24,2024-06-15
5639,9972,4.46,2023-04-01
5640,47351,15.26,2024-06-25
5641,50185,9.48,2024-12-28
5642,11943,22.3,2024-03-02
5643,27996,10.11,2024-03-04
5644,12615,10.38,2023-11-12
5645,5821,4.69,2024-02-17
5646,46988,22.7,2023-12-04
5647,19361,2.09,2023-05-16
5648,26649,19.04,2023-10-17
5649,18108,2.74,2024-01-17
5650,21096,4.92,2024-07-26
5651,43874,20.97,2023-07-10
5652,48212,25.05,2024-08-08
5653,38114,5.88,2024-09-15
5654,37343,5.29,2024-08-25
5655,32292,3.56,2023-04-13
5656,32862,5.73,2024-01-17
5657,34979,1.38,2024-06-01
5658,32748,30.21,2023-11-14
5659,46703,19.57,2023-06-04
5660,29348,19.06,2023-08-22
5661,3811,6.32,2024-10-04
5662,9083,1.29,2023-07-10
5663,46904,12.0,2023-08-02
5664,40684,13.75,2024-11-04
5665,19776,5.06,2024-04-15
5666,33603,15.4,2024-10-05
5667,3885,3.54,2024-12-02
5668,14736,3.42,2024-01-29
5669,31652,6.21,2023-10-21
5670,43298,12.3,2023-04-10
5671,23762,7.65,2023-10-01
5672,3771,10.41,2023-05-21
5673,10484,7.98,2023-06-12
5674,34317,10.16,2024-09-03
5675,4841,17.43,2024-07-17
5676,26085,9.84,2024-01-04
5677,26946,3.55,2024-06-01
5678,3729,2.46,2024-11-19
5679,22623,11.1,2023-03-24
5680,9474,40.11,2024-02-07
5681,58572,25.86,2023-09-20
5682,15167,2.67,2023-06-02
5683,9744,40.01,2023-01-25
5684,48737,12.63,2023-06-13
5685,51430,2.07,2024-01-14
5686,5233,23.43,2023-11-06
5687,44489,4.29,2024-01-11
5688,20079,39.81,2024-04-27
5689,55926,3.46,2024-03-01
5690,33668,5.42,2024-03-18
5691,20408,26.16,2024-01-22
5692,5198,12.42,2023-11-12
5693,29877,84.75,2024-08-21
5694,26229,26.06,2023-04-12
5695,58092,6.97,2024-01-21
5696,19111,1.06,2023-01-03
5697,29053,10.67,2024-12-24
5698,32739,3.12,2023-12-13
5699,19716,4.55,2023-12-31
5700,39238,41.23,2024-05-04
5701,36540,12.17,2024-09-13
5702,25046,13.85,2024-05-26
5703,5484,10.75,2023-10-13
5704,45979,5.58,2023-02-20
5705,39565,8.96,2023-06-11
5706,4335,16.77,2024-12-21
5707,9343,1.69,2023-05-18
5708,48170,32.38,2023-11-19
5709,39237,3.76,2024-04-12
5710,12126,11.61,2023-10-12
5711,3732,5.81,2023-01-11
5712,1203,6.63,2024-07-07
5713,18120,6.22,2024-01-19
5714,12084,4.02,2023-03-20
5715,13401,12.33,2023-12-04
5716,34942,5.63,2024-12-16
5717,50865,8.71,2023-01-26
5718,58570,3.15,2024-12-28
5719,15426,22.68,2024-07-29
5720,38542,3.59,2023-03-21
5721,44060,9.97,2023-01-10
5722,9391,8.25,2023-02-18
5723,12951,1.82,2023-06-07
5724,17201,10.48,2023-09-17
5725,9153,5.1,2023-09-10
5726,54716,9.76,2023-11-19
5727,43828,24.78,2023-09-10
5728,3886,10.94,2023-07-01
5729,3265,7.05,2024-02-04
5730,29180,7.7,2023-02-27
5731,47738,3.56,2024-04-02
5732,58606,9.71,2023-12-12
5733,48012,7.2,2023-08-10
5734,55996,4.05,2023-11-11
5735,6934,6.99,2024-07-03
5736,2343,7.7,2024-12-17
5737,36374,46.99,2023-06-08
5738,20019,12.89,2023-04-19
5739,2164,12.28,2023-09-15
5740,15598,7.35,2024-11-26
5741,48037,2.72,2024-07-07
5742,44464,2.95,2024-03-16
5743,56569,11.02,2024-04-13
5744,57740,7.99,2024-10-06
5745,49136,1.39,2023-10-20
5746,21088,5.5,2024-12-05
5747,14917,1.75,2023-10-06
5748,11779,2.03,2023-08-28
5749,54644,6.03,2024-01-25
5750,6955,3.01,2024-10-17
5751,32586,5.37,2024-12-26
5752,40989,14.57,2024-09-15
5753,22323,40.43,2023-12-27
5754,54999,26.42,2024-01-11
5755,11248,5.83,2023-04-21
5756,33516,13.87,2024-06-24
5757,18810,3.34,2023-11-10
5758,3971,6.82,2024-02-19
5759,25460,11.44,2024-09-27
5760,34475,19.05,2023-11-14
5761,27587,5.24,2024-02-24
5762,58866,2.85,2023-10-01
5763,40089,3.15,2024-03-26
5764,4353,4.17,2024-05-26
5765,9809,8.25,2024-12-24
5766,12630,6.92,2024-12-24
5767,6137,3.8,2024-02-19
5768,10852,2.39,2024-08-17
5769,46571,7.19,2024-11-26
5770,8357,14.05,2023-09-27
5771,42177,4.55,2023-06-13
5772,32102,68.75,2024-04-25
5773,2076,7.05,2023-10-03
5774,49156,8.45,2024-11-27
5775,27304,8.86,2023-08-03
5776,27,16.28,2024-05-28
5777,47502,7.85,2023-02-01
5778,48118,9.25,2024-01-21
5779,34052,8.85,2024-12-26
5780,37372,23.62,2024-08-01
5781,50048,10.49,2023-08-26
5782,51840,3.4,2024-04-27
5783,42528,6.55,2023-01-18
5784,5496,16.17,2024-04-01
5785,43305,17.2,2023-04-16
5786,8842,5.01,2024-11-12
5787,7114,6.71,2023-05-13
5788,30085,18.06,2023-06-20
5789,57868,7.13,2023-06-18
5790,30493,4.7,2024-02-07
5791,14631,6.19,2023-06-04
5792,2956,5.71,2024-04-13
5793,32194,8.69,2024-01-19
5794,25557,3.98,2023-04-12
5795,12271,3.66,2023-02-27
5796,15032,3.01,2023-02-17
5797,30484,1.88,2024-07-14
5798,50167,13.58,2024-11-21
5799,53527,36.75,2024-07-28
5800,14097,14.07,2024-07-17
5801,32207,2.14,2024-06-03
5802,41526,2.14,2023-11-06
5803,9388,26.87,2023-08-12
5804,1374,2.95,2023-07-20
5805,54978,8.62,2023-12-08
5806,13651,5.09,2023-04-26
5807,47147,4.95,2024-10-29
5808,21944,14.4,2024-02-28
5809,13171,4.94,2024-12-25
5810,34533,13.74,2023-03-30
5811,28085,2.77,2023-12-02
5812,39871,6.39,2023-02-16
5813,1174,25.26,2024-05-07
5814,981,4.97,2023-10-19
5815,25390,9.54,2023-08-29
5816,53542,12.27,2024-08-15
5817,2488,13.93,2024-06-18
5818,23415,3.08,2023-08-24
5819,33650,13.4,2024-11-20
5820,46233,11.33,2024-08-13
5821,7878,19.74,2023-09-16
5822,51914,3.51,2023-12-12
5823,3237,14.43,2023-04-01
5824,53968,12.04,2024-09-04
5825,23255,7.25,2023-06-10
5826,33919,15.77,2024-11-19
5827,7470,4.71,2024-01-21
5828,36205,19.62,2024-05-08
5829,34304,47.57,2023-11-20
5830,46521,13.95,2023-05-16
5831,16891,4.64,2023-01-27
5832,59793,3.21,2023-09-17
5833,10003,17.9,2023-10-27
5834,18726,8.98,2024-07-12
5835,16147,2.66,2023-02-07
5836,49987,6.31,2023-08-08
5837,48822,42.37,2023-12-08
5838,23930,12.33,2024-03-23
5839,13226,4.85,2024-10-07
5840,11441,10.6,2023-10-12
5841,8057,4.86,2024-03-05
5842,43875,78.7,2024-06-02
5843,41277,55.51,2024-11-15
5844,33209,21.87,2024-11-17
5845,29248,9.66,2024-06-01
5846,47205,12.18,2024-02-23
5847,15338,4.08,2023-02-18
5848,23961,14.73,2023-04-07
5849,28945,4.14,2024-06-17
5850,11775,12.52,2024-08-22
5851,1243,9.59,2024-11-06
5852,34904,15.64,2023-10-20
5853,56372,23.95,2024-06-23
5854,27002,28.71,2024-12-02
5855,37697,16.92,2024-04-15
5856,11853,6.06,2024-12-04
5857,41052,11.33,2023-02-19
5858,22849,8.59,2023-11-06
5859,24444,22.77,2024-11-12
5860,28799,11.56,2023-05-26
5861,20460,8.7,2023-12-19
5862,34759,6.94,2024-01-05
5863,36189,8.4,2024-03-05
5864,45888,29.79,2024-01-21
5865,30192,5.11,2023-07-07
5866,35824,11.35,2024-08-26
5867,30503,45.18,2023-06-20
5868,12382,15.98,2024-02-13
5869,18572,4.39,2024-02-25
5870,45033,2.14,2024-10-28
5871,29623,4.33,2024-09-10
5872,8083,5.94,2024-11-01
5873,21680,13.41,2023-10-28
5874,4716,46.43,2024-12-29
5875,9146,8.96,2024-05-21
5876,27591,7.65,2023-07-21
5877,7317,7.62,2024-05-31
5878,35160,17.59,2023-02-20
5879,25182,10.71,2024-08-19
5880,49713,36.06,2024-09-17
5881,55150,7.54,2024-10-24
5882,9456,15.18,2024-07-12
5883,44104,16.03,2023-07-02
5884,6621,19.83,2023-06-15
5885,50023,6.63,2024-02-27
5886,16124,10.71,2023-08-26
5887,22212,6.76,2023-04-03
5888,20170,144.09,2024-06-07
5889,45514,13.68,2024-05-20
5890,57522,3.54,2023-05-02
5891,1947,11.59,2024-01-04
5892,32240,39.76,2024-09-13
5893,8450,10.38,2024-10-24
5894,57069,6.46,2023-05-13
5895,20382,39.86,2024-11-20
5896,1463,19.87,2023-05-23
5897,869,1.59,2023-03-12
5898,51343,7.23,2023-10-07
5899,17205,4.71,2023-08-22
5900,13572,42.68,2023-12-13
5901,26791,6.92,2024-09-02
5902,7101,12.32,2023-04-13
5903,33372,25.99,2024-07-21
5904,54100,28.55,2024-01-23
5905,20581,10.04,2023-12-12
5906,30301,12.49,2024-10-25
5907,51341,7.45,2024-09-22
5908,17964,26.55,2024-08-12
5909,41931,2.68,2024-11-15
5910,48107,4.47,2024-08-25
5911,37469,13.76,2024-01-17
5912,10830,18.01,2024-08-02
5913,18562,26.54,2023-01-07
5914,7910,14.62,2024-06-17
5915,45160,29.25,2023-07-27
5916,56066,3.56,2023-12-10
5917,52954,2.15,2024-03-14
5918,55155,14.41,2024-07-24
5919,3487,4.22,2023-07-07
5920,28829,3.9,2024-12-02
5921,6334,11.75,2023-06-09
5922,6363,1.22,2024-03-05
5923,12719,4.78,2023-10-07
5924,25712,26.69,2024-03-11
5925,2566,12.21,2023-04-29
5926,33193,25.43,2023-08-17
5927,1583,8.66,2024-08-10
5928,49756,13.08,2024-06-23
5929,31016,4.99,2023-05-24
5930,42763,4.42,2023-11-23
5931,27329,15.42,2023-01-23
5932,41209,8.34,2024-02-24
5933,24531,4.21,2024-10-18
5934,32562,10.05,2023-12-10
5935,41738,3.62,2024-09-25
5936,43658,5.27,2024-03-18
5937,13540,40.26,2023-02-10
5938,24497,7.96,2024-06-16
5939,42905,15.4,2023-11-15
5940,10592,19.91,2023-05-14
5941,56274,4.17,2023-06-25
5942,45551,3.2,2024-06-15
5943,9851,8.23,2023-10-17
5944,27521,8.7,2023-12-31
5945,77,7.56,2023-09-20
5946,49008,5.86,2023-10-05
5947,45758,2.43,2024-03-15
5948,26509,0.72,2023-12-17
5949,28354,1.08,2023-01-08
5950,48451,19.56,2024-07-04
5951,27333,25.66,2024-05-19
5952,10031,2.88,2023-09-28
5953,25827,8.57,2023-04-25
5954,24773,32.42,2024-09-29
5955,17275,110.06,2023-03-14
5956,28749,2.76,2024-09-10
5957,35318,18.68,2024-05-24
5958,27141,11.48,2023-05-06
5959,607,10.59,2024-11-06
5960,40496,52.7,2023-11-19
5961,50883,11.57,2023-04-13
5962,1599,71.71,2024-06-11
5963,55708,19.6,2024-11-21
5964,12848,37.95,2023-09-03
5965,23338,22.69,2024-03-20
5966,51489,23.22,2023-05-06
5967,37596,11.72,2023-11-08
5968,56912,18.99,2024-07-02
5969,1936,1.44,2024-12-01
5970,16575,8.8,2024-12-27
5971,12307,33.24,2023-08-23
5972,59543,12.19,2024-09-01
5973,14107,18.16,2023-12-22
5974,40278,10.4,2023-02-10
5975,22447,11.74,2023-10-17
5976,28289,6.93,2024-11-11
5977,4868,32.34,2023-08-31
5978,57309,4.4,2024-02-24
5979,2369,32.6,2024-09-29
5980,28507,8.04,2024-09-29
5981,24414,20.24,2024-05-20
5982,1564,5.9,2024-12-18
5983,50101,8.03,2024-07-09
5984,33787,8.17,2023-05-02
5985,14630,3.96,2024-08-28
5986,18488,5.94,2023-10-12
5987,22370,10.92,2023-08-15
5988,40377,8.19,2023-09-14
5989,5780,14.86,2023-09-18
5990,34309,13.6,2024-04-18
5991,51467,41.14,2023-05-26
5992,39343,17.26,2024-03-29
5993,2571,10.0,2023-09-18
5994,27750,15.1,2024-02-10
5995,19061,3.76,2024-09-23
5996,46242,4.52,2023-03-15
5997,18878,5.73,2024-03-14
5998,45966,28.22,2024-10-22
5999,29967,22.14,2023-09-14
6000,47016,26.12,2023-11-08
6001,11664,8.83,2023-09-01
6002,28136,6.64,2023-11-09
6003,10258,14.99,2023-11-03
6004,46961,4.7,2023-08-17
6005,20174,32.96,2023-12-05
6006,20716,3.14,2023-12-03
6007,29280,9.77,2023-01-27
6008,46643,15.11,2023-10-22
6009,12068,9.47,2024-07-11
6010,40176,1.99,2024-08-16
6011,43349,8.84,2023-03-30
6012,27720,7.68,2023-07-07
6013,22777,12.93,2024-06-19
6014,10025,9.5,2024-07-10
6015,48516,13.88,2024-12-30
6016,3376,10.34,2023-05-23
6017,32246,29.39,2023-05-14
6018,48312,8.45,2024-06-13
6019,24067,28.4,2023-04-25
6020,53357,5.47,2024-03-19
6021,10520,10.75,2024-09-13
6022,8513,5.35,2023-11-19
6023,36825,5.38,2023-02-12
6024,5839,56.36,2024-01-16
6025,6484,51.75,2023-11-13
6026,50309,12.9,2023-10-27
6027,59490,36.43,2023-11-11
6028,46552,47.16,2024-06-23
6029,8133,18.29,2024-10-14
6030,10004,10.76,2023-09-24
6031,29467,7.49,2024-03-05
6032,5763,7.15,2024-10-03
6033,48103,22.17,2023-03-06
6034,3955,7.39,2024-07-17
6035,39468,3.64,2024-06-01
6036,41117,41.31,2024-07-13
6037,15437,3.41,2024-01-09
6038,52231,10.42,2023-03-10
6039,47270,5.14,2024-05-11
6040,10198,15.09,2023-07-10
6041,36891,4.78,2024-02-25
6042,34016,10.49,2024-11-08
6043,57246,29.81,2023-11-12
6044,28131,5.96,2023-01-23
6045,45912,6.51,2024-12-22
6046,32424,1.71,2023-05-11
6047,59909,6.18,2024-11-03
6048,7322,11.7,2023-11-04
6049,2539,88.55,2023-09-25
6050,7929,5.93,2024-04-11
6051,1376,12.2,2024-08-22
6052,40233,1.24,2024-09-03
6053,49296,3.13,2024-07-14
6054,51072,8.33,2024-12-26
6055,6175,15.25,2024-07-18
6056,52141,3.77,2023-12-10
6057,45654,1.39,2023-08-23
6058,30127,12.27,2024-12-13
6059,5504,5.09,2024-04-13
6060,29392,6.3,2024-10-08
6061,49021,17.18,2023-07-30
6062,55843,3.33,2024-05-31
6063,30909,7.77,2024-05-31
6064,47686,1.68,2023-04-21
6065,17248,10.23,2023-06-01
6066,25603,8.84,2024-07-01
6067,1185,5.25,2023-02-22
6068,34359,45.58,2023-03-22
6069,11746,3.27,2023-05-23
6070,20962,16.0,2024-01-19
6071,20827,12.82,2024-05-15
6072,31391,2.48,2023-11-12
6073,49878,34.76,2024-06-23
6074,30275,3.85,2024-04-07
6075,17792,6.53,2024-04-09
6076,34596,23.26,2023-07-19
6077,19255,2.13,2023-09-18
6078,12662,22.68,2024-03-28
6079,5771,5.89,2023-05-21
6080,39636,12.87,2024-08-02
6081,17586,5.17,2024-12-12
6082,55884,17.89,2024-04-18
6083,47706,6.8,2023-07-19
6084,18414,23.94,2024-01-04
6085,5890,23.65,2023-12-19
6086,57141,7.17,2024-12-18
6087,23258,9.57,2024-04-17
6088,54382,2.84,2024-02-27
6089,48472,17.7,2023-06-15
6090,57079,2.08,2024-08-09
6091,33341,4.68,2024-09-19
6092,907,1.01,2024-12-06
6093,9411,17.98,2023-07-02
6094,38542,46.09,2023-08-15
6095,41542,13.86,2023-10-07
6096,19104,4.24,2024-11-25
6097,54594,13.12,2023-02-14
6098,24152,8.86,2023-03-22
6099,49874,7.49,2023-09-08
6100,1778,3.17,2024-07-05
6101,42523,2.57,2024-06-17
6102,1787,6.69,2024-05-05
6103,1996,6.12,2023-02-17
6104,5619,22.47,2023-10-02
6105,1104,33.12,2024-03-20
6106,55250,3.08,2023-04-24
6107,866,14.39,2024-07-23
6108,41851,15.53,2024-08-23
6109,56626,5.73,2023-07-21
6110,7892,16.67,2024-12-20
6111,10224,12.98,2024-09-14
6112,20749,29.0,2024-03-05
6113,33877,13.83,2023-04-07
6114,35905,2.53,2024-01-26
6115,48890,8.72,2024-10-14
6116,42051,17.41,2023-03-23
6117,58426,18.08,2024-04-29
6118,43548,14.63,2023-02-07
6119,53144,32.16,2023-09-30
6120,52549,28.66,2024-11-19
6121,6048,4.91,2024-07-19
6122,4735,2.25,2024-12-02
6123,51098,5.34,2024-05-28
6124,8476,15.53,2024-06-24
6125,30395,1.95,2023-11-03
6126,46677,15.12,2024-04-21
6127,3490,1.48,2023-04-09
6128,14284,6.44,2023-07-04
6129,16967,7.14,2023-06-11
6130,37098,10.24,2024-11-17
6131,9617,14.76,2024-01-26
6132,44215,21.25,2023-03-14
6133,7959,10.56,2023-10-25
6134,23413,5.81,2024-03-17
6135,35936,71.85,2024-11-19
6136,29632,4.06,2024-05-15
6137,55437,14.38,2024-01-03
6138,5222,1.53,2023-01-28
6139,2602,10.53,2023-09-17
6140,26808,44.85,2024-05-11
6141,54965,2.21,2023-02-02
6142,39242,4.55,2023-03-25
6143,8424,8.83,2024-11-13
6144,25941,1.76,2023-08-30
6145,32619,22.38,2023-07-23
6146,47389,5.59,2024-09-30
6147,49618,1.46,2024-12-03
6148,20957,12.84,2023-11-25
6149,53186,13.62,2023-05-27
6150,52840,12.18,2024-03-07
6151,58287,31.69,2023-07-25
6152,43415,8.99,2024-03-09
6153,9003,17.04,2024-07-21
6154,23429,31.06,2023-06-27
6155,6803,8.75,2023-12-17
6156,44703,2.49,2024-08-04
6157,4969,0.69,2024-11-14
6158,24033,11.64,2023-04-30
6159,22229,13.66,2023-04-05
6160,3918,11.61,2024-07-20
6161,43906,3.49,2023-12-19
6162,32846,16.11,2024-03-14
6163,34866,3.13,2024-08-12
6164,32991,46.98,2023-11-22
6165,19590,4.21,2024-01-20
6166,594,12.03,2024-06-18
6167,14376,5.9,2023-08-23
6168,46924,3.99,2024-05-28
6169,22806,6.16,2024-09-22
6170,58459,57.85,2023-02-24
6171,22629,4.28,2024-10-01
6172,54776,25.2,2023-06-02
6173,47548,7.66,2024-02-17
6174,1385,6.2,2023-09-19
6175,16127,7.96,2024-04-07
6176,10771,4.49,2024-03-18
6177,21027,5.73,2023-05-14
6178,26711,21.5,2024-04-19
6179,43780,21.81,2024-08-12
6180,6663,30.81,2024-02-28
6181,13552,9.58,2024-10-15
6182,7996,38.16,2024-12-21
6183,50363,4.09,2023-03-07
6184,4684,35.5,2024-10-03
6185,13247,5.33,2024-08-19
6186,38050,2.51,2024-10-01
6187,10470,6.31,2023-03-18
6188,54243,31.57,2024-10-10
6189,22472,6.69,2023-06-11
6190,24469,37.59,2024-06-15
6191,29969,6.86,2023-03-21
6192,6118,16.72,2024-01-17
6193,21983,1.76,2023-07-19
6194,12478,7.79,2023-09-18
6195,42535,7.89,2023-04-11
6196,12378,11.82,2023-04-29
6197,43656,23.21,2023-10-30
6198,56986,8.65,2023-06-28
6199,33514,9.04,2023-02-15
6200,35166,4.05,2024-04-10
6201,25611,26.29,2023-11-30
6202,1908,15.18,2024-08-18
6203,955,17.24,2024-03-25
6204,39697,6.0,2023-10-04
6205,11381,7.52,2024-12-19
6206,41329,2.92,2024-08-18
6207,51396,28.77,2024-05-28
6208,18573,9.54,2024-11-28
6209,18864,19.51,2023-03-06
6210,3688,12.59,2023-07-19
6211,19665,4.38,2024-03-29
6212,927,1.3,2024-05-22
6213,5739,6.47,2024-08-23
6214,56566,3.93,2024-10-01
6215,34352,8.94,2024-06-10
6216,12351,18.19,2024-03-29
6217,2328,4.45,2023-04-28
6218,48053,5.85,2023-03-23
6219,12187,16.69,2023-02-18
6220,40294,4.46,2024-10-15
6221,11416,3.13,2024-01-15
6222,7845,16.95,2024-10-11
6223,7393,22.49,2024-12-05
6224,47054,11.16,2023-04-30
6225,21677,20.83,2024-01-17
6226,37453,32.03,2023-01-30
6227,50757,11.14,2024-02-23
6228,9370,1.78,2024-01-02
6229,11265,17.86,2023-06-18
6230,2751,4.42,2024-06-17
6231,26898,4.83,2023-03-27
6232,23134,19.23,2023-02-13
6233,45450,16.43,2023-08-11
6234,40957,7.06,2024-11-19
6235,19671,10.01,2023-10-29
6236,53047,18.81,2024-12-29
6237,27053,20.5,2024-02-11
6238,54003,10.83,2024-08-24
6239,9275,14.58,2023-05-31
6240,19411,12.21,2023-07-15
6241,30678,36.88,2023-03-17
6242,23939,12.96,2023-10-25
6243,31961,14.4,2024-09-30
6244,39624,4.18,2023-05-20
6245,13885,10.79,2023-03-16
6246,1233,5.24,2023-11-28
6247,32673,17.26,2024-03-12
6248,43878,9.91,2023-10-08
6249,40898,26.05,2023-01-07
6250,50915,1.42,2023-03-13
6251,38738,3.14,2023-03-17
6252,52853,6.61,2023-02-11
6253,10551,13.42,2024-10-16
6254,24022,5.29,2023-08-28
6255,40780,14.38,2024-03-19
6256,17026,3.95,2024-05-11
6257,24905,5.16,2023-04-03
6258,33129,4.26,2024-05-12
6259,57825,21.54,2023-05-22
6260,55190,29.39,2023-10-26
6261,5919,2.05,2024-12-21
6262,29444,6.79,2024-01-30
6263,55801,9.6,2023-12-10
6264,5060,13.23,2024-06-27
6265,45238,11.69,2023-11-04
6266,9857,9.8,2024-07-16
6267,58384,2.8,2023-10-15
6268,7668,12.19,2024-12-14
6269,9610,4.47,2024-03-24
6270,57971,32.73,2023-03-11
6271,1196,27.27,2023-04-16
6272,34774,16.99,2024-12-03
6273,44056,21.11,2023-06-02
6274,43148,3.01,2024-07-28
6275,35069,5.06,2024-04-16
6276,47008,14.35,2024-02-29
6277,36624,6.94,2024-05-22
6278,47793,4.34,2023-06-09
6279,59632,21.2,2023-05-24
6280,8612,11.89,2023-10-23
6281,36155,20.12,2024-06-07
6282,18419,13.71,2024-04-20
6283,9370,7.68,2024-01-23
6284,20629,2.34,2023-07-29
6285,35632,19.95,2023-09-03
6286,27459,11.94,2023-05-19
6287,13683,4.03,2023-12-26
6288,40332,38.9,2024-04-16
6289,25556,2.33,2024-06-10
6290,6489,36.46,2023-02-25
6291,1074,25.19,2023-05-17
6292,54846,9.92,2023-12-05
6293,27235,7.51,2023-02-24
6294,14942,63.22,2023-08-03
6295,26928,20.75,2023-02-14
6296,41723,8.31,2023-10-08
6297,54215,9.56,2023-06-27
6298,38580,15.44,2023-12-27
6299,30082,8.87,2023-01-29
6300,135,44.05,2024-07-01
6301,39815,4.27,2023-04-11
6302,55065,4.89,2024-07-02
6303,40031,22.87,2024-10-07
6304,57780,1.18,2023-01-15
6305,10562,70.98,2024-09-15
6306,40196,10.16,2024-12-11
6307,42828,10.17,2023-05-12
6308,59178,3.51,2024-02-10
6309,4073,29.42,2024-10-04
6310,11936,11.77,2024-07-08
6311,53957,10.31,2024-08-06
6312,11275,13.66,2024-01-22
6313,56376,49.22,2024-08-23
6314,38523,5.31,2023-11-10
6315,57144,12.73,2024-10-11
6316,21627,23.69,2023-07-22
6317,28592,3.24,2024-11-25
6318,41531,12.57,2023-06-04
6319,35992,13.04,2024-11-11
