customer_id,signup_date,acquisition_channel,region,signup_month
1225,2023-06-27,Referral,North,2023-06
1226,2024-01-26,Paid Search,West,2024-01
1227,2023-12-15,Organic,East,2023-12
1228,2023-01-08,Paid Search,North,2023-01
1229,2023-11-09,Paid Search,South,2023-11
1230,2024-03-18,Paid Search,East,2024-03
1231,2023-11-24,Paid Search,North,2023-11
1232,2023-02-23,Referral,North,2023-02
1233,2023-08-27,Paid Search,North,2023-08
1234,2023-08-17,Referral,West,2023-08
1235,2024-08-01,Paid Search,North,2024-08
1236,2023-02-20,Paid Search,South,2023-02
1237,2024-08-31,Paid Search,North,2024-08
1238,2024-08-26,Paid Search,South,2024-08
1239,2023-09-21,Paid Search,South,2023-09
1240,2024-02-22,Paid Search,South,2024-02
1241,2023-04-06,Organic,East,2023-04
1242,2023-03-29,Paid Search,South,2023-03
1243,2023-03-19,Paid Search,West,2023-03
1244,2023-10-15,Paid Search,North,2023-10
1245,2023-04-30,Referral,West,2023-04
1246,2024-05-05,Social,East,2024-05
1247,2024-03-27,Organic,North,2024-03
1248,2024-05-14,Paid Search,South,2024-05
1249,2023-06-14,Paid Search,North,2023-06
1250,2023-07-01,Social,East,2023-07
1251,2024-04-13,Paid Search,East,2024-04
1252,2023-01-07,Paid Search,West,2023-01
1253,2023-11-26,Paid Search,North,2023-11
1254,2024-11-03,Paid Search,North,2024-11
1255,2023-05-31,Paid Search,North,2023-05
1256,2023-03-26,Referral,West,2023-03
1257,2023-05-27,Paid Search,East,2023-05
1258,2024-09-15,Organic,South,2024-09
1259,2024-01-16,Paid Search,North,2024-01
1260,2024-07-01,Paid Search,West,2024-07
1261,2023-10-12,Social,West,2023-10
1262,2024-11-30,Paid Search,South,2024-11
1263,2023-03-23,Referral,East,2023-03
1264,2024-05-28,Organic,North,2024-05
1265,2024-12-09,Paid Search,North,2024-12
1266,2024-06-06,Social,West,2024-06
1267,2024-01-21,Paid Search,East,2024-01
1268,2024-12-07,Referral,North,2024-12
1269,2024-04-15,Paid Search,South,2024-04
1270,2023-04-29,Referral,East,2023-04
1271,2024-01-31,Paid Search,East,2024-01
1272,2024-06-15,Organic,West,2024-06
1273,2023-09-18,Referral,West,2023-09
1274,2023-09-13,Social,North,2023-09
1275,2023-08-14,Social,West,2023-08
1276,2023-02-22,Referral,East,2023-02
1277,2024-05-14,Referral,North,2024-05
1278,2024-05-20,Paid Search,North,2024-05
1279,2023-12-30,Paid Search,East,2023-12
1280,2023-10-07,Paid Search,North,2023-10
1281,2024-08-15,Paid Search,South,2024-08
1282,2024-12-14,Paid Search,South,2024-12
1283,2023-06-07,Organic,North,2023-06
1284,2024-09-23,Paid Search,West,2024-09
1285,2023-02-28,Organic,South,2023-02
1286,2024-12-27,Paid Search,North,2024-12
1287,2023-05-08,Paid Search,South,2023-05
1288,2024-12-21,Organic,West,2024-12
1289,2023-04-25,Referral,East,2023-04
1290,2023-07-28,Organic,North,2023-07
1291,2024-06-09,Organic,North,2024-06
1292,2024-06-04,Paid Search,North,2024-06
1293,2024-07-05,Organic,North,2024-07
1294,2023-08-25,Paid Search,North,2023-08
1295,2023-10-08,Paid Search,North,2023-10
1296,2023-12-25,Paid Search,West,2023-12
1297,2023-07-20,Paid Search,East,2023-07
1298,2023-10-05,Paid Search,West,2023-10
1299,2023-08-23,Social,West,2023-08
1300,2024-05-08,Social,East,2024-05
1301,2023-01-04,Paid Search,West,2023-01
1302,2024-10-27,Paid Search,South,2024-10
1303,2024-03-17,Paid Search,West,2024-03
1304,2023-01-29,Paid Search,North,2023-01
1305,2023-04-19,Social,South,2023-04
1306,2024-09-01,Paid Search,South,2024-09
1307,2024-12-27,Referral,East,2024-12
1308,2023-03-16,Paid Search,West,2023-03
1309,2023-05-26,Social,West,2023-05
1310,2023-05-08,Paid Search,South,2023-05
1311,2023-02-11,Referral,West,2023-02
1312,2023-12-22,Paid Search,West,2023-12
1313,2023-02-10,Organic,East,2023-02
1314,2023-02-03,Paid Search,South,2023-02
1315,2023-01-17,Paid Search,North,2023-01
1316,2024-11-07,Social,South,2024-11
1317,2023-06-02,Social,East,2023-06
1318,2024-01-13,Referral,East,2024-01
1319,2024-08-10,Organic,East,2024-08
1320,2024-08-21,Referral,West,2024-08
1321,2024-09-20,Paid Search,South,2024-09
1322,2023-12-08,Paid Search,West,2023-12
1323,2023-01-27,Paid Search,West,2023-01
1324,2023-10-14,Organic,South,2023-10
1325,2024-10-07,Paid Search,East,2024-10
1326,2024-12-31,Paid Search,North,2024-12
1327,2023-06-17,Organic,North,2023-06
1328,2024-09-01,Referral,South,2024-09
1329,2023-09-25,Paid Search,South,2023-09
1330,2024-03-30,Paid Search,East,2024-03
1331,2024-11-15,Paid Search,South,2024-11
1332,2024-02-05,Paid Search,South,2024-02
1333,2024-04-20,Paid Search,East,2024-04
1334,2024-12-02,Organic,East,2024-12
1335,2024-09-25,Organic,West,2024-09
1336,2024-07-11,Organic,South,2024-07
1337,2024-07-29,Paid Search,North,2024-07
1338,2023-05-10,Referral,South,2023-05
1339,2023-12-29,Paid Search,North,2023-12
1340,2024-12-05,Organic,North,2024-12
1341,2024-11-23,Referral,North,2024-11
1342,2023-10-19,Paid Search,West,2023-10
1343,2024-01-06,Paid Search,East,2024-01
1344,2023-01-29,Referral,East,2023-01
1345,2023-05-29,Paid Search,West,2023-05
1346,2023-10-23,Organic,East,2023-10
1347,2023-01-11,Paid Search,West,2023-01
1348,2024-05-26,Organic,South,2024-05
1349,2024-11-06,Paid Search,West,2024-11
1350,2023-04-23,Paid Search,East,2023-04
1351,2023-07-06,Organic,East,2023-07
1352,2023-08-15,Paid Search,South,2023-08
1353,2023-11-06,Paid Search,West,2023-11
1354,2023-04-08,Paid Search,South,2023-04
1355,2023-02-24,Paid Search,North,2023-02
1356,2024-09-14,Paid Search,West,2024-09
1357,2024-10-25,Paid Search,South,2024-10
1358,2024-02-10,Social,South,2024-02
1359,2023-03-10,Paid Search,East,2023-03
1360,2023-11-08,Organic,West,2023-11
1361,2023-10-16,Paid Search,North,2023-10
1362,2024-07-01,Paid Search,North,2024-07
1363,2023-05-28,Social,West,2023-05
1364,2024-04-11,Paid Search,West,2024-04
1365,2023-09-01,Social,South,2023-09
1366,2024-05-05,Paid Search,East,2024-05
1367,2024-05-21,Organic,East,2024-05
1368,2023-12-31,Organic,East,2023-12
1369,2024-04-26,Referral,West,2024-04
1370,2023-07-20,Organic,East,2023-07
1371,2023-06-03,Organic,South,2023-06
1372,2024-03-25,Paid Search,West,2024-03
1373,2024-05-15,Paid Search,West,2024-05
1374,2023-03-14,Social,East,2023-03
1375,2024-12-13,Paid Search,North,2024-12
1376,2023-10-23,Paid Search,North,2023-10
1377,2023-01-17,Referral,South,2023-01
1378,2024-10-02,Paid Search,East,2024-10
1379,2023-08-05,Social,East,2023-08
1380,2023-03-02,Organic,West,2023-03
1381,2024-09-07,Organic,West,2024-09
1382,2023-02-11,Referral,East,2023-02
1383,2023-01-25,Paid Search,West,2023-01
1384,2023-02-08,Paid Search,East,2023-02
1385,2023-05-11,Organic,South,2023-05
1386,2024-05-12,Paid Search,West,2024-05
1387,2023-08-17,Organic,East,2023-08
1388,2023-04-18,Social,West,2023-04
1389,2023-06-21,Paid Search,South,2023-06
1390,2024-03-10,Paid Search,West,2024-03
1391,2024-04-22,Social,East,2024-04
1392,2023-04-12,Paid Search,West,2023-04
1393,2024-06-07,Organic,West,2024-06
1394,2023-10-02,Paid Search,East,2023-10
1395,2024-09-04,Social,North,2024-09
1396,2023-02-13,Organic,West,2023-02
1397,2023-01-17,Referral,West,2023-01
1398,2023-11-26,Referral,South,2023-11
1399,2024-07-22,Paid Search,North,2024-07
1400,2024-05-11,Paid Search,South,2024-05
1401,2023-01-12,Referral,East,2023-01
1402,2023-11-14,Paid Search,East,2023-11
1403,2024-08-14,Referral,South,2024-08
1404,2023-08-04,Social,West,2023-08
1405,2023-12-05,Organic,North,2023-12
1406,2024-10-22,Organic,South,2024-10
1407,2023-03-22,Referral,South,2023-03
1408,2024-12-27,Referral,East,2024-12
1409,2024-04-29,Paid Search,West,2024-04
1410,2024-01-09,Paid Search,North,2024-01
1411,2024-12-10,Paid Search,South,2024-12
1412,2023-07-19,Organic,North,2023-07
1413,2024-06-20,Organic,North,2024-06
1414,2024-04-10,Organic,South,2024-04
1415,2023-03-30,Paid Search,North,2023-03
1416,2023-09-25,Organic,East,2023-09
1417,2024-10-16,Paid Search,West,2024-10
1418,2024-07-24,Organic,West,2024-07
1419,2024-05-03,Organic,West,2024-05
1420,2024-06-21,Paid Search,East,2024-06
1421,2023-02-16,Paid Search,East,2023-02
1422,2023-10-15,Organic,East,2023-10
1423,2023-01-16,Organic,West,2023-01
1424,2024-12-11,Paid Search,North,2024-12
1425,2024-02-05,Social,East,2024-02
1426,2023-03-27,Organic,South,2023-03
1427,2023-09-07,Social,East,2023-09
1428,2024-01-26,Paid Search,South,2024-01
1429,2023-12-01,Organic,West,2023-12
1430,2024-09-20,Referral,South,2024-09
1431,2024-06-02,Organic,East,2024-06
1432,2023-05-17,Organic,East,2023-05
1433,2024-11-18,Paid Search,North,2024-11
1434,2024-05-12,Paid Search,West,2024-05
1435,2024-12-27,Paid Search,South,2024-12
1436,2024-04-21,Paid Search,West,2024-04
1437,2024-08-16,Paid Search,East,2024-08
1438,2023-08-11,Paid Search,North,2023-08
1439,2024-01-07,Social,East,2024-01
1440,2024-02-06,Paid Search,East,2024-02
1441,2024-03-18,Organic,East,2024-03
1442,2024-05-04,Referral,South,2024-05
1443,2024-09-06,Organic,East,2024-09
1444,2023-09-30,Paid Search,West,2023-09
1445,2024-06-09,Organic,West,2024-06
1446,2023-06-08,Organic,North,2023-06
1447,2023-06-01,Organic,West,2023-06
1448,2024-09-11,Referral,East,2024-09
1449,2023-07-07,Social,East,2023-07
1450,2023-04-08,Organic,West,2023-04
1451,2023-05-11,Paid Search,North,2023-05
1452,2023-06-20,Organic,North,2023-06
1453,2023-07-02,Paid Search,West,2023-07
1454,2023-12-30,Referral,South,2023-12
1455,2023-02-08,Paid Search,South,2023-02
1456,2024-06-10,Paid Search,South,2024-06
1457,2024-05-11,Referral,South,2024-05
1458,2024-05-30,Organic,West,2024-05
1459,2023-12-15,Paid Search,North,2023-12
1460,2024-02-01,Organic,East,2024-02
1461,2024-12-22,Referral,East,2024-12
1462,2023-06-10,Paid Search,West,2023-06
1463,2023-01-16,Referral,East,2023-01
1464,2024-05-07,Paid Search,South,2024-05
1465,2024-03-01,Referral,North,2024-03
1466,2023-04-18,Referral,West,2023-04
1467,2024-03-25,Paid Search,North,2024-03
1468,2023-11-07,Paid Search,West,2023-11
1469,2023-06-19,Paid Search,West,2023-06
1470,2024-06-29,Organic,West,2024-06
1471,2024-02-18,Organic,West,2024-02
1472,2023-09-08,Organic,North,2023-09
1473,2023-05-21,Paid Search,East,2023-05
1474,2023-10-01,Paid Search,West,2023-10
1475,2024-02-20,Paid Search,South,2024-02
1476,2024-08-30,Paid Search,West,2024-08
1477,2023-02-08,Organic,North,2023-02
1478,2023-01-29,Referral,West,2023-01
1479,2024-04-21,Organic,South,2024-04
1480,2023-11-14,Paid Search,North,2023-11
1481,2023-09-02,Social,West,2023-09
1482,2024-11-27,Organic,South,2024-11
1483,2023-09-29,Social,North,2023-09
1484,2024-03-15,Organic,West,2024-03
1485,2023-08-27,Paid Search,South,2023-08
1486,2024-01-12,Paid Search,North,2024-01
1487,2023-09-23,Organic,West,2023-09
1488,2023-12-25,Paid Search,North,2023-12
1489,2023-12-06,Paid Search,South,2023-12
1490,2024-01-24,Organic,West,2024-01
1491,2024-07-30,Organic,West,2024-07
1492,2024-11-19,Organic,West,2024-11
1493,2023-01-03,Paid Search,South,2023-01
1494,2024-03-04,Paid Search,East,2024-03
1495,2023-05-22,Organic,West,2023-05
1496,2024-01-11,Social,South,2024-01
1497,2024-10-31,Organic,North,2024-10
1498,2023-11-20,Social,North,2023-11
1499,2023-05-26,Referral,South,2023-05
1500,2023-10-20,Organic,East,2023-10
1501,2024-10-26,Paid Search,South,2024-10
1502,2024-03-07,Organic,North,2024-03
1503,2024-12-05,Organic,North,2024-12
1504,2024-08-07,Organic,West,2024-08
1505,2024-02-03,Organic,East,2024-02
1506,2023-12-10,Organic,South,2023-12
1507,2023-05-20,Paid Search,North,2023-05
1508,2023-07-06,Organic,North,2023-07
1509,2023-03-02,Paid Search,North,2023-03
1510,2024-01-15,Referral,South,2024-01
1511,2024-12-10,Paid Search,South,2024-12
1512,2024-03-15,Paid Search,East,2024-03
1513,2023-11-15,Paid Search,West,2023-11
1514,2023-10-29,Organic,West,2023-10
1515,2023-12-10,Paid Search,West,2023-12
1516,2023-01-11,Paid Search,North,2023-01
1517,2023-03-03,Organic,West,2023-03
1518,2023-08-14,Paid Search,North,2023-08
1519,2023-06-02,Social,East,2023-06
1520,2024-12-11,Social,North,2024-12
1521,2024-07-17,Organic,East,2024-07
1522,2024-07-24,Paid Search,East,2024-07
1523,2024-08-06,Organic,West,2024-08
1524,2024-10-21,Paid Search,West,2024-10
1525,2024-07-28,Organic,North,2024-07
1526,2023-11-06,Paid Search,South,2023-11
1527,2023-08-31,Social,West,2023-08
1528,2024-05-07,Paid Search,West,2024-05
1529,2024-01-01,Organic,South,2024-01
1530,2023-11-26,Organic,South,2023-11
1531,2023-04-17,Organic,West,2023-04
1532,2023-08-14,Paid Search,South,2023-08
1533,2023-08-06,Social,North,2023-08
1534,2024-05-20,Organic,East,2024-05
1535,2023-09-16,Organic,East,2023-09
1536,2024-05-31,Paid Search,West,2024-05
1537,2023-02-23,Organic,West,2023-02
1538,2023-02-16,Paid Search,North,2023-02
1539,2024-12-27,Paid Search,South,2024-12
1540,2024-11-19,Paid Search,West,2024-11
1541,2024-06-04,Referral,East,2024-06
1542,2023-04-09,Paid Search,North,2023-04
1543,2023-01-20,Paid Search,North,2023-01
1544,2024-07-26,Organic,South,2024-07
1545,2024-05-04,Referral,West,2024-05
1546,2024-02-23,Paid Search,West,2024-02
1547,2024-11-20,Organic,North,2024-11
1548,2023-03-03,Paid Search,East,2023-03
1549,2023-05-25,Paid Search,West,2023-05
1550,2023-08-04,Paid Search,East,2023-08
1551,2023-01-03,Referral,North,2023-01
1552,2023-06-09,Paid Search,West,2023-06
1553,2023-04-30,Paid Search,East,2023-04
1554,2023-03-30,Paid Search,North,2023-03
1555,2023-11-25,Referral,East,2023-11
1556,2024-08-02,Paid Search,West,2024-08
1557,2023-12-23,Paid Search,South,2023-12
1558,2024-09-01,Paid Search,East,2024-09
1559,2023-09-24,Paid Search,South,2023-09
1560,2024-09-08,Organic,West,2024-09
1561,2023-11-19,Organic,South,2023-11
1562,2024-09-26,Paid Search,North,2024-09
1563,2024-06-24,Paid Search,South,2024-06
1564,2024-10-10,Paid Search,East,2024-10
1565,2023-07-14,Paid Search,East,2023-07
1566,2023-11-28,Paid Search,South,2023-11
1567,2023-06-19,Referral,North,2023-06
1568,2024-06-04,Social,West,2024-06
1569,2024-04-07,Social,South,2024-04
1570,2023-02-09,Referral,East,2023-02
1571,2024-06-20,Organic,East,2024-06
1572,2023-09-18,Organic,South,2023-09
1573,2024-01-30,Paid Search,South,2024-01
1574,2023-08-14,Organic,South,2023-08
1575,2023-05-04,Organic,West,2023-05
1576,2023-02-07,Organic,East,2023-02
1577,2023-11-24,Referral,East,2023-11
1578,2023-09-08,Paid Search,East,2023-09
1579,2023-06-25,Paid Search,West,2023-06
1580,2024-08-24,Social,North,2024-08
1581,2024-03-29,Paid Search,East,2024-03
1582,2023-02-06,Organic,East,2023-02
1583,2023-11-12,Social,North,2023-11
1584,2024-11-18,Organic,West,2024-11
1585,2024-08-15,Organic,North,2024-08
1586,2023-04-24,Paid Search,North,2023-04
1587,2023-02-09,Paid Search,North,2023-02
1588,2023-10-28,Referral,North,2023-10
1589,2023-08-12,Organic,West,2023-08
1590,2023-11-14,Organic,West,2023-11
1591,2023-12-15,Paid Search,North,2023-12
1592,2023-04-25,Paid Search,South,2023-04
1593,2024-11-28,Social,South,2024-11
1594,2023-11-19,Paid Search,South,2023-11
1595,2024-07-21,Organic,South,2024-07
1596,2023-02-09,Paid Search,East,2023-02
1597,2023-02-09,Organic,West,2023-02
1598,2023-10-16,Social,West,2023-10
1599,2023-09-19,Organic,North,2023-09
1600,2023-08-04,Paid Search,East,2023-08
1601,2023-05-27,Organic,North,2023-05
1602,2023-12-02,Referral,North,2023-12
1603,2023-06-17,Paid Search,West,2023-06
1604,2023-04-02,Referral,East,2023-04
1605,2023-12-19,Organic,South,2023-12
1606,2024-07-24,Referral,West,2024-07
1607,2024-07-24,Organic,East,2024-07
1608,2024-11-11,Paid Search,East,2024-11
1609,2023-12-29,Paid Search,West,2023-12
1610,2024-07-10,Paid Search,West,2024-07
1611,2023-12-11,Social,North,2023-12
1612,2024-11-23,Referral,North,2024-11
1613,2023-06-19,Organic,North,2023-06
1614,2023-12-22,Paid Search,South,2023-12
1615,2023-07-10,Paid Search,West,2023-07
1616,2024-10-28,Referral,East,2024-10
1617,2024-02-26,Organic,West,2024-02
1618,2024-11-30,Paid Search,East,2024-11
1619,2023-01-07,Organic,South,2023-01
1620,2023-05-13,Paid Search,West,2023-05
1621,2024-07-10,Paid Search,East,2024-07
1622,2023-01-31,Organic,East,2023-01
1623,2024-06-18,Paid Search,North,2024-06
1624,2024-03-01,Social,South,2024-03
1625,2024-01-29,Paid Search,West,2024-01
1626,2024-11-02,Paid Search,North,2024-11
1627,2023-12-29,Paid Search,South,2023-12
1628,2024-03-12,Referral,North,2024-03
1629,2024-10-31,Paid Search,West,2024-10
1630,2024-07-04,Organic,East,2024-07
1631,2023-03-23,Paid Search,West,2023-03
1632,2023-12-22,Paid Search,South,2023-12
1633,2023-09-15,Paid Search,West,2023-09
1634,2024-12-18,Referral,South,2024-12
1635,2024-08-11,Referral,North,2024-08
1636,2024-06-07,Paid Search,South,2024-06
1637,2023-10-22,Organic,East,2023-10
1638,2023-08-12,Social,East,2023-08
1639,2024-06-08,Paid Search,East,2024-06
1640,2023-02-15,Referral,North,2023-02
1641,2024-10-28,Paid Search,South,2024-10
1642,2023-04-23,Social,North,2023-04
1643,2023-08-21,Referral,West,2023-08
1644,2023-01-17,Social,West,2023-01
1645,2023-12-26,Organic,West,2023-12
1646,2023-08-11,Paid Search,West,2023-08
1647,2024-11-30,Social,East,2024-11
1648,2024-03-23,Paid Search,South,2024-03
1649,2023-12-31,Paid Search,East,2023-12
1650,2024-11-05,Organic,South,2024-11
1651,2023-11-22,Referral,South,2023-11
1652,2024-04-11,Social,North,2024-04
1653,2024-02-18,Paid Search,West,2024-02
1654,2024-03-30,Referral,South,2024-03
1655,2024-08-08,Organic,West,2024-08
1656,2023-08-21,Paid Search,West,2023-08
1657,2023-08-12,Paid Search,West,2023-08
1658,2024-02-16,Paid Search,East,2024-02
1659,2024-07-25,Paid Search,West,2024-07
1660,2023-12-01,Social,South,2023-12
1661,2023-08-10,Organic,East,2023-08
1662,2023-02-06,Organic,West,2023-02
1663,2023-10-05,Social,North,2023-10
1664,2023-07-15,Paid Search,West,2023-07
1665,2024-04-28,Referral,West,2024-04
1666,2023-08-30,Paid Search,East,2023-08
1667,2023-11-20,Referral,South,2023-11
1668,2024-12-31,Paid Search,West,2024-12
1669,2023-07-11,Social,East,2023-07
1670,2023-01-17,Paid Search,East,2023-01
1671,2024-06-07,Paid Search,South,2024-06
1672,2024-02-05,Referral,East,2024-02
1673,2024-12-05,Paid Search,South,2024-12
1674,2023-01-22,Organic,North,2023-01
1675,2024-04-18,Paid Search,West,2024-04
1676,2023-04-30,Organic,East,2023-04
1677,2023-07-29,Paid Search,North,2023-07
1678,2023-11-02,Paid Search,East,2023-11
1679,2023-09-27,Paid Search,East,2023-09
1680,2024-12-04,Organic,North,2024-12
1681,2024-11-17,Paid Search,East,2024-11
1682,2023-10-12,Paid Search,East,2023-10
1683,2024-12-16,Paid Search,North,2024-12
1684,2024-11-06,Paid Search,East,2024-11
1685,2023-08-15,Organic,South,2023-08
1686,2024-01-16,Referral,East,2024-01
1687,2024-04-04,Paid Search,West,2024-04
1688,2023-01-07,Organic,East,2023-01
1689,2023-01-29,Organic,West,2023-01
1690,2023-02-02,Paid Search,West,2023-02
1691,2024-10-07,Organic,East,2024-10
1692,2023-03-20,Paid Search,North,2023-03
1693,2024-04-03,Organic,South,2024-04
1694,2024-07-23,Paid Search,South,2024-07
1695,2024-06-21,Organic,East,2024-06
1696,2024-04-26,Organic,North,2024-04
1697,2024-03-05,Paid Search,North,2024-03
1698,2023-10-12,Paid Search,South,2023-10
1699,2024-05-30,Social,North,2024-05
1700,2023-04-09,Paid Search,East,2023-04
1701,2024-02-01,Organic,East,2024-02
1702,2024-05-03,Social,North,2024-05
1703,2023-02-08,Organic,East,2023-02
1704,2023-09-28,Organic,West,2023-09
1705,2023-06-06,Referral,South,2023-06
1706,2023-03-16,Referral,East,2023-03
1707,2023-05-10,Organic,North,2023-05
1708,2024-11-17,Organic,South,2024-11
1709,2023-03-25,Paid Search,East,2023-03
1710,2023-01-22,Social,South,2023-01
1711,2024-04-03,Organic,North,2024-04
1712,2024-06-22,Paid Search,West,2024-06
1713,2024-12-07,Referral,West,2024-12
1714,2024-01-17,Organic,East,2024-01
1715,2024-03-15,Paid Search,West,2024-03
1716,2024-08-26,Organic,East,2024-08
1717,2023-01-21,Paid Search,South,2023-01
1718,2023-10-30,Referral,East,2023-10
1719,2023-03-25,Paid Search,East,2023-03
1720,2024-10-20,Referral,East,2024-10
1721,2024-03-28,Organic,West,2024-03
1722,2024-01-22,Paid Search,East,2024-01
1723,2024-05-21,Social,North,2024-05
1724,2023-09-14,Organic,East,2023-09
1725,2024-07-23,Paid Search,South,2024-07
1726,2024-06-10,Organic,North,2024-06
1727,2023-06-11,Referral,South,2023-06
1728,2023-06-12,Paid Search,South,2023-06
1729,2024-06-07,Paid Search,South,2024-06
1730,2023-09-28,Paid Search,North,2023-09
1731,2024-05-06,Paid Search,North,2024-05
1732,2023-07-27,Referral,West,2023-07
1733,2024-06-22,Organic,North,2024-06
1734,2024-08-06,Paid Search,East,2024-08
1735,2023-03-01,Paid Search,South,2023-03
1736,2024-03-05,Paid Search,West,2024-03
1737,2024-10-18,Social,North,2024-10
1738,2024-08-27,Paid Search,South,2024-08
1739,2023-11-05,Social,North,2023-11
1740,2024-06-03,Organic,West,2024-06
1741,2024-08-13,Paid Search,North,2024-08
1742,2023-01-27,Referral,North,2023-01
1743,2024-11-16,Organic,South,2024-11
1744,2024-07-15,Organic,East,2024-07
1745,2023-07-18,Social,North,2023-07
1746,2024-01-22,Paid Search,West,2024-01
1747,2023-12-15,Paid Search,North,2023-12
1748,2024-11-23,Organic,North,2024-11
1749,2024-06-19,Paid Search,East,2024-06
1750,2024-01-13,Paid Search,South,2024-01
1751,2024-07-11,Paid Search,West,2024-07
1752,2024-06-10,Paid Search,South,2024-06
1753,2023-06-02,Referral,South,2023-06
1754,2023-07-25,Paid Search,South,2023-07
1755,2024-03-30,Organic,North,2024-03
1756,2023-09-30,Organic,East,2023-09
1757,2023-08-24,Paid Search,North,2023-08
1758,2024-06-04,Paid Search,West,2024-06
1759,2024-11-08,Referral,East,2024-11
1760,2024-12-26,Paid Search,South,2024-12
1761,2024-05-15,Referral,East,2024-05
1762,2023-04-27,Referral,West,2023-04
1763,2024-01-21,Paid Search,North,2024-01
1764,2023-12-10,Organic,North,2023-12
1765,2024-08-06,Organic,South,2024-08
1766,2024-01-30,Paid Search,North,2024-01
1767,2023-03-05,Referral,North,2023-03
1768,2024-12-17,Referral,West,2024-12
1769,2024-12-21,Paid Search,East,2024-12
1770,2023-03-13,Organic,North,2023-03
1771,2023-10-01,Social,West,2023-10
1772,2023-11-16,Social,West,2023-11
1773,2023-12-04,Organic,South,2023-12
1774,2024-01-01,Organic,West,2024-01
1775,2024-05-09,Paid Search,South,2024-05
1776,2024-08-29,Social,North,2024-08
1777,2023-06-15,Paid Search,South,2023-06
1778,2024-06-27,Organic,West,2024-06
1779,2023-01-11,Paid Search,East,2023-01
1780,2023-10-28,Paid Search,East,2023-10
1781,2024-12-29,Paid Search,North,2024-12
1782,2023-04-12,Social,North,2023-04
1783,2024-02-29,Paid Search,East,2024-02
1784,2024-01-27,Organic,South,2024-01
1785,2023-08-02,Paid Search,North,2023-08
1786,2024-11-21,Paid Search,West,2024-11
1787,2023-03-29,Paid Search,North,2023-03
1788,2024-07-06,Organic,South,2024-07
1789,2024-02-05,Paid Search,North,2024-02
1790,2024-08-10,Paid Search,West,2024-08
1791,2023-02-15,Paid Search,West,2023-02
1792,2024-11-02,Paid Search,West,2024-11
1793,2024-04-07,Social,South,2024-04
1794,2024-08-14,Social,South,2024-08
1795,2023-11-06,Paid Search,West,2023-11
1796,2023-03-27,Organic,West,2023-03
1797,2023-04-02,Social,South,2023-04
1798,2024-10-21,Paid Search,South,2024-10
1799,2024-11-03,Referral,South,2024-11
1800,2024-12-14,Social,East,2024-12
1801,2023-08-30,Paid Search,South,2023-08
1802,2023-01-02,Paid Search,West,2023-01
1803,2023-08-13,Social,East,2023-08
1804,2024-08-11,Organic,South,2024-08
1805,2023-04-26,Paid Search,West,2023-04
1806,2024-10-27,Paid Search,North,2024-10
1807,2023-04-13,Paid Search,East,2023-04
1808,2023-07-13,Organic,West,2023-07
1809,2023-06-15,Organic,North,2023-06
1810,2023-03-31,Social,West,2023-03
1811,2024-11-16,Paid Search,South,2024-11
1812,2023-05-02,Organic,South,2023-05
1813,2023-05-23,Organic,North,2023-05
1814,2023-04-16,Paid Search,South,2023-04
1815,2024-03-03,Paid Search,West,2024-03
1816,2023-11-01,Social,North,2023-11
1817,2023-11-13,Referral,West,2023-11
1818,2024-09-26,Organic,West,2024-09
1819,2023-01-09,Organic,West,2023-01
1820,2023-03-14,Paid Search,South,2023-03
1821,2023-12-25,Organic,South,2023-12
1822,2023-08-11,Organic,West,2023-08
1823,2024-02-20,Organic,East,2024-02
1824,2024-07-06,Social,West,2024-07
1825,2024-01-05,Organic,West,2024-01
1826,2024-12-16,Paid Search,North,2024-12
1827,2023-09-21,Referral,West,2023-09
1828,2024-11-20,Paid Search,South,2024-11
1829,2023-11-14,Paid Search,North,2023-11
1830,2023-03-25,Paid Search,East,2023-03
1831,2023-11-14,Paid Search,North,2023-11
1832,2023-04-21,Referral,East,2023-04
1833,2023-09-08,Organic,North,2023-09
1834,2024-01-18,Referral,North,2024-01
1835,2023-01-07,Organic,East,2023-01
1836,2024-04-03,Paid Search,South,2024-04
1837,2023-03-25,Referral,South,2023-03
1838,2023-07-27,Paid Search,South,2023-07
1839,2024-01-25,Paid Search,North,2024-01
1840,2023-11-10,Organic,West,2023-11
1841,2023-01-22,Paid Search,North,2023-01
1842,2024-02-14,Paid Search,West,2024-02
1843,2024-05-29,Organic,West,2024-05
1844,2023-05-07,Organic,South,2023-05
1845,2024-11-30,Paid Search,West,2024-11
1846,2023-01-14,Social,North,2023-01
1847,2023-01-12,Organic,North,2023-01
1848,2023-03-28,Referral,South,2023-03
1849,2024-06-07,Paid Search,East,2024-06
1850,2024-06-20,Organic,North,2024-06
1851,2023-10-28,Referral,West,2023-10
1852,2023-08-31,Organic,North,2023-08
1853,2023-05-02,Organic,North,2023-05
1854,2023-05-27,Paid Search,North,2023-05
1855,2024-07-20,Paid Search,East,2024-07
1856,2023-12-22,Organic,West,2023-12
1857,2024-11-15,Paid Search,South,2024-11
1858,2024-09-22,Referral,North,2024-09
1859,2023-11-05,Paid Search,West,2023-11
1860,2024-11-25,Social,West,2024-11
1861,2023-10-15,Social,South,2023-10
1862,2023-11-03,Paid Search,North,2023-11
1863,2024-08-16,Paid Search,East,2024-08
1864,2024-12-23,Referral,West,2024-12
