order_id,customer_id,order_date,service_type,order_value,refund_flag,order_month,is_refunded
1728,4265,2024-11-04,Standard,63.26,1,2024-11,True
1729,801,2024-09-27,Standard,44.38,0,2024-09,False
1730,106,2024-11-19,Premium,78.98,0,2024-11,False
1731,3934,2023-11-15,Premium,123.84,0,2023-11,False
1732,389,2024-11-17,Premium,44.91,0,2024-11,False
1733,4948,2023-06-22,Standard,42.05,0,2023-06,False
1734,3385,2023-08-21,Standard,32.66,0,2023-08,False
1735,3781,2024-10-10,Standard,30.8,0,2024-10,False
1736,1239,2023-08-21,Standard,65.3,1,2023-08,True
1737,3383,2024-10-12,Express,191.62,0,2024-10,False
1738,220,2023-03-26,Express,117.77,0,2023-03,False
1739,4215,2023-01-24,Standard,60.59,0,2023-01,False
1740,854,2024-04-27,Standard,40.54,0,2024-04,False
1741,3489,2023-11-13,Standard,39.87,0,2023-11,False
1742,1131,2023-08-27,Standard,59.7,0,2023-08,False
1743,355,2023-09-17,Standard,41.9,0,2023-09,False
1744,2454,2024-09-03,Standard,55.01,0,2024-09,False
1745,852,2024-07-23,Premium,67.17,0,2024-07,False
1746,3661,2023-08-09,Premium,81.33,0,2023-08,False
1747,1202,2023-09-02,Standard,48.5,0,2023-09,False
1748,1735,2024-01-26,Standard,36.19,0,2024-01,False
1749,2857,2024-01-20,Standard,50.89,0,2024-01,False
1750,1444,2024-03-28,Express,167.21,0,2024-03,False
1751,1928,2023-03-18,Express,161.24,0,2023-03,False
1752,4094,2024-03-23,Premium,82.66,0,2024-03,False
1753,908,2024-05-22,Standard,44.3,0,2024-05,False
1754,434,2023-08-06,Standard,48.3,0,2023-08,False
1755,1651,2023-07-23,Premium,75.02,0,2023-07,False
1756,2159,2024-10-09,Standard,57.12,0,2024-10,False
1757,2732,2024-09-20,Standard,59.96,0,2024-09,False
1758,1899,2023-03-01,Standard,60.15,0,2023-03,False
1759,3964,2024-05-11,Express,251.07,0,2024-05,False
1760,200,2024-05-25,Standard,71.13,0,2024-05,False
1761,2203,2023-09-11,Premium,81.32,0,2023-09,False
1762,1952,2023-12-08,Express,133.85,1,2023-12,True
1763,3254,2023-01-09,Premium,85.87,0,2023-01,False
1764,4842,2024-08-07,Standard,45.98,0,2024-08,False
1765,2578,2024-03-04,Standard,54.86,0,2024-03,False
1766,4938,2024-06-12,Standard,48.42,0,2024-06,False
1767,1522,2024-06-02,Premium,131.03,0,2024-06,False
1768,154,2023-04-13,Premium,110.12,0,2023-04,False
1769,834,2024-04-26,Standard,43.51,0,2024-04,False
1770,2019,2024-03-16,Standard,45.17,0,2024-03,False
1771,1587,2023-10-08,Premium,91.42,0,2023-10,False
1772,511,2024-03-14,Premium,86.59,0,2024-03,False
1773,2208,2023-09-29,Standard,69.86,0,2023-09,False
1774,1709,2023-10-21,Standard,47.73,0,2023-10,False
1775,636,2023-12-08,Standard,65.69,0,2023-12,False
1776,1501,2024-11-02,Premium,117.1,0,2024-11,False
1777,4459,2024-03-02,Standard,76.4,0,2024-03,False
1778,1521,2024-08-22,Standard,51.8,0,2024-08,False
1779,3578,2023-11-02,Standard,35.39,0,2023-11,False
1780,3085,2024-04-15,Standard,64.18,0,2024-04,False
1781,2176,2023-07-04,Premium,92.15,0,2023-07,False
1782,1211,2023-02-07,Standard,54.88,0,2023-02,False
1783,1883,2023-01-23,Express,168.73,0,2023-01,False
1784,2977,2024-08-23,Express,129.8,0,2024-08,False
1785,1785,2023-02-05,Standard,63.39,0,2023-02,False
1786,1078,2024-03-09,Premium,87.31,0,2024-03,False
1787,603,2024-09-01,Standard,35.6,0,2024-09,False
1788,4423,2024-09-08,Premium,111.23,0,2024-09,False
1789,2246,2024-01-01,Standard,52.45,0,2024-01,False
1790,3144,2024-09-20,Premium,96.01,0,2024-09,False
1791,2491,2024-03-22,Standard,38.67,0,2024-03,False
1792,4391,2024-12-24,Standard,39.56,0,2024-12,False
1793,2754,2024-04-21,Standard,52.09,0,2024-04,False
1794,2453,2023-11-06,Premium,120.09,0,2023-11,False
1795,4648,2023-03-20,Standard,36.11,0,2023-03,False
1796,3607,2024-04-05,Express,102.78,0,2024-04,False
1797,578,2023-03-01,Standard,61.68,0,2023-03,False
1798,899,2024-10-15,Standard,58.18,0,2024-10,False
1799,3947,2024-01-18,Premium,60.39,0,2024-01,False
1800,4207,2024-07-25,Standard,64.9,0,2024-07,False
1801,2744,2023-11-12,Standard,30.21,1,2023-11,True
1802,2794,2024-06-17,Standard,40.03,0,2024-06,False
1803,3176,2024-03-24,Premium,104.55,0,2024-03,False
1804,2239,2024-07-30,Premium,93.56,0,2024-07,False
1805,3410,2024-01-02,Express,165.59,0,2024-01,False
1806,559,2024-12-05,Standard,52.76,0,2024-12,False
1807,4816,2023-04-12,Standard,50.55,0,2023-04,False
1808,3765,2024-12-28,Premium,93.13,0,2024-12,False
1809,3172,2023-08-19,Standard,57.21,0,2023-08,False
1810,1586,2024-02-10,Standard,49.73,0,2024-02,False
1811,810,2023-05-05,Express,188.1,0,2023-05,False
1812,2085,2024-04-15,Premium,98.56,0,2024-04,False
1813,3322,2024-05-25,Express,122.98,0,2024-05,False
1814,3187,2023-12-08,Premium,74.17,0,2023-12,False
1815,1952,2024-04-01,Standard,47.04,0,2024-04,False
1816,3092,2023-01-04,Standard,56.31,0,2023-01,False
1817,4083,2024-01-05,Standard,70.44,0,2024-01,False
1818,130,2023-08-05,Standard,39.12,0,2023-08,False
1819,2300,2023-07-26,Premium,110.39,0,2023-07,False
1820,3812,2024-04-16,Premium,86.27,0,2024-04,False
1821,2749,2024-09-07,Standard,55.3,0,2024-09,False
1822,3269,2023-09-20,Express,99.6,0,2023-09,False
1823,2605,2024-03-31,Express,136.28,0,2024-03,False
1824,4963,2024-10-28,Standard,26.01,0,2024-10,False
1825,284,2024-12-31,Standard,49.41,0,2024-12,False
1826,2493,2023-12-21,Standard,79.34,0,2023-12,False
1827,477,2024-12-01,Standard,44.98,0,2024-12,False
1828,807,2023-12-24,Premium,97.39,0,2023-12,False
1829,1955,2023-08-10,Express,165.85,0,2023-08,False
1830,788,2024-11-09,Standard,45.44,0,2024-11,False
1831,4829,2023-12-15,Standard,30.33,0,2023-12,False
1832,4757,2023-09-18,Standard,43.25,0,2023-09,False
1833,1697,2023-12-04,Premium,62.69,0,2023-12,False
1834,3215,2024-04-07,Premium,64.98,0,2024-04,False
1835,2690,2024-08-24,Standard,60.92,0,2024-08,False
1836,4094,2023-09-10,Premium,75.34,0,2023-09,False
1837,3157,2023-03-30,Standard,50.1,0,2023-03,False
1838,2,2023-06-09,Standard,42.54,0,2023-06,False
1839,3840,2024-03-17,Standard,42.54,0,2024-03,False
1840,3750,2023-10-05,Standard,50.31,0,2023-10,False
1841,2575,2024-11-22,Express,140.25,0,2024-11,False
1842,4540,2023-07-21,Express,132.32,0,2023-07,False
1843,4569,2024-03-20,Standard,44.19,0,2024-03,False
1844,2640,2024-04-28,Express,158.13,0,2024-04,False
1845,3060,2023-07-23,Standard,48.9,0,2023-07,False
1846,4986,2024-06-16,Premium,84.43,0,2024-06,False
1847,1509,2024-12-02,Standard,33.25,0,2024-12,False
1848,1628,2023-01-15,Premium,63.99,0,2023-01,False
1849,925,2024-06-06,Standard,33.59,0,2024-06,False
1850,4508,2024-07-11,Standard,43.24,0,2024-07,False
1851,3735,2023-03-12,Standard,29.88,0,2023-03,False
1852,546,2024-04-16,Standard,44.23,0,2024-04,False
1853,4912,2024-01-18,Standard,46.29,0,2024-01,False
1854,3666,2024-02-18,Premium,73.14,0,2024-02,False
1855,4284,2024-02-02,Premium,87.97,0,2024-02,False
1856,245,2023-09-07,Standard,69.61,0,2023-09,False
1857,2551,2023-02-09,Standard,45.92,0,2023-02,False
1858,3496,2023-08-26,Premium,120.77,0,2023-08,False
1859,2734,2024-01-10,Standard,56.56,0,2024-01,False
1860,3348,2023-02-15,Standard,42.56,0,2023-02,False
1861,4105,2023-03-13,Express,162.52,0,2023-03,False
1862,1907,2023-11-08,Premium,114.73,0,2023-11,False
1863,4273,2024-10-13,Standard,72.76,0,2024-10,False
1864,818,2024-08-11,Standard,43.11,0,2024-08,False
1865,1366,2023-10-02,Standard,68.36,0,2023-10,False
1866,221,2024-10-23,Standard,55.84,0,2024-10,False
1867,1855,2023-01-12,Express,179.56,0,2023-01,False
1868,1940,2023-10-15,Premium,94.13,0,2023-10,False
1869,4032,2024-05-12,Standard,67.94,0,2024-05,False
1870,3279,2024-07-03,Premium,72.04,0,2024-07,False
1871,2225,2024-03-20,Premium,112.41,0,2024-03,False
1872,3273,2024-07-03,Express,79.73,0,2024-07,False
1873,273,2023-07-28,Standard,63.01,0,2023-07,False
1874,914,2024-05-24,Express,135.4,0,2024-05,False
1875,3154,2024-06-07,Express,135.58,0,2024-06,False
1876,3225,2023-12-23,Standard,61.9,1,2023-12,True
1877,3885,2023-02-15,Express,222.38,0,2023-02,False
1878,2050,2024-08-03,Standard,29.2,0,2024-08,False
1879,3624,2024-08-05,Standard,44.66,1,2024-08,True
1880,3432,2023-08-07,Standard,75.89,0,2023-08,False
1881,4829,2023-10-09,Express,135.29,1,2023-10,True
1882,1079,2023-03-18,Standard,42.64,0,2023-03,False
1883,2783,2023-08-15,Standard,45.65,0,2023-08,False
1884,3023,2023-02-15,Standard,61.39,0,2023-02,False
1885,4994,2024-01-17,Standard,80.61,0,2024-01,False
1886,1008,2024-04-01,Standard,56.17,0,2024-04,False
1887,2636,2024-09-09,Standard,48.83,0,2024-09,False
1888,1758,2023-03-05,Standard,50.88,0,2023-03,False
1889,2652,2024-09-22,Standard,34.57,0,2024-09,False
1890,1173,2023-05-05,Standard,72.29,0,2023-05,False
1891,242,2024-03-01,Standard,46.95,1,2024-03,True
1892,2880,2024-04-30,Premium,78.34,0,2024-04,False
1893,1696,2023-02-22,Standard,39.79,0,2023-02,False
1894,920,2023-05-22,Standard,69.67,0,2023-05,False
1895,1624,2023-02-06,Premium,111.99,0,2023-02,False
1896,252,2024-06-08,Premium,65.66,0,2024-06,False
1897,4771,2024-08-06,Premium,85.59,0,2024-08,False
1898,2921,2024-05-03,Express,150.07,0,2024-05,False
1899,4089,2024-11-03,Standard,80.51,0,2024-11,False
1900,2151,2023-12-23,Standard,49.88,0,2023-12,False
1901,4540,2024-01-20,Premium,57.84,0,2024-01,False
1902,2460,2024-05-13,Standard,38.61,0,2024-05,False
1903,2886,2023-07-30,Standard,47.75,0,2023-07,False
1904,2495,2024-04-16,Standard,63.26,0,2024-04,False
1905,3680,2023-07-08,Premium,109.1,0,2023-07,False
1906,2856,2023-07-01,Premium,107.23,0,2023-07,False
1907,1370,2023-09-03,Standard,50.04,0,2023-09,False
1908,738,2023-11-27,Premium,100.38,0,2023-11,False
1909,3049,2023-08-02,Standard,55.05,0,2023-08,False
1910,2488,2024-05-18,Premium,67.71,0,2024-05,False
1911,504,2023-06-14,Premium,89.3,0,2023-06,False
1912,2019,2024-12-07,Standard,43.02,0,2024-12,False
1913,2597,2023-03-22,Standard,54.74,0,2023-03,False
1914,4154,2023-08-28,Premium,101.01,0,2023-08,False
1915,397,2024-05-25,Standard,50.53,0,2024-05,False
1916,1771,2023-10-23,Express,116.12,0,2023-10,False
1917,4132,2023-02-04,Premium,87.49,0,2023-02,False
1918,3257,2023-08-24,Premium,94.85,0,2023-08,False
1919,1468,2023-12-01,Premium,79.17,0,2023-12,False
1920,4257,2024-12-15,Standard,76.1,0,2024-12,False
1921,2504,2023-05-21,Standard,40.73,0,2023-05,False
1922,2523,2023-03-31,Premium,59.77,0,2023-03,False
1923,4890,2023-05-31,Express,116.83,0,2023-05,False
1924,4758,2024-05-02,Premium,70.55,0,2024-05,False
1925,1828,2023-09-26,Standard,41.4,0,2023-09,False
1926,716,2023-02-17,Express,98.49,0,2023-02,False
1927,1635,2024-07-15,Premium,82.46,0,2024-07,False
1928,152,2024-04-08,Premium,124.64,1,2024-04,True
1929,101,2023-04-19,Standard,63.21,0,2023-04,False
1930,2019,2023-03-19,Premium,76.41,0,2023-03,False
1931,4723,2024-07-17,Express,131.99,0,2024-07,False
1932,4388,2023-12-20,Standard,58.28,0,2023-12,False
1933,2581,2023-08-08,Premium,74.94,0,2023-08,False
1934,2848,2024-06-22,Express,129.9,0,2024-06,False
1935,32,2024-11-08,Express,106.42,0,2024-11,False
1936,1082,2024-08-11,Express,131.93,0,2024-08,False
1937,121,2023-04-13,Premium,104.24,0,2023-04,False
1938,3788,2023-12-24,Express,104.66,0,2023-12,False
1939,738,2024-12-09,Standard,79.2,0,2024-12,False
1940,4375,2024-11-01,Standard,49.8,0,2024-11,False
1941,3236,2024-08-20,Standard,32.52,1,2024-08,True
1942,1161,2023-07-14,Standard,61.79,0,2023-07,False
1943,799,2023-12-01,Premium,75.71,0,2023-12,False
1944,3158,2023-09-28,Standard,39.03,0,2023-09,False
1945,4534,2024-10-28,Express,138.99,0,2024-10,False
1946,3599,2024-08-11,Standard,33.33,0,2024-08,False
1947,1772,2023-05-26,Express,129.64,1,2023-05,True
1948,2953,2023-01-10,Premium,119.96,0,2023-01,False
1949,1565,2024-11-02,Standard,48.73,0,2024-11,False
1950,4995,2024-03-27,Standard,30.18,0,2024-03,False
1951,3758,2024-10-01,Premium,80.35,0,2024-10,False
1952,3099,2024-03-25,Express,135.69,0,2024-03,False
1953,2152,2024-10-31,Premium,65.47,1,2024-10,True
1954,3113,2024-03-11,Express,103.95,0,2024-03,False
1955,1730,2023-08-11,Premium,72.56,0,2023-08,False
1956,146,2023-11-09,Standard,57.32,0,2023-11,False
1957,2019,2024-11-16,Premium,60.82,0,2024-11,False
1958,4675,2023-01-03,Premium,119.29,0,2023-01,False
1959,3150,2024-08-03,Premium,131.67,0,2024-08,False
1960,444,2024-09-01,Standard,59.78,0,2024-09,False
1961,4450,2024-04-06,Premium,94.18,0,2024-04,False
1962,1357,2023-11-07,Express,124.27,0,2023-11,False
1963,1231,2023-02-27,Express,94.3,0,2023-02,False
1964,1504,2023-03-03,Standard,46.12,0,2023-03,False
1965,2904,2023-01-07,Premium,124.77,0,2023-01,False
1966,2741,2024-12-19,Express,125.31,0,2024-12,False
1967,2493,2023-10-02,Premium,133.7,0,2023-10,False
1968,3594,2023-03-22,Standard,54.05,0,2023-03,False
1969,1588,2024-03-07,Premium,96.8,0,2024-03,False
1970,3925,2023-08-20,Express,168.91,0,2023-08,False
1971,884,2024-04-05,Premium,79.43,0,2024-04,False
1972,3928,2023-07-04,Premium,78.98,0,2023-07,False
1973,3335,2024-02-09,Standard,45.78,0,2024-02,False
1974,3428,2024-09-10,Premium,85.54,0,2024-09,False
1975,2454,2023-10-07,Standard,47.75,0,2023-10,False
1976,3351,2024-10-31,Express,181.31,0,2024-10,False
1977,419,2024-12-02,Standard,49.32,0,2024-12,False
1978,4290,2023-10-10,Standard,47.4,0,2023-10,False
1979,290,2024-05-14,Standard,49.39,0,2024-05,False
1980,756,2024-09-20,Standard,25.19,0,2024-09,False
1981,2901,2024-12-20,Standard,42.57,0,2024-12,False
1982,3713,2023-01-04,Standard,45.02,0,2023-01,False
1983,398,2024-03-04,Standard,56.29,0,2024-03,False
1984,4625,2024-11-27,Premium,94.99,0,2024-11,False
1985,4878,2024-01-20,Standard,57.12,0,2024-01,False
1986,3048,2023-08-13,Standard,60.15,0,2023-08,False
1987,2454,2023-02-13,Standard,58.95,0,2023-02,False
1988,3722,2024-09-12,Express,133.71,0,2024-09,False
1989,1651,2023-07-14,Standard,52.73,0,2023-07,False
1990,2504,2023-01-04,Standard,58.0,0,2023-01,False
1991,4605,2024-03-09,Premium,132.96,0,2024-03,False
1992,4794,2023-05-13,Standard,41.8,0,2023-05,False
1993,4663,2024-06-06,Express,85.6,0,2024-06,False
1994,1319,2023-05-11,Standard,60.54,0,2023-05,False
1995,1175,2023-10-13,Standard,35.32,0,2023-10,False
1996,1505,2024-04-09,Standard,53.05,0,2024-04,False
1997,2249,2024-11-16,Premium,105.82,0,2024-11,False
1998,1578,2023-04-04,Standard,53.44,0,2023-04,False
1999,1906,2024-04-25,Premium,54.74,0,2024-04,False
2000,3128,2023-05-25,Standard,54.42,0,2023-05,False
2001,3836,2023-06-16,Premium,92.42,0,2023-06,False
2002,3694,2023-03-21,Standard,54.68,0,2023-03,False
2003,4087,2023-10-16,Standard,26.72,0,2023-10,False
2004,158,2024-03-25,Premium,103.15,0,2024-03,False
2005,243,2024-07-31,Standard,46.84,0,2024-07,False
2006,3961,2024-04-16,Standard,107.21,0,2024-04,False
2007,2687,2024-10-06,Standard,42.41,0,2024-10,False
2008,2909,2024-11-06,Premium,118.1,0,2024-11,False
2009,272,2023-09-16,Premium,106.94,0,2023-09,False
2010,1284,2023-06-09,Express,146.37,0,2023-06,False
2011,3210,2023-05-22,Premium,116.98,0,2023-05,False
2012,4324,2024-01-13,Standard,35.68,0,2024-01,False
2013,4610,2024-02-26,Standard,35.42,0,2024-02,False
2014,2528,2024-10-06,Standard,94.1,0,2024-10,False
2015,2745,2024-11-16,Standard,54.3,0,2024-11,False
2016,4191,2024-04-18,Standard,34.33,0,2024-04,False
2017,2706,2023-07-03,Standard,52.75,0,2023-07,False
2018,2605,2023-11-12,Standard,45.47,0,2023-11,False
2019,4551,2024-08-17,Premium,81.55,0,2024-08,False
2020,3964,2023-03-16,Premium,84.83,0,2023-03,False
2021,4571,2024-02-01,Express,136.78,0,2024-02,False
2022,1094,2024-09-18,Express,89.35,0,2024-09,False
2023,2643,2024-10-26,Standard,41.09,0,2024-10,False
2024,4239,2023-04-22,Premium,86.78,0,2023-04,False
2025,575,2023-05-20,Standard,66.96,0,2023-05,False
2026,3981,2024-06-26,Premium,67.7,0,2024-06,False
2027,926,2023-09-28,Premium,58.71,0,2023-09,False
2028,4049,2023-04-07,Standard,43.02,0,2023-04,False
2029,3085,2024-06-06,Standard,45.96,0,2024-06,False
2030,972,2024-09-06,Standard,39.44,0,2024-09,False
2031,2413,2024-02-20,Standard,44.7,0,2024-02,False
2032,3420,2023-02-21,Standard,70.97,0,2023-02,False
2033,3188,2023-06-18,Standard,76.13,0,2023-06,False
2034,2176,2024-10-13,Premium,88.44,0,2024-10,False
2035,4525,2024-08-17,Premium,84.91,0,2024-08,False
2036,2616,2023-09-25,Standard,63.92,0,2023-09,False
2037,2553,2024-08-07,Standard,49.25,0,2024-08,False
2038,326,2023-05-20,Premium,142.41,0,2023-05,False
2039,4633,2024-09-12,Premium,100.57,0,2024-09,False
2040,895,2023-02-06,Express,119.33,0,2023-02,False
2041,2663,2023-05-13,Standard,64.65,0,2023-05,False
2042,4026,2023-01-09,Standard,53.87,0,2023-01,False
2043,1081,2023-07-04,Premium,112.75,0,2023-07,False
2044,2657,2023-05-28,Standard,65.43,0,2023-05,False
2045,1217,2023-03-11,Standard,38.68,0,2023-03,False
2046,3819,2023-08-20,Standard,54.99,0,2023-08,False
2047,2843,2024-02-01,Express,171.72,0,2024-02,False
2048,4308,2024-04-12,Standard,71.34,1,2024-04,True
2049,4504,2024-10-06,Standard,74.41,0,2024-10,False
2050,3257,2024-09-21,Express,154.8,0,2024-09,False
2051,3641,2024-11-13,Express,153.41,0,2024-11,False
2052,2768,2023-12-03,Premium,78.12,0,2023-12,False
2053,1963,2024-11-24,Standard,47.95,0,2024-11,False
2054,3257,2023-09-23,Express,147.04,0,2023-09,False
2055,4569,2023-06-07,Premium,105.6,0,2023-06,False
2056,2118,2023-09-20,Standard,54.24,0,2023-09,False
2057,1579,2024-11-27,Express,153.91,0,2024-11,False
2058,1987,2023-05-19,Premium,76.36,0,2023-05,False
2059,2217,2023-07-19,Standard,37.17,0,2023-07,False
2060,386,2023-11-03,Standard,58.66,0,2023-11,False
2061,2523,2024-07-29,Premium,99.59,0,2024-07,False
2062,2506,2023-01-31,Express,136.39,0,2023-01,False
2063,2959,2024-09-15,Express,121.08,1,2024-09,True
2064,1849,2024-05-27,Standard,46.81,0,2024-05,False
2065,3091,2023-03-30,Express,149.05,0,2023-03,False
2066,4417,2024-03-17,Standard,52.65,0,2024-03,False
2067,4793,2024-12-27,Premium,82.35,0,2024-12,False
2068,2934,2023-12-15,Standard,35.15,0,2023-12,False
2069,219,2024-02-10,Premium,106.44,0,2024-02,False
2070,4856,2023-07-21,Standard,46.66,0,2023-07,False
2071,3536,2024-07-11,Express,179.92,0,2024-07,False
2072,1696,2024-02-05,Standard,37.79,0,2024-02,False
2073,747,2023-09-26,Premium,65.11,0,2023-09,False
2074,729,2023-12-02,Express,185.07,0,2023-12,False
2075,847,2024-01-06,Standard,33.8,0,2024-01,False
2076,230,2024-08-10,Standard,36.75,0,2024-08,False
2077,4538,2023-08-28,Standard,36.93,0,2023-08,False
2078,2721,2024-09-16,Standard,35.11,0,2024-09,False
2079,3504,2024-12-19,Standard,65.13,0,2024-12,False
2080,4161,2023-10-02,Standard,38.78,0,2023-10,False
2081,3967,2023-08-01,Standard,38.83,0,2023-08,False
2082,4436,2023-04-06,Standard,48.9,0,2023-04,False
2083,4844,2024-07-22,Standard,50.29,0,2024-07,False
2084,2239,2023-02-16,Standard,65.87,0,2023-02,False
2085,4771,2023-06-09,Premium,84.39,0,2023-06,False
2086,3628,2024-05-27,Express,125.73,0,2024-05,False
2087,369,2024-12-19,Standard,40.11,0,2024-12,False
2088,3419,2023-02-04,Premium,56.55,0,2023-02,False
2089,3449,2024-12-24,Standard,54.8,0,2024-12,False
2090,4556,2024-11-01,Express,146.95,0,2024-11,False
2091,1901,2023-01-24,Standard,34.02,0,2023-01,False
2092,2942,2023-02-09,Standard,44.45,1,2023-02,True
2093,62,2024-05-14,Standard,30.99,0,2024-05,False
2094,1673,2023-11-26,Express,108.84,0,2023-11,False
2095,326,2023-11-30,Standard,41.54,0,2023-11,False
2096,2628,2024-05-19,Standard,57.51,0,2024-05,False
2097,4105,2024-01-17,Premium,128.07,0,2024-01,False
2098,1035,2024-12-04,Express,128.67,0,2024-12,False
2099,2657,2023-04-03,Express,129.62,0,2023-04,False
2100,1025,2023-07-20,Express,154.27,0,2023-07,False
2101,625,2023-04-30,Standard,54.66,0,2023-04,False
2102,2578,2023-09-01,Standard,28.69,0,2023-09,False
2103,415,2024-10-11,Premium,96.19,0,2024-10,False
2104,2953,2023-04-27,Standard,49.22,1,2023-04,True
2105,154,2024-05-28,Standard,47.56,0,2024-05,False
2106,549,2023-10-06,Standard,49.13,0,2023-10,False
2107,2772,2024-12-05,Standard,44.62,0,2024-12,False
2108,2973,2024-01-30,Express,97.28,0,2024-01,False
2109,146,2023-12-23,Premium,106.43,0,2023-12,False
2110,2885,2023-12-19,Standard,85.0,0,2023-12,False
2111,4220,2024-07-28,Premium,60.27,0,2024-07,False
2112,3622,2023-02-05,Standard,30.28,0,2023-02,False
2113,680,2024-04-16,Standard,47.9,0,2024-04,False
2114,2979,2023-10-06,Express,131.44,1,2023-10,True
2115,3374,2024-03-13,Standard,58.08,0,2024-03,False
2116,188,2024-07-28,Premium,88.22,0,2024-07,False
2117,4305,2024-12-26,Standard,51.8,0,2024-12,False
2118,4558,2023-02-02,Standard,65.97,0,2023-02,False
2119,4283,2024-11-17,Premium,109.91,0,2024-11,False
2120,4144,2024-06-14,Express,165.64,0,2024-06,False
2121,3738,2023-04-20,Express,120.17,0,2023-04,False
2122,3185,2024-04-18,Express,176.39,0,2024-04,False
2123,3404,2024-08-20,Express,159.34,0,2024-08,False
2124,4039,2024-03-26,Standard,48.11,0,2024-03,False
2125,3327,2023-01-04,Express,114.08,1,2023-01,True
2126,1647,2023-04-07,Express,163.41,0,2023-04,False
2127,1916,2024-04-03,Standard,52.89,0,2024-04,False
2128,4515,2023-03-25,Standard,69.48,0,2023-03,False
2129,83,2023-05-08,Standard,64.06,0,2023-05,False
2130,3497,2023-04-06,Premium,111.05,0,2023-04,False
2131,4792,2024-11-23,Standard,44.77,0,2024-11,False
2132,3538,2023-04-22,Premium,86.77,0,2023-04,False
2133,4972,2024-04-17,Express,103.67,1,2024-04,True
2134,3452,2024-09-24,Standard,45.09,0,2024-09,False
2135,171,2023-09-30,Standard,83.88,0,2023-09,False
2136,4155,2024-02-22,Standard,73.41,0,2024-02,False
2137,1444,2024-02-21,Express,93.14,0,2024-02,False
2138,2273,2024-06-20,Standard,33.84,0,2024-06,False
2139,1569,2024-06-09,Express,118.76,0,2024-06,False
2140,1356,2023-04-20,Standard,35.09,0,2023-04,False
2141,2201,2023-11-02,Standard,41.42,0,2023-11,False
2142,1933,2023-01-30,Standard,62.93,0,2023-01,False
2143,3185,2024-04-14,Standard,66.95,0,2024-04,False
2144,4079,2023-01-22,Standard,43.88,0,2023-01,False
2145,1504,2023-12-05,Standard,40.15,0,2023-12,False
2146,1074,2024-09-05,Premium,82.7,0,2024-09,False
2147,3350,2023-03-13,Standard,66.85,0,2023-03,False
2148,3366,2023-04-26,Standard,81.97,0,2023-04,False
2149,4535,2023-09-13,Premium,90.43,0,2023-09,False
2150,78,2024-05-01,Premium,172.71,0,2024-05,False
2151,4299,2023-04-24,Standard,53.85,0,2023-04,False
2152,2623,2024-06-23,Standard,29.51,1,2024-06,True
2153,3132,2024-11-24,Standard,76.72,0,2024-11,False
2154,477,2023-07-05,Express,146.19,0,2023-07,False
2155,2208,2023-07-01,Standard,69.4,0,2023-07,False
2156,1148,2023-12-20,Premium,73.08,0,2023-12,False
2157,1282,2023-05-24,Premium,109.27,1,2023-05,True
2158,2549,2024-05-01,Standard,47.17,0,2024-05,False
2159,4075,2023-07-25,Standard,40.01,0,2023-07,False
2160,3731,2023-09-09,Express,106.54,0,2023-09,False
2161,2970,2024-03-24,Standard,33.13,0,2024-03,False
2162,2713,2023-06-21,Standard,38.17,0,2023-06,False
2163,2176,2024-11-13,Premium,92.24,0,2024-11,False
2164,4873,2023-08-29,Express,159.98,0,2023-08,False
2165,2822,2023-12-03,Premium,73.69,0,2023-12,False
2166,1280,2023-03-21,Standard,35.35,0,2023-03,False
2167,1165,2023-09-04,Express,226.85,0,2023-09,False
2168,3081,2024-06-25,Standard,43.86,0,2024-06,False
2169,2633,2023-05-03,Standard,74.51,1,2023-05,True
2170,43,2024-12-04,Standard,43.39,0,2024-12,False
2171,4173,2024-02-11,Standard,44.34,0,2024-02,False
2172,3525,2024-06-22,Standard,58.59,0,2024-06,False
2173,3323,2024-08-14,Premium,82.4,0,2024-08,False
2174,357,2024-08-22,Standard,72.34,0,2024-08,False
2175,1849,2024-10-29,Standard,60.13,0,2024-10,False
2176,4700,2024-04-18,Premium,61.99,0,2024-04,False
2177,4344,2024-08-22,Premium,80.34,0,2024-08,False
2178,1446,2024-12-29,Express,119.43,0,2024-12,False
2179,795,2023-06-28,Standard,57.76,0,2023-06,False
2180,2291,2023-05-10,Standard,59.31,0,2023-05,False
2181,1815,2023-09-10,Standard,32.52,0,2023-09,False
2182,3422,2023-03-12,Standard,67.35,0,2023-03,False
2183,4843,2024-01-03,Standard,39.91,0,2024-01,False
2184,1851,2023-03-28,Express,194.16,0,2023-03,False
2185,326,2024-06-30,Standard,57.43,0,2024-06,False
2186,4518,2024-08-28,Express,160.12,0,2024-08,False
2187,192,2024-02-17,Premium,69.94,0,2024-02,False
2188,4785,2024-03-01,Standard,90.06,0,2024-03,False
2189,3340,2024-12-06,Standard,35.79,0,2024-12,False
2190,4727,2023-12-01,Standard,46.61,0,2023-12,False
2191,1002,2024-06-11,Standard,48.58,0,2024-06,False
2192,209,2023-01-08,Premium,60.91,0,2023-01,False
2193,2485,2024-08-26,Standard,65.56,0,2024-08,False
2194,2300,2024-07-05,Standard,68.08,0,2024-07,False
2195,1669,2023-07-28,Premium,95.14,0,2023-07,False
2196,4800,2023-07-04,Premium,78.4,1,2023-07,True
2197,4132,2023-07-25,Express,180.32,0,2023-07,False
2198,3322,2024-08-19,Standard,48.35,0,2024-08,False
