order_id,variable_cost,delivery_cost,support_cost,total_cost
4109,42.59,13.9,25.48,81.97
4110,27.0,19.06,38.97,85.03
4111,15.33,16.59,4.83,36.75
4112,155.1,16.11,10.55,181.76
4113,11.4,18.48,3.01,32.89
4114,31.15,15.58,0.8,47.529999999999994
4115,55.77,9.33,40.59,105.69000000000001
4116,34.24,25.21,23.73,83.18
4117,78.47,17.27,2.38,98.11999999999999
4118,18.92,12.85,11.84,43.61
4119,24.6,10.89,27.11,62.6
4120,37.05,19.7,21.85,78.6
4121,104.23,17.84,10.61,132.68
4122,37.89,21.04,91.67,150.6
4123,38.25,27.12,15.5,80.87
4124,131.53,8.33,5.16,145.02
4125,28.49,21.03,2.92,52.44
4126,29.71,18.77,3.36,51.84
4127,60.94,9.13,12.32,82.38999999999999
4128,103.0,15.21,12.93,131.14000000000001
4129,19.24,7.51,8.48,35.230000000000004
4130,68.72,16.29,5.78,90.78999999999999
4131,17.08,16.57,2.91,36.56
4132,33.82,19.01,2.77,55.6
4133,28.08,29.91,4.42,62.41
4134,28.42,12.95,1.76,43.13
4135,18.9,28.64,6.56,54.1
4136,21.4,20.59,1.73,43.71999999999999
4137,18.82,26.01,5.54,50.37
4138,14.84,15.78,6.45,37.07
4139,34.6,24.33,4.47,63.4
4140,18.73,8.62,8.47,35.82
4141,32.99,14.43,11.03,58.45
4142,19.15,12.01,8.5,39.66
4143,60.66,16.06,3.03,79.75
4144,23.98,13.67,8.88,46.53
4145,16.77,16.19,16.96,49.92
4146,95.38,26.0,6.69,128.07
4147,40.86,13.51,3.43,57.8
4148,119.97,17.08,19.26,156.31
4149,36.2,17.59,94.53,148.32
4150,22.81,11.98,8.04,42.83
4151,14.52,17.76,6.36,38.64
4152,18.55,10.53,3.55,32.629999999999995
4153,61.35,15.12,4.63,81.1
4154,44.76,14.93,12.31,72.0
4155,10.46,9.16,24.97,44.59
4156,29.32,14.86,1.2,45.38
4157,34.81,14.69,8.15,57.65
4158,18.56,14.26,22.26,55.08
4159,36.53,18.5,3.77,58.800000000000004
4160,31.48,16.32,5.43,53.23
4161,23.58,14.09,54.4,92.07
4162,23.96,13.86,13.56,51.38
4163,21.31,9.93,52.88,84.12
4164,19.58,19.49,3.21,42.279999999999994
4165,42.18,17.97,3.29,63.44
4166,39.15,14.11,2.74,56.0
4167,127.18,25.38,22.34,174.9
4168,44.09,14.4,10.01,68.5
4169,17.12,21.71,99.72,138.55
4170,23.23,19.18,0.56,42.97
4171,44.79,18.74,3.37,66.9
4172,28.21,14.66,3.24,46.11000000000001
4173,39.74,19.17,5.28,64.19
4174,59.62,8.31,2.94,70.86999999999999
4175,38.94,17.43,12.53,68.89999999999999
4176,22.24,23.89,37.81,83.94
4177,24.21,9.27,5.09,38.57000000000001
4178,69.62,9.41,28.49,107.52
4179,36.84,13.26,13.26,63.36
4180,79.87,20.14,12.27,112.28
4181,44.71,19.44,6.93,71.08000000000001
4182,111.02,16.8,14.58,142.4
4183,23.49,13.17,97.88,134.54
4184,61.01,17.96,4.06,83.03
4185,27.83,23.13,3.99,54.949999999999996
4186,49.29,9.96,4.9,64.15
4187,15.97,22.77,9.22,47.96
4188,42.08,10.75,3.01,55.839999999999996
4189,84.91,26.36,2.38,113.64999999999999
4190,21.14,14.67,1.35,37.160000000000004
4191,23.61,13.45,2.54,39.6
4192,10.85,14.52,70.92,96.28999999999999
4193,47.58,24.15,1.43,73.16
4194,41.51,16.07,10.33,67.91
4195,30.3,19.01,3.99,53.300000000000004
4196,69.73,20.31,2.14,92.18
4197,19.42,16.88,66.42,102.72
4198,30.44,12.69,3.61,46.74
4199,30.21,25.68,3.72,59.61
4200,19.28,25.93,2.38,47.59
4201,15.69,23.05,18.34,57.08
4202,70.08,15.63,10.5,96.21
4203,18.88,14.34,3.72,36.94
4204,17.61,18.03,3.13,38.77
4205,26.9,29.96,39.52,96.38
4206,36.44,20.86,5.64,62.94
4207,20.9,8.43,2.95,32.28
4208,21.07,11.23,4.53,36.83
4209,114.9,19.11,4.34,138.35
4210,87.06,19.92,47.32,154.3
4211,28.61,12.42,24.4,65.43
4212,74.31,26.23,14.61,115.15
4213,14.68,18.31,2.86,35.849999999999994
4214,13.32,13.24,8.96,35.52
4215,20.19,16.16,14.76,51.11
4216,101.18,24.31,14.29,139.78
4217,54.4,23.86,7.98,86.24
4218,38.56,11.43,3.54,53.53
4219,44.67,23.78,1.7,70.15
4220,41.44,26.89,12.18,80.50999999999999
4221,24.41,15.91,27.26,67.58
4222,75.45,23.15,33.97,132.57
4223,27.21,25.94,2.23,55.38
4224,59.37,20.13,7.42,86.92
4225,29.47,8.43,0.92,38.82
4226,23.45,10.01,3.21,36.67
4227,59.34,19.22,5.31,83.87
4228,25.9,13.39,8.99,48.28
4229,12.49,15.64,2.59,30.720000000000002
4230,28.38,20.22,170.29,218.89
4231,21.56,18.78,3.96,44.300000000000004
4232,53.15,18.24,5.69,77.08
4233,63.14,19.89,17.36,100.39
4234,72.57,27.21,10.72,110.5
4235,20.3,11.0,2.37,33.67
4236,32.75,12.67,18.95,64.37
4237,18.08,7.42,16.32,41.82
4238,20.66,19.71,20.26,60.63000000000001
4239,65.35,28.55,10.27,104.16999999999999
4240,120.92,20.95,2.49,144.36
4241,21.55,18.02,24.43,64.0
4242,24.82,16.9,1.98,43.699999999999996
4243,18.09,13.65,9.54,41.28
4244,30.72,24.95,6.19,61.86
4245,12.91,23.6,9.29,45.800000000000004
4246,31.71,18.11,3.1,52.92
4247,44.96,15.83,5.75,66.53999999999999
4248,31.74,18.19,12.04,61.97
4249,32.34,6.62,12.02,50.980000000000004
4250,33.51,28.15,11.24,72.89999999999999
4251,46.19,28.74,6.34,81.27
4252,14.64,14.49,4.34,33.47
4253,79.0,12.0,83.0,174.0
4254,58.39,21.89,1.7,81.98
4255,36.22,15.41,25.9,77.53
4256,59.79,14.15,1.71,75.64999999999999
4257,31.45,16.5,8.39,56.34
4258,32.9,7.41,15.45,55.760000000000005
4259,20.09,29.34,51.37,100.8
4260,35.11,15.4,22.54,73.05
4261,86.06,12.58,17.57,116.21000000000001
4262,25.86,17.49,7.47,50.81999999999999
4263,91.85,28.22,9.36,129.43
4264,81.89,15.31,4.6,101.8
4265,19.98,26.01,2.15,48.14
4266,34.81,19.01,6.65,60.470000000000006
4267,94.18,9.39,2.92,106.49000000000001
4268,31.98,18.33,6.6,56.910000000000004
4269,23.64,8.1,3.77,35.510000000000005
4270,18.33,24.11,3.39,45.83
4271,69.49,16.87,3.79,90.15
4272,27.54,20.12,6.12,53.779999999999994
4273,95.17,17.64,3.17,115.98
4274,102.41,25.03,71.74,199.18
4275,40.89,13.42,12.84,67.15
4276,11.97,13.65,14.47,40.09
4277,63.64,19.26,0.46,83.36
4278,28.61,16.49,4.66,49.75999999999999
4279,32.41,11.46,5.25,49.12
4280,18.46,25.97,10.6,55.03
4281,53.85,21.53,1.33,76.71
4282,32.21,8.78,11.43,52.42
4283,49.37,15.36,5.32,70.04999999999998
4284,88.79,17.55,2.37,108.71000000000001
4285,28.18,14.51,23.63,66.32
4286,159.02,11.36,2.87,173.25
4287,18.73,12.01,6.8,37.54
4288,29.16,12.92,12.76,54.839999999999996
4289,14.27,14.04,7.11,35.42
4290,64.9,14.06,9.12,88.08000000000001
4291,41.61,14.09,2.53,58.230000000000004
4292,64.73,16.45,5.82,87.0
4293,74.19,27.12,3.22,104.53
4294,92.42,12.85,6.3,111.57
4295,20.36,20.47,10.1,50.93
4296,35.38,23.07,14.44,72.89
4297,9.39,11.38,2.24,23.010000000000005
4298,100.18,28.29,3.15,131.62
4299,152.35,27.22,10.51,190.07999999999998
4300,20.83,14.2,11.49,46.52
4301,56.28,22.2,20.62,99.10000000000001
4302,50.94,11.02,2.99,64.94999999999999
4303,18.38,19.56,9.73,47.67
4304,12.98,13.76,1.65,28.39
4305,17.33,14.36,9.8,41.489999999999995
4306,18.3,15.51,20.67,54.480000000000004
4307,101.36,11.66,1.07,114.08999999999999
4308,102.76,7.56,50.87,161.19
4309,30.58,12.87,4.32,47.769999999999996
4310,37.56,26.78,7.66,72.0
4311,17.49,15.56,19.29,52.339999999999996
4312,82.25,16.1,10.24,108.58999999999999
4313,74.32,20.68,3.6,98.6
4314,74.75,22.32,1.99,99.05999999999999
4315,26.22,16.0,13.44,55.66
4316,27.43,19.49,45.02,91.94
4317,61.22,14.03,0.52,75.77
4318,56.88,26.11,5.89,88.88000000000001
4319,42.39,20.61,8.74,71.74
4320,12.62,9.24,2.71,24.57
4321,21.71,29.92,16.45,68.08
4322,27.22,18.29,26.97,72.47999999999999
4323,53.37,12.49,2.89,68.75
4324,24.54,10.47,10.82,45.83
4325,22.64,21.3,2.57,46.51
4326,19.65,30.27,6.63,56.550000000000004
4327,16.18,22.42,3.66,42.260000000000005
4328,62.42,20.1,40.14,122.66000000000001
4329,112.99,21.26,5.39,139.64
4330,18.16,13.9,9.81,41.870000000000005
4331,58.81,14.88,9.82,83.50999999999999
4332,28.78,17.19,13.69,59.66
4333,44.63,20.57,8.57,73.77000000000001
4334,18.7,9.84,10.46,39.0
4335,17.24,9.81,80.96,108.00999999999999
4336,20.4,18.73,75.62,114.75
4337,27.93,14.01,14.9,56.839999999999996
4338,31.63,9.08,7.8,48.51
4339,116.11,11.7,3.19,131.0
4340,46.17,15.68,12.65,74.5
4341,54.01,19.85,11.6,85.46
4342,37.25,9.25,36.9,83.4
4343,14.03,27.05,15.79,56.87
4344,24.32,11.25,10.78,46.35
4345,86.36,19.82,8.64,114.82000000000001
4346,35.31,17.32,4.37,57.0
4347,21.74,18.93,6.93,47.6
4348,24.78,12.73,3.63,41.14000000000001
4349,59.84,17.31,32.12,109.27000000000001
4350,27.01,19.18,13.72,59.91
4351,45.32,11.66,3.08,60.06
4352,78.62,8.08,7.25,93.95
4353,26.56,19.07,5.68,51.309999999999995
4354,35.84,21.19,25.36,82.39
4355,112.4,13.84,13.74,139.98000000000002
4356,33.97,17.47,17.41,68.85
4357,29.64,11.8,1.61,43.05
4358,54.22,13.4,8.27,75.89
4359,73.3,14.7,7.18,95.18
4360,44.79,13.76,9.65,68.2
4361,21.89,18.59,12.98,53.46000000000001
4362,17.2,21.12,3.56,41.88
4363,81.45,18.79,8.61,108.85000000000001
4364,31.73,24.57,15.52,71.82
4365,19.8,26.26,7.55,53.61
4366,85.65,18.45,22.67,126.77000000000001
4367,82.95,14.66,30.22,127.83
4368,15.47,17.77,8.32,41.56
4369,45.04,13.35,5.7,64.09
4370,22.18,21.77,32.89,76.84
4371,19.59,16.05,8.29,43.93
4372,122.61,11.5,7.54,141.65
4373,51.85,24.29,10.67,86.81
4374,12.85,11.74,2.43,27.02
4375,52.88,11.63,25.97,90.48
4376,14.6,8.11,2.67,25.380000000000003
4377,47.47,17.34,14.47,79.28
4378,36.13,21.37,13.83,71.33
4379,41.99,23.06,2.27,67.32
4380,14.72,15.55,16.21,46.480000000000004
4381,38.43,6.59,15.16,60.17999999999999
4382,55.86,7.86,18.05,81.77
4383,73.16,11.77,14.92,99.85
4384,44.61,16.49,4.32,65.41999999999999
4385,12.79,28.06,1.56,42.41
4386,18.97,19.12,5.26,43.35
4387,40.23,21.54,4.45,66.22
4388,43.02,11.26,18.78,73.06
4389,18.17,10.37,11.54,40.08
4390,36.13,11.44,14.2,61.769999999999996
4391,26.83,15.75,40.77,83.35
4392,138.9,18.1,2.46,159.46
4393,37.4,15.45,31.8,84.64999999999999
4394,17.94,18.7,2.32,38.96
4395,37.21,11.23,8.51,56.949999999999996
4396,115.33,27.81,2.7,145.83999999999997
4397,16.81,10.47,21.4,48.68
4398,84.1,18.28,58.8,161.18
4399,64.8,19.23,9.45,93.48
4400,51.05,15.79,18.73,85.57000000000001
4401,19.81,27.51,1.73,49.05
4402,52.41,10.92,3.07,66.39999999999999
4403,22.6,13.13,22.99,58.72
4404,35.83,25.99,10.78,72.6
4405,28.54,11.97,4.95,45.46
4406,27.88,17.91,52.54,98.33
4407,25.69,17.43,8.85,51.970000000000006
4408,24.4,7.68,12.94,45.019999999999996
4409,18.61,24.24,3.07,45.919999999999995
4410,38.29,24.58,12.59,75.46
4411,22.05,19.44,2.15,43.64
4412,19.38,14.09,4.7,38.17
4413,14.11,19.7,8.68,42.49
4414,38.97,28.5,12.96,80.43
4415,31.13,8.47,2.29,41.89
4416,16.28,21.54,15.57,53.39
4417,68.73,8.55,2.08,79.36
4418,51.07,9.83,7.09,67.99
4419,21.75,18.77,32.93,73.44999999999999
4420,28.2,8.31,20.74,57.25
4421,21.02,21.33,6.69,49.03999999999999
4422,32.82,9.84,11.9,54.559999999999995
4423,77.82,24.83,1.65,104.3
4424,45.68,9.84,17.93,73.44999999999999
4425,49.91,12.71,0.41,63.029999999999994
4426,62.32,9.4,41.57,113.28999999999999
4427,22.82,19.7,51.03,93.55
4428,26.91,26.43,10.35,63.690000000000005
4429,30.82,10.64,10.49,51.95
4430,18.79,12.45,4.34,35.58
4431,107.25,25.96,76.82,210.03
4432,88.37,14.56,9.41,112.34
4433,32.24,18.16,5.4,55.800000000000004
4434,17.06,23.72,8.55,49.33
4435,19.74,17.32,1.75,38.81
4436,16.29,19.42,0.83,36.54
4437,22.55,20.59,16.79,59.93
4438,35.87,29.54,3.59,69.0
4439,19.05,13.98,39.2,72.23
4440,33.39,23.06,8.36,64.81
4441,69.62,10.88,4.83,85.33
4442,37.54,15.89,7.13,60.56
4443,33.21,17.96,8.69,59.86
4444,84.01,20.43,24.4,128.84
4445,19.25,27.88,43.55,90.67999999999999
4446,20.68,22.7,5.18,48.559999999999995
4447,29.89,14.9,31.83,76.62
4448,70.17,19.41,17.95,107.53
4449,49.79,20.13,10.68,80.6
4450,21.76,12.18,3.53,37.47
4451,163.24,21.75,10.42,195.41
4452,28.66,10.82,18.85,58.330000000000005
4453,18.18,21.11,1.81,41.1
4454,14.31,12.74,8.32,35.370000000000005
4455,26.93,22.52,21.06,70.51
4456,55.47,18.85,8.07,82.38999999999999
4457,39.26,14.8,6.35,60.410000000000004
4458,51.27,15.78,17.22,84.27
4459,51.0,8.73,29.33,89.06
4460,61.35,13.35,9.69,84.39
4461,15.88,17.37,1.24,34.49
4462,13.59,23.03,3.93,40.550000000000004
4463,32.4,25.15,17.69,75.24
4464,59.33,9.54,12.26,81.13000000000001
4465,65.62,21.54,31.19,118.35
4466,34.53,8.9,3.89,47.32
4467,31.76,14.46,13.73,59.95
4468,36.5,17.47,18.15,72.12
4469,68.15,9.6,3.39,81.14
4470,71.75,19.78,11.2,102.73
4471,29.5,14.18,12.28,55.96
4472,25.47,21.57,3.57,50.61
4473,78.94,19.83,2.0,100.77
4474,19.22,15.89,14.62,49.73
4475,23.72,22.55,22.33,68.6
4476,42.7,13.32,1.01,57.03
4477,41.52,14.26,2.25,58.03
4478,25.06,22.74,54.07,101.87
4479,14.43,18.52,13.28,46.230000000000004
4480,34.31,21.13,4.41,59.849999999999994
4481,33.47,12.16,2.61,48.239999999999995
4482,125.38,12.37,9.28,147.03
4483,48.43,17.87,7.06,73.36
4484,113.25,25.93,33.84,173.02
4485,27.55,22.96,8.89,59.400000000000006
4486,22.01,9.5,12.3,43.81
4487,26.67,27.81,8.35,62.830000000000005
4488,32.15,11.85,12.42,56.42
4489,15.42,15.32,10.17,40.910000000000004
4490,50.81,27.45,17.61,95.87
4491,35.04,17.68,2.43,55.15
4492,9.99,11.83,1.48,23.3
4493,30.94,14.11,3.58,48.629999999999995
4494,21.43,20.61,22.29,64.33
4495,45.14,23.48,3.19,71.81
4496,19.04,14.78,6.96,40.78
4497,52.71,7.18,5.65,65.54
4498,24.68,11.42,2.16,38.260000000000005
4499,24.03,11.63,8.37,44.03
4500,33.66,23.24,76.19,133.08999999999997
4501,36.64,12.82,2.89,52.35
4502,35.03,17.44,1.57,54.04
4503,22.96,21.04,8.85,52.85
4504,30.04,15.54,2.69,48.269999999999996
4505,50.38,25.57,6.16,82.11
4506,42.58,25.22,9.97,77.77
4507,51.65,9.15,2.0,62.8
4508,26.85,11.7,14.3,52.849999999999994
4509,34.61,14.76,4.37,53.739999999999995
4510,76.45,10.19,2.79,89.43
4511,154.73,22.53,12.39,189.64999999999998
4512,17.62,30.29,2.86,50.769999999999996
4513,19.1,16.19,5.26,40.550000000000004
4514,36.14,18.02,3.37,57.529999999999994
4515,36.05,8.03,19.45,63.53
4516,12.36,23.27,1.79,37.419999999999995
4517,60.84,12.43,34.8,108.07000000000001
4518,46.91,15.9,19.25,82.06
4519,57.46,18.74,7.41,83.61
4520,53.5,16.03,2.14,71.67
4521,29.08,18.39,11.92,59.39
4522,25.05,13.56,7.06,45.67
4523,19.21,19.82,0.97,40.0
4524,58.83,14.03,6.36,79.22
4525,21.28,13.32,2.62,37.22
4526,40.05,18.61,4.43,63.089999999999996
4527,53.34,17.57,14.89,85.8
4528,29.79,14.48,6.97,51.239999999999995
4529,21.33,13.65,6.8,41.779999999999994
4530,25.38,11.04,9.25,45.67
4531,26.34,9.99,16.68,53.01
4532,46.59,12.12,2.98,61.69
4533,40.04,21.27,3.36,64.67
4534,26.14,17.64,7.58,51.36
4535,63.69,19.53,82.31,165.53
4536,19.24,21.94,41.8,82.97999999999999
4537,34.55,19.63,2.55,56.72999999999999
4538,27.8,18.26,5.62,51.68
4539,32.42,29.8,2.72,64.94
4540,109.84,14.28,9.53,133.65
4541,19.35,6.47,15.24,41.06
4542,68.33,10.6,9.02,87.94999999999999
4543,25.54,25.51,14.54,65.59
4544,68.71,19.88,35.76,124.35
4545,31.27,9.18,42.0,82.45
4546,95.46,12.01,2.52,109.99
4547,12.53,20.36,2.44,35.33
4548,13.81,9.54,3.06,26.41
4549,12.98,11.04,28.14,52.16
4550,24.44,19.83,6.36,50.629999999999995
4551,15.1,8.6,8.52,32.22
4552,28.84,20.62,6.25,55.71
4553,42.47,14.17,89.25,145.89
4554,24.82,21.1,12.22,58.14
4555,96.36,29.92,27.54,153.82
4556,22.18,22.55,11.48,56.21000000000001
4557,24.98,8.4,14.33,47.71
4558,31.14,28.12,7.5,66.76
4559,26.53,19.37,9.2,55.10000000000001
4560,11.84,20.53,1.59,33.96000000000001
4561,22.05,10.01,2.34,34.400000000000006
4562,11.77,7.43,6.21,25.41
4563,47.27,13.13,11.84,72.24000000000001
4564,32.82,14.48,4.4,51.699999999999996
4565,13.53,7.85,7.13,28.509999999999998
4566,33.78,15.82,6.54,56.14
4567,26.36,21.23,6.48,54.07000000000001
4568,28.36,12.32,3.09,43.769999999999996
4569,58.97,9.17,5.24,73.38
4570,81.18,13.41,9.26,103.85000000000001
4571,33.07,10.37,17.82,61.26
4572,49.27,19.44,3.9,72.61000000000001
4573,10.54,13.21,10.71,34.46
4574,35.59,21.44,9.96,66.99000000000001
4575,18.95,24.2,4.74,47.89
4576,78.92,9.75,16.07,104.74000000000001
4577,44.36,24.24,2.31,70.91
4578,23.45,12.85,14.29,50.589999999999996
4579,76.75,23.65,15.03,115.43
4580,18.0,16.33,4.65,38.98
4581,17.77,15.04,4.15,36.96
4582,59.94,20.16,6.08,86.17999999999999
4583,8.55,20.48,9.97,39.0
4584,21.74,13.41,4.86,40.01
4585,20.71,16.33,15.48,52.519999999999996
4586,26.61,12.94,1.94,41.489999999999995
4587,31.12,17.24,16.27,64.63
4588,23.5,12.07,5.12,40.69
4589,20.08,24.67,3.84,48.59
4590,45.13,16.4,4.19,65.72
4591,24.79,8.97,13.5,47.26
4592,24.12,17.1,41.63,82.85
4593,24.0,21.8,17.62,63.42
4594,31.61,12.26,12.02,55.89
4595,48.95,16.24,43.42,108.61
4596,22.08,24.57,5.79,52.44
4597,139.38,18.14,71.08,228.59999999999997
4598,92.18,22.26,4.52,118.96000000000001
4599,17.65,14.91,6.86,39.42
4600,68.58,10.07,16.06,94.71000000000001
4601,18.87,17.88,24.36,61.11
4602,22.49,10.15,17.5,50.14
4603,126.03,16.04,38.77,180.84
4604,45.34,21.83,48.2,115.37
4605,21.24,28.32,8.32,57.88
4606,34.43,19.25,3.08,56.76
4607,40.42,14.31,7.56,62.290000000000006
4608,24.9,13.07,6.41,44.379999999999995
4609,14.6,8.12,13.71,36.43
4610,17.78,8.26,0.67,26.71
4611,23.99,14.72,56.26,94.97
4612,18.23,28.68,8.27,55.17999999999999
4613,24.16,12.19,17.66,54.010000000000005
4614,29.19,25.66,3.05,57.9
4615,29.94,17.57,27.24,74.75
4616,51.04,18.9,10.29,80.22999999999999
4617,36.57,11.22,1.36,49.15
4618,15.68,19.2,3.84,38.72
4619,14.87,26.76,16.54,58.17
4620,94.68,25.5,13.28,133.46
4621,17.66,15.42,3.12,36.199999999999996
4622,21.16,30.38,5.45,56.99
4623,28.05,10.1,4.98,43.129999999999995
4624,102.24,9.88,7.64,119.75999999999999
4625,14.3,17.16,4.2,35.660000000000004
4626,12.43,15.34,13.34,41.11
4627,44.93,11.2,6.13,62.26
4628,43.95,9.71,4.36,58.02
4629,28.21,17.3,1.45,46.96000000000001
4630,14.17,12.77,2.37,29.31
4631,18.3,7.77,3.7,29.77
4632,50.73,8.81,4.79,64.33
4633,74.17,7.19,6.97,88.33
4634,92.79,13.78,13.54,120.11000000000001
4635,93.61,19.38,9.06,122.05
4636,27.04,13.12,13.54,53.699999999999996
4637,35.34,15.7,5.96,57.00000000000001
4638,19.91,18.59,40.31,78.81
4639,23.58,13.43,2.41,39.42
4640,61.67,21.6,2.55,85.82000000000001
4641,19.58,17.63,4.38,41.589999999999996
4642,22.44,9.3,25.75,57.49
4643,21.39,23.81,3.96,49.160000000000004
4644,33.16,12.26,7.42,52.839999999999996
4645,22.73,23.43,14.2,60.36
4646,51.04,12.47,6.44,69.95
4647,23.29,21.8,99.24,144.32999999999998
4648,34.0,8.22,28.06,70.28
4649,30.33,24.82,35.49,90.64
4650,65.49,12.54,17.22,95.25
4651,102.9,16.76,2.11,121.77000000000001
4652,39.21,17.06,11.01,67.28
4653,40.87,7.76,30.25,78.88
4654,50.54,21.69,1.4,73.63000000000001
4655,27.89,14.99,6.44,49.32
4656,46.94,16.22,5.28,68.44
4657,38.97,17.49,9.91,66.36999999999999
4658,35.82,11.96,15.09,62.870000000000005
4659,106.36,24.91,8.12,139.39000000000001
4660,22.71,19.08,9.65,51.44
4661,32.29,12.82,4.45,49.56
4662,18.26,24.53,1.83,44.620000000000005
4663,39.34,20.64,10.41,70.39
4664,33.06,15.92,11.57,60.550000000000004
4665,16.91,15.86,2.83,35.599999999999994
4666,18.48,18.35,2.09,38.92
4667,83.45,27.01,8.53,118.99000000000001
4668,14.79,17.54,9.02,41.349999999999994
4669,16.77,17.59,18.14,52.5
4670,27.76,8.4,9.81,45.970000000000006
4671,15.68,9.09,14.78,39.55
4672,17.33,15.28,25.83,58.44
4673,60.44,26.18,2.3,88.92
4674,43.51,13.42,1.0,57.93
4675,50.47,12.27,10.8,73.53999999999999
4676,30.88,15.8,7.29,53.97
4677,17.51,10.29,3.42,31.22
4678,13.79,19.84,9.54,43.169999999999995
4679,129.27,21.39,9.95,160.61
4680,20.22,14.91,1.99,37.12
4681,27.57,15.72,19.73,63.019999999999996
4682,24.55,17.14,1.76,43.449999999999996
4683,13.35,21.29,5.57,40.21
4684,23.63,9.03,1.62,34.279999999999994
4685,38.39,10.17,4.38,52.940000000000005
4686,14.94,12.83,13.91,41.68
4687,17.51,14.47,4.05,36.03
4688,37.03,14.28,11.11,62.42
4689,19.94,13.39,1.62,34.949999999999996
4690,36.04,16.89,2.64,55.57
4691,20.45,18.85,10.9,50.199999999999996
4692,32.73,29.22,15.2,77.14999999999999
4693,52.26,18.5,1.6,72.35999999999999
4694,28.29,22.98,32.29,83.56
4695,43.87,15.68,17.83,77.38
4696,19.98,17.02,2.81,39.81
4697,27.23,12.57,14.8,54.599999999999994
4698,90.3,18.6,13.82,122.72
4699,20.36,13.29,14.18,47.83
4700,15.78,8.07,5.98,29.830000000000002
4701,24.76,12.37,1.49,38.620000000000005
4702,20.17,18.23,3.67,42.07000000000001
4703,166.19,18.13,0.98,185.29999999999998
4704,126.98,22.38,3.57,152.93
4705,38.36,7.56,12.56,58.480000000000004
4706,32.4,13.54,2.47,48.41
4707,23.1,16.72,14.48,54.3
4708,26.33,10.69,3.74,40.76
4709,25.29,14.44,3.99,43.72
4710,20.13,12.14,8.66,40.92999999999999
4711,33.84,18.96,22.96,75.76
4712,21.64,30.16,10.62,62.419999999999995
4713,49.23,10.52,7.92,67.67
4714,88.96,8.46,1.02,98.43999999999998
4715,63.62,15.88,16.58,96.08
4716,81.5,12.38,2.69,96.57
4717,16.96,22.54,7.67,47.17
4718,88.86,15.98,7.77,112.61
4719,87.54,24.26,3.69,115.49000000000001
4720,33.04,7.68,3.91,44.629999999999995
4721,82.04,14.58,4.9,101.52000000000001
4722,71.31,23.05,4.89,99.25
4723,55.12,9.49,7.45,72.06
4724,49.36,12.11,1.03,62.5
4725,26.12,18.5,2.26,46.88
4726,28.79,21.56,6.17,56.519999999999996
4727,90.85,11.66,11.7,114.21
4728,21.03,12.59,18.0,51.620000000000005
4729,73.89,20.45,17.63,111.97
4730,21.54,14.62,6.17,42.33
4731,51.24,19.55,16.39,87.18
4732,15.27,12.26,5.83,33.36
4733,21.04,23.42,81.04,125.5
4734,47.6,17.34,4.51,69.45
4735,58.61,15.56,26.15,100.32
4736,35.69,12.96,16.55,65.2
4737,22.27,18.81,22.85,63.93
4738,81.41,10.11,17.58,109.1
4739,36.77,7.85,5.53,50.150000000000006
4740,27.04,15.08,4.15,46.269999999999996
4741,67.35,24.99,0.62,92.96
4742,38.42,16.04,2.08,56.54
4743,73.23,10.37,0.96,84.56
4744,18.77,19.81,13.18,51.76
4745,22.25,23.93,39.08,85.25999999999999
4746,63.0,21.67,17.27,101.94
4747,64.56,16.88,0.62,82.06
4748,22.8,10.63,39.31,72.74000000000001
4749,33.61,21.53,2.05,57.19
4750,28.44,14.49,6.79,49.72
4751,21.16,18.0,7.13,46.29
4752,49.24,12.18,13.91,75.33
4753,21.59,20.84,115.06,157.49
4754,14.7,15.09,24.84,54.629999999999995
4755,39.58,26.58,5.62,71.78
4756,15.12,12.95,18.91,46.980000000000004
4757,16.57,15.24,6.11,37.92
4758,16.87,8.38,9.77,35.019999999999996
4759,47.83,18.28,16.8,82.91
4760,25.85,26.81,27.46,80.12
4761,84.44,19.67,10.86,114.97
4762,82.85,13.26,1.96,98.07
4763,79.36,16.93,26.17,122.46
4764,20.71,17.02,7.29,45.02
4765,64.74,18.3,7.05,90.08999999999999
4766,20.42,20.02,32.8,73.24
4767,124.18,11.69,2.67,138.54
4768,23.79,17.92,8.03,49.74
4769,27.54,11.21,1.62,40.37
4770,46.01,11.54,7.67,65.22
4771,69.29,19.5,14.34,103.13000000000001
4772,16.05,19.51,10.71,46.27
4773,24.77,10.28,24.37,59.42
4774,37.71,28.86,4.83,71.39999999999999
4775,26.12,10.58,11.06,47.760000000000005
4776,20.11,22.99,22.54,65.63999999999999
4777,14.27,20.15,20.11,54.53
4778,27.8,9.46,4.32,41.580000000000005
4779,21.21,23.41,23.49,68.11
4780,27.76,9.78,6.04,43.58
4781,21.17,26.98,49.64,97.79
4782,35.16,9.99,56.61,101.75999999999999
4783,23.5,22.69,26.12,72.31
4784,22.75,11.9,12.88,47.53
4785,59.48,14.31,8.98,82.77
4786,42.9,14.21,18.48,75.59
4787,23.34,8.43,4.11,35.88
4788,73.25,23.32,7.5,104.07
4789,25.01,11.21,5.07,41.29
4790,38.89,12.22,13.41,64.52
4791,21.16,11.92,5.63,38.71
4792,29.86,26.89,3.79,60.54
4793,49.71,16.07,22.27,88.05
4794,17.33,26.29,3.22,46.839999999999996
4795,54.14,20.61,4.12,78.87
4796,37.25,20.65,4.17,62.07
4797,18.43,17.95,13.87,50.24999999999999
