customer_id,acquisition_channel,lifetime_margin,lifetime_revenue,total_orders,active_months,is_churned,ltv_bucket
6212,Paid Search,-13.299999999999999,444.36,7,13,1,Loss (-50–0)
6213,Paid Search,5.760000000000012,622.32,6,1,1,Low (0–50)
6214,Paid Search,170.54,708.65,7,4,1,High (>150)
6215,Referral,141.64000000000001,1094.88,10,8,0,Healthy (50–150)
6216,Paid Search,-2.6100000000000065,583.55,8,9,0,Loss (-50–0)
6217,Paid Search,130.85,801.33,11,1,1,Healthy (50–150)
6218,Paid Search,-9.46,534.29,8,8,1,Loss (-50–0)
6219,Organic,-25.619999999999994,613.42,8,1,1,Loss (-50–0)
6220,Organic,27.489999999999995,285.06,5,9,1,Low (0–50)
6221,Referral,-101.16,411.86,5,24,0,Deep Loss (<-50)
6222,Paid Search,-42.98,342.75,6,1,1,Loss (-50–0)
6223,Organic,12.84,229.55,3,1,1,Low (0–50)
6224,Organic,-81.89999999999999,419.5,8,6,1,Deep Loss (<-50)
6225,Paid Search,124.27,728.95,8,1,1,Healthy (50–150)
6226,Paid Search,-115.21000000000001,336.75,6,1,1,Deep Loss (<-50)
6227,Referral,83.14999999999999,327.76,3,1,1,Healthy (50–150)
6228,Organic,-161.61999999999998,1048.69,13,5,0,Deep Loss (<-50)
6229,Organic,57.35999999999999,925.56,9,2,1,Healthy (50–150)
6230,Paid Search,-66.87,307.62,5,4,1,Deep Loss (<-50)
6231,Referral,95.32,988.19,10,6,1,Healthy (50–150)
6232,Organic,114.06,1469.47,15,11,0,Healthy (50–150)
6233,Referral,-483.84,4127.01,57,24,0,Deep Loss (<-50)
6234,Social,-144.67,422.48,5,4,1,Deep Loss (<-50)
6235,Social,8.43,333.03000000000003,5,2,1,Low (0–50)
6236,Referral,102.13,3285.69,39,2,1,Healthy (50–150)
6237,Paid Search,-32.370000000000005,569.12,8,6,1,Loss (-50–0)
6238,Referral,-13.160000000000004,792.24,7,24,0,Loss (-50–0)
6239,Paid Search,27.14,527.29,5,8,0,Low (0–50)
6240,Referral,124.94,722.1,6,1,1,Healthy (50–150)
6241,Paid Search,-8.39,879.4,10,13,0,Loss (-50–0)
6242,Organic,96.58000000000001,864.82,10,11,1,Healthy (50–150)
6243,Paid Search,27.619999999999997,179.44,2,1,1,Low (0–50)
6244,Referral,-3.7699999999999996,247.82999999999998,4,11,0,Loss (-50–0)
6245,Paid Search,-4.950000000000001,677.21,9,1,1,Loss (-50–0)
6246,Paid Search,-47.31,266.49,6,4,1,Loss (-50–0)
6247,Referral,-80.66000000000001,3171.9,43,2,1,Deep Loss (<-50)
6248,Organic,-170.69,336.18,7,1,1,Deep Loss (<-50)
6249,Paid Search,-283.51,537.75,9,8,0,Deep Loss (<-50)
6250,Paid Search,-75.96999999999998,695.03,12,11,1,Deep Loss (<-50)
6251,Paid Search,-36.04,636.38,8,1,1,Loss (-50–0)
6252,Organic,103.9,610.2,7,2,1,Healthy (50–150)
6253,Social,124.25,690.68,6,3,1,Healthy (50–150)
6254,Organic,53.019999999999996,996.5500000000001,11,14,1,Healthy (50–150)
6255,Paid Search,-38.75,374.28999999999996,5,1,1,Loss (-50–0)
6256,Paid Search,-41.8,497.18,7,10,0,Loss (-50–0)
6257,Social,65.72,503.89,5,19,0,Healthy (50–150)
6258,Paid Search,-59.66,621.06,9,4,1,Deep Loss (<-50)
6259,Organic,38.449999999999996,718.5799999999999,8,1,1,Low (0–50)
6260,Paid Search,132.95999999999998,762.92,8,1,1,Healthy (50–150)
6261,Referral,53.02,290.90999999999997,4,1,1,Healthy (50–150)
6262,Referral,-202.60999999999999,677.92,8,2,1,Deep Loss (<-50)
6263,Paid Search,-0.5899999999999901,761.02,11,10,1,Loss (-50–0)
6264,Organic,8.04,625.29,7,1,0,Low (0–50)
6265,Organic,-4.299999999999994,1397.1399999999999,14,2,1,Loss (-50–0)
6266,Paid Search,-54.980000000000004,588.45,9,4,1,Deep Loss (<-50)
6267,Paid Search,-78.35000000000001,837.46,10,12,0,Deep Loss (<-50)
6268,Organic,34.370000000000005,382.84,7,2,1,Low (0–50)
6269,Paid Search,-26.49,905.86,12,9,1,Loss (-50–0)
6270,Referral,-26.72,515.34,6,8,0,Loss (-50–0)
6271,Paid Search,-294.19,651.03,11,7,1,Deep Loss (<-50)
6272,Paid Search,-37.0,981.11,9,12,0,Loss (-50–0)
6273,Paid Search,37.97,616.1,11,1,1,Low (0–50)
6274,Paid Search,23.519999999999996,695.66,10,4,1,Low (0–50)
6275,Organic,-147.76000000000002,650.87,9,12,0,Deep Loss (<-50)
6276,Paid Search,-58.34,763.13,9,13,0,Deep Loss (<-50)
6277,Organic,85.13,562.23,7,1,1,Healthy (50–150)
6278,Social,-29.61,98.65,2,2,1,Loss (-50–0)
6279,Referral,-107.9,525.38,7,1,1,Deep Loss (<-50)
6280,Paid Search,45.31,364.95,5,11,1,Low (0–50)
6281,Social,19.11,505.44,6,14,0,Low (0–50)
6282,Paid Search,53.129999999999995,572.49,7,4,1,Healthy (50–150)
6283,Organic,102.28,716.27,6,1,1,Healthy (50–150)
6284,Paid Search,-320.02,306.35,8,1,1,Deep Loss (<-50)
6285,Paid Search,-101.52,536.66,8,5,1,Deep Loss (<-50)
6286,Referral,65.23,307.24,2,24,0,Healthy (50–150)
6287,Paid Search,-19.209999999999994,921.98,11,11,0,Loss (-50–0)
6288,Organic,-22.310000000000002,354.03000000000003,5,13,0,Loss (-50–0)
6289,Paid Search,-115.43,501.65,7,3,0,Deep Loss (<-50)
6290,Referral,-181.33,331.41,6,24,0,Deep Loss (<-50)
6291,Referral,41.75,815.62,11,16,1,Low (0–50)
6292,Paid Search,-58.300000000000004,835.22,7,2,1,Deep Loss (<-50)
6293,Organic,-299.83,628.77,8,12,0,Deep Loss (<-50)
6294,Organic,114.25999999999999,673.65,8,4,1,Healthy (50–150)
6295,Organic,84.13,1200.85,11,8,0,Healthy (50–150)
6296,Organic,91.45,658.75,6,24,0,Healthy (50–150)
6297,Organic,60.45,544.9300000000001,6,2,1,Healthy (50–150)
6298,Paid Search,145.93,738.59,8,9,1,Healthy (50–150)
6299,Organic,-12.980000000000004,464.18,5,7,0,Loss (-50–0)
6300,Organic,-277.92,702.99,9,24,0,Deep Loss (<-50)
6301,Paid Search,25.880000000000003,188.15,3,1,1,Low (0–50)
6302,Referral,-140.69,648.84,9,12,0,Deep Loss (<-50)
6303,Paid Search,52.3,247.20999999999998,2,1,1,Healthy (50–150)
6304,Paid Search,-67.82,575.72,9,1,1,Deep Loss (<-50)
6305,Paid Search,16.020000000000003,450.01,7,2,1,Low (0–50)
6306,Paid Search,58.34,682.24,9,3,1,Healthy (50–150)
6307,Paid Search,-65.71,350.96,7,19,0,Deep Loss (<-50)
6308,Social,82.32,706.15,6,1,1,Healthy (50–150)
6309,Paid Search,-139.44,411.24,7,1,1,Deep Loss (<-50)
6310,Organic,-3.6699999999999964,414.82,6,1,1,Loss (-50–0)
6311,Paid Search,102.19,871.2,8,3,1,Healthy (50–150)
6312,Organic,-104.21000000000001,206.04,5,1,1,Deep Loss (<-50)
6313,Social,-152.28,380.54,6,22,0,Deep Loss (<-50)
6314,Paid Search,14.86,328.5,5,4,1,Low (0–50)
6315,Referral,22.729999999999997,1136.04,14,16,0,Low (0–50)
6316,Social,-192.11999999999998,760.4100000000001,9,10,0,Deep Loss (<-50)
6317,Organic,-79.63,595.36,9,8,0,Deep Loss (<-50)
6318,Paid Search,-182.58999999999997,494.77,9,14,0,Deep Loss (<-50)
6319,Organic,36.660000000000004,1087.3899999999999,12,19,0,Low (0–50)
6320,Referral,-173.57,363.99,6,1,1,Deep Loss (<-50)
6321,Paid Search,17.34,616.51,8,14,0,Low (0–50)
6322,Organic,27.360000000000003,453.45000000000005,6,5,1,Low (0–50)
6323,Paid Search,3.250000000000004,388.76,6,1,1,Low (0–50)
6324,Paid Search,44.379999999999995,475.39,7,5,1,Low (0–50)
6325,Referral,42.60000000000001,482.08,7,2,1,Low (0–50)
6326,Paid Search,112.03,667.81,6,4,1,Healthy (50–150)
6327,Paid Search,-86.23,493.65,7,10,0,Deep Loss (<-50)
6328,Organic,61.769999999999996,658.96,7,1,1,Healthy (50–150)
6329,Paid Search,12.149999999999997,361.1,5,1,1,Low (0–50)
6330,Paid Search,-3.1899999999999977,462.64,7,19,1,Loss (-50–0)
6331,Organic,43.620000000000005,201.99,4,4,1,Low (0–50)
6332,Paid Search,-42.39,239.59,5,1,1,Loss (-50–0)
6333,Paid Search,-20.26,867.43,10,16,0,Loss (-50–0)
6334,Paid Search,9.069999999999986,827.37,10,15,0,Low (0–50)
6335,Organic,-13.590000000000007,322.36,5,1,1,Loss (-50–0)
6336,Referral,-76.48,717.55,9,3,1,Deep Loss (<-50)
6337,Referral,-49.760000000000005,217.52,4,23,0,Loss (-50–0)
6338,Paid Search,25.840000000000003,804.1800000000001,7,1,1,Low (0–50)
6339,Organic,-19.369999999999997,502.45,9,6,1,Loss (-50–0)
6340,Referral,-67.78,716.3299999999999,11,3,1,Deep Loss (<-50)
6341,Paid Search,-241.27999999999997,2716.74,39,8,1,Deep Loss (<-50)
6342,Social,119.13,741.71,8,1,1,Healthy (50–150)
6343,Social,54.78,254.26,1,6,1,Healthy (50–150)
6344,Paid Search,-54.73,458.02,5,1,1,Deep Loss (<-50)
6345,Paid Search,60.45,676.38,8,1,1,Healthy (50–150)
6346,Paid Search,106.33,695.14,9,1,1,Healthy (50–150)
6347,Paid Search,145.52,985.31,11,1,1,Healthy (50–150)
6348,Social,136.08999999999997,798.86,7,14,0,Healthy (50–150)
6349,Social,72.78,551.25,6,18,0,Healthy (50–150)
6350,Paid Search,-60.07,519.05,9,8,0,Deep Loss (<-50)
6351,Organic,16.810000000000002,640.8,8,7,1,Low (0–50)
6352,Organic,463.55,4189.06,48,2,1,High (>150)
6353,Paid Search,117.85,322.4,4,1,1,Healthy (50–150)
6354,Organic,85.64000000000001,897.13,10,2,1,Healthy (50–150)
6355,Social,75.89,924.6,7,11,0,Healthy (50–150)
6356,Paid Search,-66.02,1089.57,9,1,0,Deep Loss (<-50)
6357,Paid Search,-21.259999999999998,264.99,3,19,0,Loss (-50–0)
6358,Paid Search,-25.71999999999999,873.5699999999999,12,9,1,Loss (-50–0)
6359,Paid Search,70.99000000000001,718.41,5,19,0,Healthy (50–150)
6360,Paid Search,-205.84000000000003,829.63,12,3,1,Deep Loss (<-50)
6361,Paid Search,-22.03,253.32,4,5,1,Loss (-50–0)
6362,Organic,1.969999999999997,746.1099999999999,11,2,1,Low (0–50)
6363,Referral,-54.43,531.61,8,8,1,Deep Loss (<-50)
6364,Paid Search,113.72,693.4200000000001,7,19,0,Healthy (50–150)
6365,Paid Search,69.13,907.75,11,1,1,Healthy (50–150)
6366,Referral,28.269999999999996,876.9,11,2,1,Low (0–50)
6367,Referral,-104.84,471.25,8,2,1,Deep Loss (<-50)
6368,Paid Search,41.68,435.76,6,19,0,Low (0–50)
6369,Paid Search,-194.01,282.05,5,1,1,Deep Loss (<-50)
6370,Referral,-101.71,1003.03,12,16,0,Deep Loss (<-50)
6371,Paid Search,-74.21999999999998,447.97,7,1,1,Deep Loss (<-50)
6372,Paid Search,-96.57,402.84000000000003,7,12,1,Deep Loss (<-50)
6373,Paid Search,-73.84,612.49,8,4,0,Deep Loss (<-50)
6374,Paid Search,-15.850000000000014,645.0600000000001,7,1,1,Loss (-50–0)
6375,Paid Search,114.99,700.77,6,7,1,Healthy (50–150)
6376,Paid Search,71.16,378.90999999999997,5,11,1,Healthy (50–150)
6377,Referral,-143.07999999999998,865.41,13,6,0,Deep Loss (<-50)
6378,Referral,-92.81,506.28999999999996,6,12,0,Deep Loss (<-50)
6379,Social,-13.409999999999997,804.36,10,1,0,Loss (-50–0)
6380,Paid Search,-265.99,442.22,9,17,0,Deep Loss (<-50)
6381,Paid Search,55.669999999999995,323.65,4,1,1,Healthy (50–150)
6382,Referral,-150.21,707.01,9,2,1,Deep Loss (<-50)
6383,Organic,35.56999999999999,824.71,9,2,1,Low (0–50)
6384,Paid Search,96.48,1150.73,12,1,1,Healthy (50–150)
6385,Paid Search,22.579999999999977,3382.09,43,3,1,Low (0–50)
6386,Paid Search,-53.480000000000004,427.09,7,3,1,Deep Loss (<-50)
6387,Paid Search,-17.009999999999998,576.34,9,4,1,Loss (-50–0)
6388,Paid Search,-159.44,976.46,10,1,1,Deep Loss (<-50)
6389,Social,-159.79,483.74,8,1,1,Deep Loss (<-50)
6390,Paid Search,-45.91,715.79,10,10,0,Loss (-50–0)
6391,Social,75.41999999999999,549.5,10,12,1,Healthy (50–150)
6392,Referral,68.49,600.72,6,3,1,Healthy (50–150)
6393,Paid Search,-52.620000000000005,741.26,12,3,1,Deep Loss (<-50)
6394,Organic,-24.22,739.81,9,1,1,Loss (-50–0)
6395,Organic,-13.339999999999998,450.5,6,14,0,Loss (-50–0)
6396,Paid Search,7.650000000000002,515.48,7,19,0,Low (0–50)
6397,Paid Search,-228.05000000000004,3605.54,52,1,1,Deep Loss (<-50)
6398,Organic,-7.089999999999993,860.46,10,13,1,Loss (-50–0)
6399,Organic,-42.330000000000005,670.54,9,3,1,Loss (-50–0)
6400,Organic,-47.129999999999995,742.75,9,1,1,Loss (-50–0)
6401,Organic,59.699999999999996,547.9,6,7,0,Healthy (50–150)
6402,Paid Search,42.97,327.63,5,3,0,Low (0–50)
6403,Organic,800.27,6498.93,72,12,1,High (>150)
6404,Paid Search,122.05000000000001,936.5,8,8,0,Healthy (50–150)
6405,Organic,90.05,699.5899999999999,6,24,0,Healthy (50–150)
6406,Referral,-203.32,1104.97,14,5,0,Deep Loss (<-50)
6407,Organic,-4.1200000000000045,564.76,8,5,1,Loss (-50–0)
6408,Organic,-80.91,250.1,5,4,1,Deep Loss (<-50)
6409,Organic,143.26,3688.93,50,2,1,Healthy (50–150)
6410,Organic,104.31,675.66,6,8,0,Healthy (50–150)
6411,Organic,38.18,328.80999999999995,4,15,1,Low (0–50)
6412,Paid Search,-31.439999999999998,352.87,5,1,1,Loss (-50–0)
6413,Social,73.08000000000001,535.88,6,22,0,Healthy (50–150)
6414,Paid Search,-184.02,847.89,10,7,1,Deep Loss (<-50)
6415,Paid Search,-75.89,781.44,9,9,1,Deep Loss (<-50)
6416,Paid Search,-36.21,703.13,8,19,0,Loss (-50–0)
6417,Paid Search,34.3,617.11,7,4,1,Low (0–50)
6418,Referral,183.18,1496.46,13,1,1,High (>150)
6419,Paid Search,91.13,731.55,9,9,0,Healthy (50–150)
6420,Referral,8.96,687.52,10,20,0,Low (0–50)
6421,Paid Search,-37.940000000000005,1184.54,13,1,0,Loss (-50–0)
6422,Paid Search,289.33,1512.37,14,1,1,High (>150)
6423,Paid Search,123.80999999999999,841.22,9,1,1,Healthy (50–150)
6424,Organic,65.25,684.53,8,3,1,Healthy (50–150)
6425,Referral,47.32,563.99,6,24,0,Low (0–50)
6426,Organic,61.56,614.9300000000001,9,1,1,Healthy (50–150)
6427,Paid Search,-126.61999999999999,569.96,9,10,0,Deep Loss (<-50)
6428,Social,100.77,758.69,8,14,0,Healthy (50–150)
6429,Paid Search,-21.069999999999997,425.31,7,10,1,Loss (-50–0)
6430,Organic,-164.24,312.63,6,1,1,Deep Loss (<-50)
6431,Paid Search,33.44,851.3,9,7,0,Low (0–50)
6432,Paid Search,100.36999999999999,1437.8,14,19,0,Healthy (50–150)
6433,Paid Search,-147.07999999999998,523.12,8,1,1,Deep Loss (<-50)
6434,Paid Search,-28.720000000000013,3340.98,48,1,1,Loss (-50–0)
6435,Referral,-24.099999999999998,416.85,6,20,0,Loss (-50–0)
6436,Organic,-27.060000000000002,602.76,8,8,1,Loss (-50–0)
6437,Referral,-472.28999999999996,4226.69,57,10,0,Deep Loss (<-50)
6438,Organic,-60.57,549.43,9,24,0,Deep Loss (<-50)
6439,Organic,-6.630000000000003,341.26,6,12,1,Loss (-50–0)
6440,Organic,-32.61,494.0,6,4,1,Loss (-50–0)
6441,Social,132.31,573.96,6,3,1,Healthy (50–150)
6442,Paid Search,68.54,297.96,4,1,1,Healthy (50–150)
6443,Paid Search,-4.609999999999999,324.15,5,1,1,Loss (-50–0)
6444,Organic,-36.96000000000001,380.57,7,4,1,Loss (-50–0)
6445,Social,-84.26999999999998,422.39,5,1,1,Deep Loss (<-50)
6446,Social,-45.82000000000001,710.4,8,18,0,Loss (-50–0)
6447,Organic,-37.59,1113.54,10,1,0,Loss (-50–0)
6448,Paid Search,-33.91,461.4,7,5,1,Loss (-50–0)
6449,Paid Search,55.75999999999999,673.82,9,8,1,Healthy (50–150)
6450,Social,-150.32,717.16,12,9,0,Deep Loss (<-50)
6451,Paid Search,-168.59,353.15999999999997,7,6,0,Deep Loss (<-50)
6452,Paid Search,-117.21,1088.83,13,3,0,Deep Loss (<-50)
6453,Social,-59.540000000000006,612.0500000000001,8,19,0,Deep Loss (<-50)
6454,Paid Search,13.519999999999996,550.33,7,2,1,Low (0–50)
6455,Organic,35.36999999999999,808.14,8,12,0,Low (0–50)
6456,Organic,70.55,398.99,4,22,0,Healthy (50–150)
6457,Paid Search,4.57,684.53,10,1,1,Low (0–50)
6458,Paid Search,-127.69000000000001,562.91,8,18,0,Deep Loss (<-50)
6459,Paid Search,-53.49,476.49,7,8,1,Deep Loss (<-50)
6460,Organic,97.35999999999999,969.6700000000001,9,7,1,Healthy (50–150)
6461,Organic,-138.05999999999997,654.63,12,3,1,Deep Loss (<-50)
6462,Paid Search,-23.489999999999995,458.28000000000003,6,14,0,Loss (-50–0)
6463,Social,-59.46999999999999,760.46,8,1,0,Deep Loss (<-50)
6464,Paid Search,-23.750000000000004,787.8299999999999,12,3,1,Loss (-50–0)
6465,Paid Search,-322.07,1012.06,15,8,0,Deep Loss (<-50)
6466,Paid Search,107.11,523.09,8,10,1,Healthy (50–150)
6467,Paid Search,82.52,484.69,6,1,1,Healthy (50–150)
6468,Social,61.029999999999994,564.14,7,1,1,Healthy (50–150)
6469,Paid Search,-5.599999999999985,642.17,6,9,0,Loss (-50–0)
6470,Paid Search,210.92000000000002,1345.6200000000001,13,3,1,High (>150)
6471,Referral,-227.30999999999997,2802.37,38,1,1,Deep Loss (<-50)
6472,Organic,6.060000000000002,430.25,6,1,1,Low (0–50)
6473,Paid Search,-29.48,337.28,5,6,1,Loss (-50–0)
6474,Referral,-655.9200000000001,3804.45,49,7,0,Deep Loss (<-50)
6475,Organic,11.910000000000007,1052.31,14,16,0,Low (0–50)
6476,Paid Search,-102.72999999999999,878.9699999999999,11,1,1,Deep Loss (<-50)
6477,Organic,-160.18,668.3,10,17,0,Deep Loss (<-50)
6478,Social,44.940000000000005,433.89000000000004,5,16,1,Low (0–50)
6479,Organic,-21.5,766.86,10,4,1,Loss (-50–0)
6480,Organic,155.61,874.04,11,1,1,High (>150)
6481,Social,-34.169999999999995,754.14,9,21,0,Loss (-50–0)
6482,Organic,-3.0299999999999976,173.73000000000002,3,1,1,Loss (-50–0)
6483,Paid Search,-417.68,3690.16,46,5,1,Deep Loss (<-50)
6484,Paid Search,-86.72,814.41,13,4,1,Deep Loss (<-50)
6485,Organic,-54.209999999999994,723.85,8,15,1,Deep Loss (<-50)
6486,Paid Search,-34.690000000000005,522.32,10,4,1,Loss (-50–0)
6487,Social,-438.21,296.26,7,4,0,Deep Loss (<-50)
6488,Paid Search,39.12,613.43,7,13,0,Low (0–50)
6489,Organic,9.699999999999992,894.6800000000001,8,24,0,Low (0–50)
6490,Organic,63.93000000000001,436.32000000000005,5,6,0,Healthy (50–150)
6491,Organic,69.11,512.46,4,4,1,Healthy (50–150)
6492,Paid Search,-48.47,355.40999999999997,6,11,1,Loss (-50–0)
6493,Paid Search,-56.07000000000001,223.3,5,11,1,Deep Loss (<-50)
6494,Organic,21.81,483.89,6,3,1,Low (0–50)
6495,Referral,-196.76,1308.43,15,7,0,Deep Loss (<-50)
6496,Organic,-0.4899999999999949,360.31,6,1,1,Loss (-50–0)
6497,Paid Search,107.41,897.88,9,6,1,Healthy (50–150)
6498,Paid Search,32.47,325.54999999999995,4,11,1,Low (0–50)
6499,Referral,-96.29,436.77,7,1,1,Deep Loss (<-50)
6500,Social,-119.63,364.44,6,2,1,Deep Loss (<-50)
6501,Paid Search,-87.5,223.49,4,3,1,Deep Loss (<-50)
6502,Organic,65.51,275.8,3,15,1,Healthy (50–150)
6503,Paid Search,-11.2,566.65,9,8,1,Loss (-50–0)
6504,Organic,174.7,621.51,8,3,1,High (>150)
6505,Referral,-83.80000000000001,608.03,9,2,1,Deep Loss (<-50)
6506,Paid Search,-195.08,390.26,8,7,0,Deep Loss (<-50)
6507,Organic,51.79,795.97,8,5,0,Healthy (50–150)
6508,Paid Search,-84.57,784.76,10,5,0,Deep Loss (<-50)
6509,Paid Search,-33.92000000000001,785.44,11,6,0,Loss (-50–0)
6510,Organic,-49.849999999999994,638.66,9,6,0,Loss (-50–0)
6511,Paid Search,87.28,537.64,7,5,1,Healthy (50–150)
6512,Organic,-8.180000000000003,1053.11,10,18,0,Loss (-50–0)
6513,Paid Search,136.03,833.0,8,12,0,Healthy (50–150)
6514,Organic,55.22,395.25,4,1,1,Healthy (50–150)
6515,Paid Search,-10.249999999999993,862.1600000000001,10,5,1,Loss (-50–0)
6516,Organic,-51.45,229.91,5,4,1,Deep Loss (<-50)
6517,Organic,-72.22,422.51,5,2,1,Deep Loss (<-50)
6518,Social,-10.870000000000001,330.34000000000003,5,6,0,Loss (-50–0)
6519,Social,-55.82000000000001,473.63,5,4,0,Deep Loss (<-50)
6520,Paid Search,104.61,607.15,8,8,1,Healthy (50–150)
6521,Paid Search,-166.12,561.92,9,1,1,Deep Loss (<-50)
6522,Organic,11.15,157.84,3,2,1,Low (0–50)
6523,Organic,83.18,710.04,7,1,1,Healthy (50–150)
6524,Paid Search,-95.58999999999999,194.84,3,8,1,Deep Loss (<-50)
6525,Paid Search,-8.300000000000004,844.55,12,15,1,Loss (-50–0)
6526,Organic,56.36,795.61,7,7,0,Healthy (50–150)
6527,Social,-30.88000000000001,814.99,11,6,1,Loss (-50–0)
6528,Social,19.360000000000007,513.56,6,1,1,Low (0–50)
6529,Paid Search,139.14000000000001,738.15,7,4,1,Healthy (50–150)
6530,Paid Search,61.94,1006.53,10,4,0,Healthy (50–150)
6531,Paid Search,-111.4,598.52,10,1,1,Deep Loss (<-50)
6532,Organic,141.64,666.63,6,13,0,Healthy (50–150)
6533,Referral,56.55,666.29,8,2,0,Healthy (50–150)
6534,Referral,-138.6,3900.07,47,12,1,Deep Loss (<-50)
6535,Organic,-3.880000000000001,547.34,7,4,1,Loss (-50–0)
6536,Paid Search,22.990000000000002,873.15,11,19,0,Low (0–50)
6537,Paid Search,-68.25,765.5699999999999,10,1,1,Deep Loss (<-50)
6538,Social,193.09,1204.41,11,1,1,High (>150)
6539,Paid Search,-124.13000000000001,124.47999999999999,4,19,0,Deep Loss (<-50)
6540,Paid Search,106.35000000000001,1371.97,13,1,1,Healthy (50–150)
6541,Organic,-111.96999999999998,750.71,10,8,1,Deep Loss (<-50)
6542,Organic,65.23,811.1,8,3,1,Healthy (50–150)
6543,Social,-122.94000000000003,428.5,5,7,0,Deep Loss (<-50)
6544,Paid Search,-7.250000000000014,1052.49,13,5,1,Loss (-50–0)
6545,Organic,154.22,967.5,9,9,1,High (>150)
6546,Organic,-106.76,152.16,4,1,1,Deep Loss (<-50)
6547,Social,-46.0,701.94,12,13,0,Loss (-50–0)
6548,Referral,-9.709999999999999,261.21,5,6,1,Loss (-50–0)
6549,Referral,8.069999999999997,320.62,5,6,1,Low (0–50)
6550,Paid Search,36.82000000000001,809.52,9,3,1,Low (0–50)
6551,Referral,125.31,649.3,5,24,0,Healthy (50–150)
6552,Paid Search,-43.15,581.4,8,9,1,Loss (-50–0)
6553,Paid Search,-100.53000000000002,811.73,9,1,1,Deep Loss (<-50)
6554,Paid Search,14.64,134.55,2,9,1,Low (0–50)
6555,Organic,-94.36,287.67,6,4,1,Deep Loss (<-50)
6556,Paid Search,39.19,636.0699999999999,7,12,0,Low (0–50)
6557,Referral,156.82000000000002,849.4300000000001,7,1,1,High (>150)
6558,Organic,154.22,865.64,8,3,1,High (>150)
6559,Paid Search,58.43,998.93,11,3,1,Healthy (50–150)
6560,Organic,-18.790000000000003,571.63,8,11,0,Loss (-50–0)
6561,Paid Search,-34.120000000000005,253.42000000000002,5,1,1,Loss (-50–0)
6562,Paid Search,-262.3,491.06000000000006,7,1,1,Deep Loss (<-50)
6563,Organic,-28.079999999999995,660.94,8,11,1,Loss (-50–0)
6564,Referral,-218.66,550.38,10,1,1,Deep Loss (<-50)
6565,Organic,12.910000000000004,914.94,11,1,1,Low (0–50)
6566,Referral,109.10999999999999,701.14,6,13,0,Healthy (50–150)
6567,Referral,-24.050000000000004,631.81,8,20,0,Loss (-50–0)
6568,Paid Search,-135.87,539.14,10,8,1,Deep Loss (<-50)
6569,Organic,-44.93,450.87,6,5,1,Loss (-50–0)
6570,Organic,-9.960000000000008,853.77,12,1,1,Loss (-50–0)
6571,Paid Search,-8.909999999999998,154.82999999999998,3,11,0,Loss (-50–0)
6572,Referral,290.06,1121.31,12,1,1,High (>150)
6573,Referral,69.75000000000001,638.1700000000001,8,3,1,Healthy (50–150)
6574,Paid Search,9.760000000000002,387.62,5,1,1,Low (0–50)
6575,Social,230.95,3126.57,44,8,1,High (>150)
6576,Paid Search,10.739999999999998,436.33,5,4,1,Low (0–50)
6577,Social,-27.930000000000007,552.9,6,18,0,Loss (-50–0)
6578,Paid Search,10.189999999999984,1013.48,12,1,1,Low (0–50)
6579,Referral,103.87,1317.58,13,16,0,Healthy (50–150)
6580,Organic,-19.399999999999995,840.2,9,5,1,Loss (-50–0)
6581,Organic,-15.899999999999999,598.8299999999999,8,3,0,Loss (-50–0)
6582,Paid Search,-0.7899999999999991,538.74,6,6,0,Loss (-50–0)
6583,Paid Search,-49.32,227.54999999999998,4,9,0,Loss (-50–0)
6584,Paid Search,31.700000000000003,481.06,8,3,1,Low (0–50)
6585,Referral,61.35000000000001,309.9,3,2,1,Healthy (50–150)
6586,Paid Search,111.91,795.27,9,15,0,Healthy (50–150)
6587,Organic,28.869999999999994,719.4399999999999,11,3,1,Low (0–50)
6588,Referral,-101.31,264.76,5,24,0,Deep Loss (<-50)
6589,Social,110.49,680.4200000000001,8,10,1,Healthy (50–150)
6590,Paid Search,54.68,502.35,6,7,0,Healthy (50–150)
6591,Referral,-116.8,578.6800000000001,9,1,1,Deep Loss (<-50)
6592,Paid Search,56.89,603.05,8,3,1,Healthy (50–150)
6593,Organic,98.09,453.13,5,5,1,Healthy (50–150)
6594,Organic,-65.25,544.89,7,3,0,Deep Loss (<-50)
6595,Paid Search,32.0,526.34,6,1,1,Low (0–50)
6596,Paid Search,90.44999999999999,1093.22,14,2,1,Healthy (50–150)
6597,Organic,90.86,363.04,3,1,1,Healthy (50–150)
6598,Paid Search,104.07,358.80999999999995,4,1,1,Healthy (50–150)
6599,Social,-29.75999999999999,1015.35,12,1,1,Loss (-50–0)
6600,Paid Search,26.910000000000004,527.92,5,8,0,Low (0–50)
6601,Social,15.18,419.52,6,7,1,Low (0–50)
6602,Organic,4.390000000000001,368.15999999999997,5,24,0,Low (0–50)
6603,Social,37.78,626.34,7,2,1,Low (0–50)
6604,Organic,-22.550000000000004,849.51,11,13,0,Loss (-50–0)
6605,Referral,16.939999999999998,871.26,10,8,1,Low (0–50)
6606,Paid Search,103.12,582.9,6,6,1,Healthy (50–150)
6607,Organic,133.69,800.92,9,6,1,Healthy (50–150)
6608,Paid Search,93.06,618.1600000000001,6,9,0,Healthy (50–150)
6609,Paid Search,-3.4000000000000057,458.39,6,1,1,Loss (-50–0)
6610,Organic,-115.34,746.49,9,1,1,Deep Loss (<-50)
