customer_id,total_support_cost,total_margin,orders,avg_order_value,acquisition_channel,region,is_power_user,is_profitable_customer,support_to_margin_ratio
4360,533.44,230.02,45,79.09,Organic,West,1,True,2.32
4365,665.19,462.38,47,92.04,Organic,South,1,True,1.44
4375,644.48,-134.47,42,77.77,Social,North,1,False,644.48
4420,261.03,-156.14,7,77.69,Paid Search,West,0,False,261.03
4437,445.56,174.94,42,92.53,Organic,East,1,True,2.55
4446,291.13,-186.17,11,99.88,Referral,East,0,False,291.13
4447,717.56,-126.61,45,81.62,Paid Search,East,1,False,717.56
4451,233.48,-50.43,12,76.23,Referral,West,0,False,233.48
4454,317.44,-549.66,14,66.4,Paid Search,North,0,False,317.44
4499,676.12,-119.65,47,80.65,Organic,West,1,False,676.12
4500,322.19,-191.8,13,70.6,Organic,North,0,False,322.19
4504,347.16,395.57,40,84.54,Referral,West,1,True,0.88
4532,816.54,67.95,58,87.04,Referral,East,1,True,12.02
4544,264.1,-147.78,8,65.84,Organic,North,0,False,264.1
4550,235.93,-189.7,11,66.67,Paid Search,East,0,False,235.93
4566,726.18,-518.42,45,85.68,Paid Search,North,1,False,726.18
4569,431.39,344.6,43,86.05,Social,West,1,True,1.25
4606,617.67,-84.37,51,99.02,Organic,North,1,False,617.67
4612,425.71,316.24,42,81.56,Paid Search,North,1,True,1.35
4613,249.95,-279.17,18,64.48,Organic,East,0,False,249.95
4615,306.11,-183.97,12,80.48,Organic,West,0,False,306.11
4616,715.52,254.09,55,85.34,Organic,East,1,True,2.82
4619,632.61,220.09,49,87.82,Paid Search,West,1,True,2.87
4627,316.34,225.72,32,84.03,Organic,South,1,True,1.4
4636,275.16,-300.11,11,84.61,Organic,East,0,False,275.16
4639,558.28,-355.2,38,100.93,Referral,East,1,False,558.28
4642,260.19,-55.17,8,82.49,Paid Search,West,0,False,260.19
4645,619.56,125.86,58,83.61,Paid Search,West,1,True,4.92
4648,238.37,153.93,11,109.02,Paid Search,South,0,True,1.55
4665,339.61,-130.38,13,83.97,Paid Search,East,0,False,339.61
4668,899.56,-103.89,56,102.99,Organic,South,1,False,899.56
4671,276.13,-87.23,9,87.28,Paid Search,South,0,False,276.13
4672,238.8,-305.9,10,95.38,Paid Search,North,0,False,238.8
4691,702.37,277.88,50,92.66,Paid Search,South,1,True,2.53
4701,267.65,-144.87,7,76.13,Referral,West,0,False,267.65
4705,783.4,-364.67,52,76.78,Organic,East,1,False,783.4
4719,242.44,-132.83,6,98.67,Organic,North,0,False,242.44
4728,299.28,-228.66,11,86.06,Referral,East,0,False,299.28
4735,515.06,-45.29,42,89.65,Referral,North,1,False,515.06
4747,566.95,85.16,48,77.35,Paid Search,East,1,True,6.66
4757,590.99,310.59,59,76.59,Paid Search,North,1,True,1.9
4770,393.9,-251.61,11,69.93,Social,East,0,False,393.9
4786,278.91,-114.2,9,73.15,Paid Search,North,0,False,278.91
4796,671.09,103.04,47,90.05,Paid Search,South,1,True,6.51
4808,250.61,62.36,15,93.14,Paid Search,East,0,True,4.02
4815,1008.96,-418.35,63,79.57,Referral,South,1,False,1008.96
4823,761.41,265.14,55,91.04,Organic,North,1,True,2.87
4830,357.74,-245.65,14,76.23,Organic,West,0,False,357.74
4834,244.91,-29.6,8,75.43,Referral,West,0,False,244.91
4836,411.68,506.75,44,81.45,Paid Search,South,1,True,0.81
4847,264.72,-276.5,12,96.7,Referral,East,0,False,264.72
4856,251.05,87.95,10,123.35,Paid Search,East,0,True,2.85
4860,620.06,-541.02,34,82.85,Organic,South,1,False,620.06
4861,241.13,-131.34,7,90.24,Paid Search,East,0,False,241.13
4874,309.3,-134.28,11,68.57,Paid Search,South,0,False,309.3
4895,631.17,167.76,53,83.21,Paid Search,West,1,True,3.76
4896,531.66,8.13,40,83.53,Paid Search,South,1,True,65.39
4904,443.75,-65.94,41,80.49,Paid Search,East,1,False,443.75
4920,752.32,154.3,52,83.21,Organic,South,1,True,4.88
4926,298.33,71.96,16,99.03,Organic,East,0,True,4.15
4928,234.67,39.59,10,87.24,Organic,West,0,True,5.93
4939,245.42,-58.94,13,100.3,Paid Search,West,0,False,245.42
4953,957.94,-419.9,52,81.16,Paid Search,East,1,False,957.94
4961,866.1,-93.23,56,82.71,Paid Search,South,1,False,866.1
4976,726.04,-567.76,43,73.91,Paid Search,South,1,False,726.04
4978,598.18,189.43,52,79.38,Organic,West,1,True,3.16
4986,419.42,-76.68,40,80.15,Referral,North,1,False,419.42
4988,654.92,-167.0,40,87.85,Paid Search,West,1,False,654.92
4995,704.47,84.13,43,73.26,Paid Search,East,1,True,8.37
5027,342.94,-241.09,15,71.77,Paid Search,West,0,False,342.94
5029,282.65,-245.06,11,88.79,Paid Search,South,0,False,282.65
5046,572.93,267.86,44,91.34,Paid Search,West,1,True,2.14
5049,579.65,399.92,50,89.99,Paid Search,East,1,True,1.45
5052,691.79,-166.28,44,94.14,Organic,North,1,False,691.79
5103,636.18,21.57,45,77.25,Organic,South,1,True,29.49
5108,387.2,-250.92,9,65.62,Organic,West,0,False,387.2
5129,673.51,557.45,49,97.98,Paid Search,North,1,True,1.21
5139,631.59,172.81,51,87.1,Paid Search,West,1,True,3.65
5165,250.28,57.37,14,79.95,Organic,West,0,True,4.36
5169,274.02,25.39,11,90.65,Social,South,0,True,10.79
5180,572.32,-268.17,41,99.81,Organic,West,1,False,572.32
5217,481.53,147.35,41,79.78,Organic,South,1,True,3.27
5222,320.97,-82.9,11,78.18,Social,East,0,False,320.97
5225,445.1,420.26,44,88.85,Organic,North,1,True,1.06
5253,267.31,-219.82,9,77.38,Paid Search,North,0,False,267.31
5264,742.76,257.4,51,73.46,Organic,West,1,True,2.89
5296,564.74,228.49,47,80.79,Paid Search,South,1,True,2.47
5305,293.8,6.63,19,72.12,Organic,East,0,True,44.31
5312,376.4,-416.58,34,85.72,Paid Search,East,1,False,376.4
5321,591.22,95.88,43,81.32,Paid Search,South,1,True,6.17
5357,268.86,-132.71,14,70.77,Paid Search,South,0,False,268.86
5359,244.66,26.3,13,97.06,Paid Search,East,0,True,9.3
5362,875.83,-313.0,59,84.74,Organic,South,1,False,875.83
5373,756.8,150.52,55,81.11,Paid Search,North,1,True,5.03
5377,695.79,296.99,60,89.33,Referral,West,1,True,2.34
5382,657.64,112.17,43,93.55,Referral,North,1,True,5.86
5441,619.48,-434.79,52,75.99,Organic,West,1,False,619.48
5450,746.16,592.41,56,84.27,Social,South,1,True,1.26
5451,663.08,120.85,49,90.62,Referral,North,1,True,5.49
5469,1116.82,-597.41,55,86.55,Referral,East,1,False,1116.82
5475,240.08,13.53,10,99.26,Paid Search,South,0,True,17.74
5486,272.12,-117.44,11,81.66,Social,West,0,False,272.12
5495,270.45,-302.86,9,74.56,Paid Search,East,0,False,270.45
5520,473.49,270.23,40,106.62,Referral,North,1,True,1.75
5521,725.32,-430.3,49,87.68,Organic,South,1,False,725.32
5539,290.63,-55.26,15,90.09,Organic,South,0,False,290.63
5550,469.89,132.09,45,83.08,Organic,East,1,True,3.56
5580,648.03,120.42,47,82.91,Social,East,1,True,5.38
5589,338.16,-267.23,12,115.13,Paid Search,East,0,False,338.16
5602,423.63,211.35,37,80.33,Organic,South,1,True,2.0
5633,286.26,33.38,12,83.83,Paid Search,West,0,True,8.58
5640,244.68,-65.98,8,66.04,Paid Search,West,0,False,244.68
5664,274.62,-152.43,12,69.39,Paid Search,North,0,False,274.62
5667,617.98,94.81,48,87.99,Paid Search,North,1,True,6.52
5686,657.45,-436.19,51,82.54,Paid Search,South,1,False,657.45
5690,279.25,-206.74,11,108.85,Paid Search,South,0,False,279.25
5698,429.41,607.27,46,92.55,Organic,West,1,True,0.71
5699,299.5,-49.18,11,119.42,Organic,North,0,False,299.5
5700,244.59,-75.52,6,104.33,Referral,South,0,False,244.59
5704,548.14,-80.1,47,84.66,Organic,East,1,False,548.14
5705,637.39,-129.7,44,88.7,Paid Search,South,1,False,637.39
5718,409.56,-87.6,15,86.93,Paid Search,East,0,False,409.56
5733,878.86,-567.82,59,83.72,Paid Search,West,1,False,878.86
5737,449.38,270.43,41,84.27,Organic,West,1,True,1.66
5748,321.63,-284.75,12,92.61,Referral,South,0,False,321.63
5752,604.21,-178.63,35,83.13,Organic,North,1,False,604.21
5773,304.13,-103.55,15,63.99,Paid Search,South,0,False,304.13
5815,498.53,363.44,46,79.95,Referral,East,1,True,1.37
5819,292.97,-87.88,13,98.86,Referral,West,0,False,292.97
5853,265.56,-292.76,12,84.47,Organic,West,0,False,265.56
5873,234.57,-82.67,14,70.29,Social,North,0,False,234.57
5879,262.51,-53.21,17,100.11,Organic,East,0,False,262.51
5882,708.15,67.83,67,78.43,Organic,West,1,True,10.44
5887,231.43,-204.39,8,64.47,Paid Search,South,0,False,231.43
5888,351.29,-91.56,14,97.86,Paid Search,South,0,False,351.29
5904,236.14,-220.89,17,75.55,Paid Search,South,0,False,236.14
5912,1076.58,-472.83,55,87.06,Paid Search,East,1,False,1076.58
5945,830.21,-61.51,39,104.12,Organic,East,1,False,830.21
5959,817.63,-63.2,58,79.9,Referral,West,1,False,817.63
5988,998.26,-640.03,43,84.19,Paid Search,South,1,False,998.26
5996,248.12,-259.37,15,62.61,Paid Search,East,0,False,248.12
6012,740.99,-458.52,48,83.93,Referral,South,1,False,740.99
6016,651.66,-147.45,44,82.56,Paid Search,North,1,False,651.66
6023,232.46,6.89,10,96.08,Paid Search,East,0,True,33.74
6036,297.95,58.48,14,80.88,Referral,North,0,True,5.09
6039,793.07,326.79,52,86.33,Paid Search,North,1,True,2.43
6043,580.23,94.73,43,79.15,Paid Search,East,1,True,6.13
6063,449.89,-51.75,39,72.56,Organic,South,1,False,449.89
6067,690.42,235.44,58,80.84,Social,South,1,True,2.93
6072,564.84,329.89,41,93.02,Social,South,1,True,1.71
6077,318.22,-101.89,15,74.02,Organic,East,0,False,318.22
6103,316.39,-121.56,11,80.35,Organic,West,0,False,316.39
6107,265.98,-94.92,12,80.49,Paid Search,North,0,False,265.98
6109,655.98,292.55,40,90.32,Organic,North,1,True,2.24
6120,308.06,-184.88,8,73.86,Paid Search,North,0,False,308.06
6125,235.71,-196.09,7,95.5,Paid Search,West,0,False,235.71
6168,805.89,-442.08,43,93.91,Paid Search,West,1,False,805.89
6173,270.93,-123.85,9,117.06,Paid Search,West,0,False,270.93
6186,550.85,-57.17,40,79.68,Paid Search,North,1,False,550.85
6188,343.45,-327.72,11,81.65,Paid Search,North,0,False,343.45
6228,248.23,-161.62,13,92.09,Organic,North,0,False,248.23
6233,818.62,-483.84,57,79.4,Referral,East,1,False,818.62
6234,252.86,-144.67,5,84.5,Social,East,0,False,252.86
6236,392.62,102.13,39,88.33,Referral,West,1,True,3.84
6247,790.43,-80.66,43,77.09,Referral,West,1,False,790.43
6249,301.85,-283.51,9,59.75,Paid Search,South,0,False,301.85
6262,231.62,-202.61,8,90.68,Referral,West,0,False,231.62
6265,238.41,-4.3,14,99.8,Organic,West,0,False,238.41
6271,236.18,-294.19,11,73.33,Paid Search,West,0,False,236.18
6293,302.31,-299.83,8,96.25,Organic,South,0,False,302.31
6300,353.71,-277.92,9,91.53,Organic,South,0,False,353.71
6341,530.63,-241.28,39,79.25,Paid Search,East,1,False,530.63
6352,589.56,463.55,48,87.27,Organic,West,1,True,1.27
6360,337.7,-205.84,12,69.14,Paid Search,East,0,False,337.7
6370,295.54,-101.71,12,83.59,Referral,North,0,False,295.54
6377,281.92,-143.08,13,66.57,Referral,North,0,False,281.92
6385,757.77,22.58,43,81.87,Paid Search,West,1,True,33.56
6388,332.19,-159.44,10,97.65,Paid Search,North,0,False,332.19
6397,596.53,-228.05,52,82.63,Paid Search,South,1,False,596.53
6403,712.59,800.27,72,91.27,Organic,South,1,True,0.89
6406,305.2,-203.32,14,89.67,Referral,South,0,False,305.2
6409,591.31,143.26,50,76.13,Organic,East,1,True,4.13
6414,290.2,-184.02,10,100.94,Paid Search,South,0,False,290.2
6434,662.24,-28.72,48,70.41,Paid Search,West,1,False,662.24
6437,866.17,-472.29,57,81.43,Referral,West,1,False,866.17
6465,318.03,-322.07,15,73.82,Paid Search,North,0,False,318.03
6471,570.53,-227.31,38,80.24,Referral,East,1,False,570.53
6474,966.07,-655.92,49,84.86,Referral,North,1,False,966.07
6483,791.73,-417.68,46,88.61,Paid Search,North,1,False,791.73
6484,259.8,-86.72,13,73.68,Paid Search,North,0,False,259.8
6495,433.5,-196.76,15,91.44,Referral,North,0,False,433.5
6505,237.3,-83.8,9,75.47,Referral,North,0,False,237.3
6512,231.7,-8.18,10,105.31,Organic,East,0,False,231.7
6521,246.71,-166.12,9,66.89,Paid Search,West,0,False,246.71
6534,878.08,-138.6,47,93.3,Referral,North,1,False,878.08
6541,250.8,-111.97,10,81.12,Organic,North,0,False,250.8
6562,324.98,-262.3,7,87.22,Paid Search,East,0,False,324.98
6575,540.08,230.95,44,73.59,Social,West,1,True,2.34
6599,279.45,-29.76,12,84.61,Social,South,0,False,279.45
6613,246.05,-75.12,9,72.65,Organic,West,0,False,246.05
6615,240.85,51.65,11,83.33,Paid Search,South,0,True,4.66
6637,348.18,-249.39,10,67.02,Organic,South,0,False,348.18
6651,624.58,429.18,53,82.04,Organic,North,1,True,1.46
6662,287.4,-182.17,9,90.44,Paid Search,North,0,False,287.4
6672,786.81,-133.95,55,87.85,Paid Search,North,1,False,786.81
6685,273.6,-181.32,7,70.42,Organic,West,0,False,273.6
6694,676.52,-196.92,46,82.77,Paid Search,South,1,False,676.52
6701,254.19,67.18,17,84.99,Paid Search,South,0,True,3.78
6733,277.52,-105.33,12,93.35,Organic,South,0,False,277.52
6740,295.57,-35.65,15,100.42,Organic,West,0,False,295.57
6743,619.63,136.67,39,89.36,Organic,East,1,True,4.53
6785,421.8,313.03,44,99.09,Organic,South,1,True,1.35
6796,247.23,70.56,9,111.62,Paid Search,East,0,True,3.5
6805,600.91,100.01,48,83.67,Referral,North,1,True,6.01
6811,547.81,-204.2,36,73.97,Organic,North,1,False,547.81
6815,263.23,-126.68,12,67.01,Referral,North,0,False,263.23
6817,944.68,191.54,58,81.94,Organic,West,1,True,4.93
6827,541.46,28.39,41,75.6,Paid Search,South,1,True,19.07
6829,245.05,-39.7,12,87.18,Social,West,0,False,245.05
6835,264.67,-99.75,9,92.05,Referral,East,0,False,264.67
6840,812.71,-535.07,42,80.22,Referral,East,1,False,812.71
6853,949.1,-652.31,50,95.84,Paid Search,East,1,False,949.1
6865,446.73,139.84,45,82.21,Referral,East,1,True,3.19
6867,246.17,-45.0,15,88.52,Organic,East,0,False,246.17
6876,562.59,251.38,52,87.71,Organic,West,1,True,2.24
6883,278.99,-217.03,13,86.18,Organic,South,0,False,278.99
6897,599.07,-83.64,55,80.6,Paid Search,South,1,False,599.07
6908,232.76,-45.66,15,76.91,Paid Search,West,0,False,232.76
6918,262.87,-247.38,10,108.46,Paid Search,West,0,False,262.87
6921,620.73,-85.48,37,98.59,Referral,East,1,False,620.73
6952,329.81,-339.3,8,99.09,Organic,East,0,False,329.81
6955,540.32,-334.27,40,88.94,Paid Search,West,1,False,540.32
6977,748.41,-166.97,41,81.62,Organic,East,1,False,748.41
6981,867.92,-147.21,41,89.9,Paid Search,South,1,False,867.92
6992,631.56,323.49,59,82.55,Paid Search,East,1,True,1.95
6998,353.62,-126.86,10,113.02,Referral,South,0,False,353.62
7001,833.79,268.27,51,87.61,Referral,West,1,True,3.11
7032,553.9,300.68,44,89.81,Paid Search,East,1,True,1.84
7039,250.57,-175.56,12,75.86,Paid Search,South,0,False,250.57
7052,246.15,-240.32,8,74.16,Paid Search,North,0,False,246.15
7055,389.6,-223.3,10,92.24,Organic,West,0,False,389.6
7066,526.45,202.91,59,85.98,Paid Search,North,1,True,2.59
7067,242.64,-168.54,16,76.79,Organic,East,0,False,242.64
7080,279.64,-185.3,15,62.92,Organic,East,0,False,279.64
7097,1060.52,-1187.14,61,85.07,Paid Search,East,1,False,1060.52
7100,235.14,-118.26,7,84.23,Organic,East,0,False,235.14
7133,560.2,-4.24,43,85.77,Referral,North,1,False,560.2
7138,696.94,268.94,56,85.47,Organic,North,1,True,2.59
7153,272.73,-149.87,14,81.23,Paid Search,North,0,False,272.73
7168,684.75,-492.54,46,68.7,Organic,East,1,False,684.75
7173,255.8,-136.47,8,74.64,Paid Search,West,0,False,255.8
7177,707.42,-168.44,46,100.73,Social,South,1,False,707.42
7196,258.75,-4.05,10,96.53,Paid Search,North,0,False,258.75
7199,296.35,-169.99,12,68.49,Paid Search,North,0,False,296.35
7200,297.28,-81.52,10,94.76,Organic,East,0,False,297.28
7224,236.31,-60.7,9,86.38,Paid Search,West,0,False,236.31
7238,543.58,17.49,49,103.52,Paid Search,East,1,True,31.08
7289,330.57,-314.24,14,94.21,Referral,West,0,False,330.57
7290,546.55,123.63,51,91.17,Paid Search,North,1,True,4.42
7323,240.51,-34.74,11,76.5,Referral,North,0,False,240.51
7328,268.38,-180.42,12,100.65,Referral,South,0,False,268.38
7333,835.23,-234.14,47,84.27,Social,South,1,False,835.23
7337,309.94,-4.57,13,84.18,Organic,West,0,False,309.94
7339,509.86,484.59,54,93.94,Organic,West,1,True,1.05
7341,231.29,69.24,11,104.81,Organic,West,0,True,3.34
7349,288.68,45.14,15,88.64,Paid Search,East,0,True,6.4
7351,601.59,-218.65,49,74.81,Paid Search,East,1,False,601.59
7366,285.19,122.41,29,84.1,Organic,South,1,True,2.33
7370,286.54,-461.25,12,67.42,Organic,South,0,False,286.54
7376,237.41,100.02,12,98.82,Paid Search,West,0,True,2.37
7391,715.69,-246.88,52,74.31,Paid Search,West,1,False,715.69
7393,244.68,-124.92,16,68.1,Referral,West,0,False,244.68
7409,672.24,103.14,44,89.82,Paid Search,North,1,True,6.52
7410,259.92,-158.58,10,78.07,Paid Search,West,0,False,259.92
7411,251.4,-31.95,12,85.28,Organic,East,0,False,251.4
7416,431.99,160.2,39,86.68,Paid Search,East,1,True,2.7
7453,252.07,-178.34,12,77.6,Referral,East,0,False,252.07
7463,235.56,-94.94,14,78.42,Paid Search,East,0,False,235.56
7474,304.89,1.64,19,71.9,Organic,East,0,True,185.91
7489,256.13,-144.56,12,73.5,Organic,South,0,False,256.13
7490,592.48,-162.5,60,79.29,Organic,South,1,False,592.48
7495,376.52,-398.57,11,65.31,Paid Search,South,0,False,376.52
7512,1023.46,-870.95,41,101.82,Paid Search,North,1,False,1023.46
7520,926.81,-89.45,50,85.04,Paid Search,East,1,False,926.81
7521,567.83,331.8,40,96.47,Paid Search,South,1,True,1.71
7536,562.33,-89.35,44,77.1,Paid Search,West,1,False,562.33
7559,240.86,-497.93,17,87.21,Paid Search,East,0,False,240.86
7568,457.34,428.31,38,85.59,Organic,North,1,True,1.07
7589,287.79,-131.27,9,79.87,Social,West,0,False,287.79
7600,647.54,-316.48,42,79.08,Paid Search,West,1,False,647.54
7618,265.93,-140.19,10,66.16,Paid Search,East,0,False,265.93
7621,553.5,-52.56,46,84.6,Organic,South,1,False,553.5
7624,550.72,98.86,37,87.28,Paid Search,South,1,True,5.57
7626,270.13,-135.49,14,75.04,Paid Search,West,0,False,270.13
7662,338.27,-202.41,15,97.39,Organic,West,0,False,338.27
7672,249.75,-120.1,8,85.87,Referral,South,0,False,249.75
7678,660.89,-461.32,58,79.02,Paid Search,North,1,False,660.89
7685,441.55,-38.55,45,78.81,Paid Search,West,1,False,441.55
7690,243.51,-106.02,12,85.1,Paid Search,South,0,False,243.51
7717,670.72,-445.76,41,76.41,Referral,South,1,False,670.72
7718,237.18,85.16,12,132.6,Paid Search,East,0,True,2.79
7722,504.82,59.26,41,90.95,Organic,West,1,True,8.52
7747,545.08,375.28,45,75.06,Paid Search,South,1,True,1.45
7777,1095.16,-71.28,56,93.56,Paid Search,West,1,False,1095.16
7779,256.42,-177.62,10,110.67,Organic,West,0,False,256.42
7780,288.58,-265.11,15,68.35,Paid Search,East,0,False,288.58
7785,282.31,-106.43,9,102.61,Organic,North,0,False,282.31
7787,928.15,40.71,57,92.53,Paid Search,South,1,True,22.8
7802,247.54,-30.16,15,71.28,Referral,West,0,False,247.54
7815,976.11,178.86,65,84.01,Paid Search,North,1,True,5.46
7827,285.77,-173.18,9,80.51,Referral,North,0,False,285.77
7834,584.58,286.66,49,96.12,Social,North,1,True,2.04
7853,387.11,-245.8,13,78.29,Organic,South,0,False,387.11
7868,788.16,169.32,44,95.55,Paid Search,South,1,True,4.65
7895,431.37,-15.73,41,80.05,Paid Search,North,1,False,431.37
7905,717.32,202.47,52,82.56,Paid Search,West,1,True,3.54
7925,333.9,-135.71,14,82.75,Social,West,0,False,333.9
7927,263.46,-155.72,9,78.66,Paid Search,South,0,False,263.46
7939,298.15,-186.5,9,94.87,Referral,West,0,False,298.15
7944,474.84,76.32,46,85.04,Paid Search,West,1,True,6.22
7964,493.49,-250.19,54,75.0,Paid Search,West,1,False,493.49
7965,624.85,-129.91,45,87.85,Organic,South,1,False,624.85
7978,231.39,-81.19,14,91.25,Paid Search,West,0,False,231.39
7980,263.75,-111.08,15,77.54,Social,South,0,False,263.75
7982,271.14,-184.3,5,70.01,Paid Search,North,0,False,271.14
7985,571.41,159.53,41,89.29,Paid Search,South,1,True,3.58
7987,1020.59,-316.48,55,88.21,Organic,South,1,False,1020.59
7988,602.88,2.8,49,76.59,Referral,North,1,True,215.31
7995,659.59,29.1,53,75.74,Referral,West,1,True,22.67
8027,355.01,-462.51,15,95.06,Paid Search,North,0,False,355.01
8028,249.42,-61.87,12,70.08,Paid Search,North,0,False,249.42
8053,245.33,-107.28,12,99.41,Paid Search,East,0,False,245.33
8060,234.63,-160.12,8,82.93,Organic,South,0,False,234.63
8065,1067.96,-553.18,55,90.62,Referral,North,1,False,1067.96
8066,657.84,407.19,64,85.74,Paid Search,West,1,True,1.62
8068,263.91,173.97,14,118.7,Organic,North,0,True,1.52
8078,710.82,-418.64,58,74.92,Paid Search,North,1,False,710.82
8089,583.98,333.94,43,86.61,Referral,North,1,True,1.75
8111,566.41,-80.61,43,81.47,Referral,East,1,False,566.41
8143,473.85,-47.05,37,85.52,Paid Search,West,1,False,473.85
8144,710.12,25.62,52,83.67,Paid Search,South,1,True,27.72
8153,708.42,355.1,53,81.85,Paid Search,North,1,True,1.99
8155,898.68,-233.71,51,81.36,Organic,West,1,False,898.68
8159,402.37,160.01,39,85.86,Paid Search,South,1,True,2.51
8161,256.88,-119.15,11,77.2,Organic,West,0,False,256.88
8171,1084.52,-516.23,57,85.52,Paid Search,East,1,False,1084.52
8191,234.44,-53.33,15,86.23,Paid Search,North,0,False,234.44
8196,254.71,-143.89,10,72.49,Paid Search,East,0,False,254.71
8203,832.78,-178.05,41,94.98,Paid Search,West,1,False,832.78
8211,261.72,-138.64,12,61.54,Paid Search,South,0,False,261.72
8214,677.89,-323.53,57,73.15,Paid Search,North,1,False,677.89
8221,266.94,-116.54,11,91.68,Organic,East,0,False,266.94
8223,905.72,-186.96,49,65.05,Paid Search,West,1,False,905.72
8228,708.95,138.22,51,96.49,Organic,West,1,True,5.13
8240,240.94,-9.66,16,81.13,Paid Search,South,0,False,240.94
8248,241.46,-165.74,6,70.83,Organic,West,0,False,241.46
8251,263.8,-237.62,12,102.11,Paid Search,East,0,False,263.8
8260,242.5,-14.61,8,126.16,Paid Search,East,0,False,242.5
8267,291.04,-124.94,11,77.5,Organic,East,0,False,291.04
8274,619.13,144.66,49,85.61,Paid Search,North,1,True,4.28
8288,332.38,-197.37,8,84.4,Paid Search,North,0,False,332.38
8301,254.63,-45.41,8,123.76,Organic,South,0,False,254.63
8308,255.85,-149.61,8,104.1,Paid Search,East,0,False,255.85
8319,256.65,-161.94,14,96.22,Paid Search,North,0,False,256.65
8323,233.14,-36.15,10,56.44,Paid Search,South,0,False,233.14
8324,249.35,-93.72,7,85.54,Paid Search,West,0,False,249.35
8335,258.38,-136.03,11,67.92,Paid Search,North,0,False,258.38
8337,266.99,-35.91,13,111.42,Organic,West,0,False,266.99
8350,709.36,-267.92,49,79.97,Paid Search,West,1,False,709.36
8353,234.66,52.13,11,117.33,Organic,North,0,True,4.5
8356,616.16,393.18,48,90.21,Paid Search,West,1,True,1.57
8387,1010.66,-269.69,45,99.6,Organic,East,1,False,1010.66
8390,308.61,-50.75,11,89.9,Paid Search,North,0,False,308.61
8395,235.13,-344.01,11,73.48,Paid Search,South,0,False,235.13
8401,261.33,-187.04,15,100.67,Paid Search,East,0,False,261.33
8413,759.08,-177.98,45,85.13,Social,East,1,False,759.08
8436,259.02,-192.35,6,61.6,Social,North,0,False,259.02
8439,303.13,-291.83,13,72.76,Paid Search,East,0,False,303.13
8450,599.95,-338.53,50,71.99,Organic,North,1,False,599.95
8467,583.86,539.7,57,94.99,Paid Search,South,1,True,1.08
8489,486.34,46.37,36,81.45,Organic,West,1,True,10.49
8494,258.13,-163.22,10,89.04,Paid Search,South,0,False,258.13
8496,1014.58,-448.04,56,94.68,Organic,East,1,False,1014.58
8525,247.28,-159.55,9,61.99,Paid Search,West,0,False,247.28
8535,644.12,-30.21,45,86.46,Paid Search,West,1,False,644.12
8562,639.3,-110.52,37,96.09,Organic,West,1,False,639.3
8566,459.23,-265.45,41,81.52,Social,South,1,False,459.23
8568,268.21,-132.66,9,102.04,Paid Search,West,0,False,268.21
8612,862.18,-602.33,55,92.14,Referral,South,1,False,862.18
8615,521.7,386.51,40,94.16,Paid Search,South,1,True,1.35
8616,277.89,-88.04,10,86.42,Paid Search,North,0,False,277.89
8644,528.3,271.77,48,78.87,Paid Search,West,1,True,1.94
8649,254.8,-135.72,9,69.08,Referral,North,0,False,254.8
8655,791.95,-248.52,51,85.89,Social,South,1,False,791.95
8656,612.02,-118.85,53,76.72,Referral,North,1,False,612.02
8671,332.43,-238.2,11,91.35,Paid Search,North,0,False,332.43
8684,681.07,-110.67,43,77.47,Organic,East,1,False,681.07
8687,238.13,-109.71,8,58.15,Organic,North,0,False,238.13
8694,831.57,468.45,61,85.55,Paid Search,East,1,True,1.78
8698,679.97,-170.87,45,78.91,Social,South,1,False,679.97
8702,286.06,-177.83,11,99.43,Paid Search,North,0,False,286.06
8709,475.51,-224.35,49,75.14,Referral,North,1,False,475.51
8718,645.39,-180.38,44,78.47,Social,East,1,False,645.39
8733,243.38,88.24,17,68.96,Paid Search,South,0,True,2.76
8737,236.9,-84.52,12,66.41,Organic,South,0,False,236.9
8749,695.72,67.21,58,73.43,Paid Search,East,1,True,10.35
8763,860.29,-405.22,54,87.16,Social,North,1,False,860.29
8764,837.87,-798.2,48,84.01,Referral,North,1,False,837.87
8767,272.36,-242.8,12,76.31,Paid Search,East,0,False,272.36
8772,538.65,388.12,52,90.04,Paid Search,East,1,True,1.39
8806,348.97,-206.23,13,99.95,Paid Search,East,0,False,348.97
8817,692.85,-289.3,52,81.56,Paid Search,South,1,False,692.85
8826,756.87,317.38,56,78.49,Organic,West,1,True,2.38
8834,245.33,-132.62,6,75.96,Organic,West,0,False,245.33
8835,890.87,-212.86,49,89.39,Organic,East,1,False,890.87
8860,578.32,11.05,53,83.79,Paid Search,South,1,True,52.34
8864,701.51,-113.12,57,68.33,Paid Search,North,1,False,701.51
8875,1177.51,-487.1,58,87.21,Organic,North,1,False,1177.51
8904,240.96,-229.33,17,68.4,Paid Search,East,0,False,240.96
8911,323.54,-222.16,10,78.57,Paid Search,South,0,False,323.54
8916,287.49,-28.43,16,79.98,Organic,West,0,False,287.49
8922,731.5,345.01,46,77.4,Organic,West,1,True,2.12
8927,501.76,423.68,52,85.81,Organic,South,1,True,1.18
8941,261.22,2.6,14,81.34,Paid Search,East,0,True,100.47
8944,243.63,-215.28,11,117.35,Organic,West,0,False,243.63
8945,246.57,22.55,11,82.53,Organic,East,0,True,10.93
8947,399.32,-330.4,13,66.86,Organic,West,0,False,399.32
