order_id,customer_id,order_date,service_type,order_value,refund_flag
10605,424,2023-07-02,Express,156.89,0
10606,318,2024-08-30,Standard,25.65,0
10607,2151,2023-09-24,Premium,85.83,0
10608,216,2024-05-05,Premium,87.38,0
10609,3745,2024-11-19,Standard,57.7,0
10610,1123,2023-01-12,Standard,46.12,0
10611,4716,2024-11-16,Standard,47.7,0
10612,2475,2024-06-26,Standard,87.84,0
10613,2274,2023-10-23,Premium,80.36,0
10614,3916,2024-08-28,Standard,44.86,0
10615,3575,2023-12-06,Standard,53.11,0
10616,3056,2023-10-10,Premium,106.36,0
10617,4699,2023-06-02,Standard,50.65,0
10618,2146,2024-03-09,Standard,44.31,0
10619,4052,2023-12-20,Express,133.92,0
10620,1941,2023-02-04,Standard,49.37,0
10621,4219,2024-05-16,Standard,33.94,0
10622,1305,2023-06-29,Express,143.09,0
10623,1464,2024-05-02,Standard,44.31,0
10624,3400,2023-02-08,Standard,34.34,0
10625,1069,2024-12-03,Premium,84.02,0
10626,1159,2024-10-20,Standard,74.47,0
10627,1536,2024-09-10,Premium,106.94,0
10628,3406,2024-10-19,Standard,53.24,0
10629,4473,2023-04-28,Standard,70.43,0
10630,3384,2024-12-20,Premium,80.65,0
10631,4159,2023-03-20,Standard,44.53,0
10632,2736,2024-04-21,Standard,89.16,0
10633,358,2023-10-12,Standard,58.45,0
10634,523,2023-09-30,Express,132.54,0
10635,2794,2024-06-10,Premium,97.48,0
10636,1647,2023-06-17,Standard,43.41,0
10637,1108,2023-03-16,Standard,33.41,0
10638,2374,2023-09-16,Premium,86.22,0
10639,3347,2024-04-05,Standard,69.89,0
10640,1966,2024-11-08,Express,153.11,0
10641,4020,2024-01-10,Premium,74.35,0
10642,3708,2024-09-28,Standard,53.3,0
10643,3690,2024-11-18,Standard,43.16,0
10644,4928,2023-02-26,Express,134.07,0
10645,1498,2023-07-23,Standard,66.15,0
10646,3245,2024-11-19,Standard,57.16,0
10647,4305,2024-01-21,Express,132.41,0
10648,2914,2024-02-21,Standard,64.81,0
10649,3962,2024-03-12,Standard,50.69,0
10650,2107,2024-12-21,Standard,62.36,0
10651,2967,2023-03-04,Premium,101.23,0
10652,290,2023-02-25,Standard,47.54,0
10653,4931,2024-02-20,Standard,43.01,0
10654,4005,2024-12-01,Standard,34.65,1
10655,4373,2023-09-25,Express,116.86,0
10656,3482,2024-10-11,Premium,148.57,0
10657,937,2023-06-21,Standard,33.01,0
10658,154,2024-12-27,Express,160.18,0
10659,4355,2023-10-03,Standard,51.0,0
10660,2022,2023-12-03,Standard,36.78,0
10661,1328,2024-03-11,Premium,124.94,0
10662,2827,2024-05-06,Standard,45.99,0
10663,2142,2024-01-27,Standard,33.06,0
10664,3270,2023-09-08,Express,245.83,0
10665,2463,2023-04-24,Premium,132.53,0
10666,3488,2024-04-07,Standard,37.16,0
10667,4301,2023-08-03,Express,120.46,0
10668,982,2024-09-20,Express,130.68,0
10669,1657,2024-04-06,Standard,37.88,0
10670,2225,2023-12-26,Standard,59.69,0
10671,4821,2023-10-10,Standard,32.63,0
10672,1861,2024-05-05,Standard,39.47,0
10673,1947,2023-07-24,Standard,32.04,0
10674,3279,2023-10-22,Premium,77.56,1
10675,2132,2023-12-29,Standard,54.69,0
10676,4776,2024-08-23,Standard,36.35,0
10677,4503,2023-08-06,Standard,50.68,0
10678,2592,2024-05-06,Premium,62.13,0
10679,3245,2023-03-16,Express,171.83,0
10680,305,2023-03-14,Express,145.5,0
10681,3484,2023-12-29,Standard,48.35,0
10682,3544,2024-11-21,Express,172.64,1
10683,1832,2023-03-21,Standard,56.86,0
10684,1103,2023-08-29,Express,133.3,0
10685,4600,2023-07-31,Premium,107.8,0
10686,2173,2024-01-26,Premium,123.48,1
10687,3279,2023-06-10,Standard,51.14,0
10688,164,2023-03-18,Standard,62.37,0
10689,2106,2024-03-06,Express,93.53,0
10690,4104,2023-02-04,Premium,71.53,0
10691,1982,2024-08-02,Standard,31.4,0
10692,3031,2023-03-04,Standard,55.28,0
10693,1053,2023-04-04,Standard,49.03,1
10694,2118,2024-10-04,Standard,52.76,0
10695,4665,2024-08-25,Express,162.77,0
10696,2855,2024-11-08,Standard,30.12,0
10697,4538,2023-09-19,Express,160.2,0
10698,4538,2024-01-12,Standard,54.39,0
10699,4741,2024-06-03,Premium,113.14,0
10700,4507,2023-11-06,Express,133.95,0
10701,20,2024-08-22,Premium,98.8,0
10702,4693,2024-10-28,Standard,50.79,0
10703,701,2024-12-24,Premium,72.7,0
10704,204,2024-10-06,Express,58.64,0
10705,289,2023-11-23,Standard,45.58,0
10706,1774,2024-07-23,Standard,52.32,0
10707,3129,2023-06-05,Standard,52.72,0
10708,2046,2024-07-02,Standard,40.23,0
10709,126,2023-08-22,Standard,65.16,0
10710,2431,2024-02-25,Premium,125.61,0
10711,2253,2024-09-26,Standard,43.71,0
10712,3802,2023-05-15,Express,208.63,0
10713,1418,2024-03-05,Standard,47.63,0
10714,1090,2024-08-24,Express,95.35,0
10715,1288,2023-07-05,Standard,52.34,0
10716,1530,2024-08-17,Standard,40.61,0
10717,3011,2024-05-25,Premium,68.89,0
10718,2402,2023-03-15,Premium,85.87,0
10719,1702,2024-11-26,Premium,86.97,0
10720,1906,2024-04-12,Standard,59.41,0
10721,1890,2024-09-13,Standard,68.54,0
10722,4871,2023-08-16,Standard,52.28,0
10723,1178,2023-04-20,Express,68.4,0
10724,4105,2023-09-19,Express,156.13,0
10725,3550,2023-03-29,Express,106.33,0
10726,30,2023-01-09,Standard,56.13,0
10727,4968,2023-03-06,Premium,87.48,0
10728,3799,2024-02-03,Standard,49.58,0
10729,3423,2024-10-07,Express,119.68,0
10730,2064,2024-12-19,Premium,93.0,0
10731,2795,2023-11-23,Express,189.51,0
10732,1276,2023-10-29,Premium,140.66,0
10733,177,2023-12-13,Standard,46.16,0
10734,4207,2024-08-30,Standard,48.3,0
10735,4511,2024-11-14,Express,119.0,0
10736,815,2024-07-02,Standard,47.68,0
10737,3947,2023-11-06,Standard,52.28,0
10738,3722,2023-04-12,Express,139.01,0
10739,903,2023-08-22,Standard,41.02,0
10740,2143,2023-10-22,Standard,34.36,0
10741,2149,2023-11-12,Standard,40.81,0
10742,3820,2024-07-06,Standard,48.93,0
10743,4214,2024-07-13,Premium,130.9,0
10744,497,2023-09-15,Express,121.45,0
10745,2834,2024-10-25,Express,142.38,0
10746,3831,2023-01-10,Premium,54.4,1
10747,3942,2024-03-01,Standard,28.38,0
10748,752,2024-01-25,Standard,26.32,0
10749,2650,2023-05-11,Standard,82.16,0
10750,4314,2023-07-09,Express,149.44,0
10751,1600,2024-02-22,Standard,38.28,0
10752,2163,2023-09-11,Standard,42.98,0
10753,4031,2024-11-08,Express,126.04,0
10754,464,2024-08-19,Standard,72.15,0
10755,4325,2023-01-25,Express,147.36,0
10756,1565,2023-07-13,Standard,53.16,0
10757,9,2023-02-05,Premium,126.59,0
10758,1185,2023-06-21,Express,167.16,0
10759,466,2024-05-04,Express,175.95,0
10760,483,2024-11-06,Standard,26.57,1
10761,3474,2024-03-03,Express,104.64,0
10762,1074,2024-04-02,Premium,169.37,0
10763,4697,2023-08-31,Standard,39.86,0
10764,2603,2024-06-30,Premium,101.25,0
10765,2341,2023-12-08,Express,116.07,0
10766,2214,2024-01-01,Standard,56.29,0
10767,3472,2024-04-24,Standard,84.74,0
10768,2310,2023-05-24,Standard,53.78,0
10769,668,2024-04-22,Standard,103.37,0
10770,4426,2023-06-13,Premium,117.23,0
10771,2183,2024-03-18,Standard,34.89,0
10772,386,2024-12-01,Standard,30.42,0
10773,2669,2024-08-03,Standard,25.65,0
10774,3254,2024-11-16,Premium,81.48,0
10775,1394,2023-05-22,Standard,43.12,0
10776,4007,2023-04-11,Premium,85.55,0
10777,3363,2024-06-23,Premium,83.95,0
10778,3267,2024-01-06,Premium,128.04,0
10779,2141,2024-01-19,Standard,32.85,0
10780,4820,2023-09-19,Express,169.21,0
10781,1386,2023-07-20,Express,153.91,0
10782,2907,2023-12-09,Express,188.41,0
10783,1555,2023-09-10,Standard,57.74,0
10784,3737,2023-05-16,Standard,76.78,0
10785,243,2024-10-02,Standard,38.95,0
10786,232,2024-08-05,Standard,59.33,0
10787,4066,2024-12-01,Express,164.76,0
10788,2214,2023-11-13,Standard,43.28,0
10789,1728,2023-11-28,Standard,48.1,0
10790,3058,2024-11-09,Standard,49.01,0
10791,3516,2024-08-15,Premium,114.11,0
10792,1008,2024-07-15,Standard,49.14,0
10793,937,2023-12-02,Standard,53.79,0
10794,4801,2023-07-15,Standard,32.35,0
10795,2966,2023-08-17,Standard,91.67,1
10796,1997,2023-09-22,Standard,48.86,0
10797,4013,2024-06-04,Premium,68.44,0
10798,2647,2024-08-10,Express,138.43,0
10799,1222,2023-05-31,Express,127.38,0
10800,1037,2024-04-27,Premium,79.32,0
10801,2026,2023-08-20,Express,154.88,0
10802,4328,2023-09-22,Standard,34.48,0
10803,321,2024-04-05,Standard,41.37,0
10804,1096,2024-01-07,Standard,53.34,0
10805,4495,2024-11-20,Express,216.11,0
10806,631,2023-05-01,Standard,29.78,0
10807,3166,2023-02-12,Standard,46.31,0
10808,1074,2023-05-10,Premium,112.71,0
10809,3048,2023-08-27,Standard,65.15,0
10810,1955,2024-03-25,Standard,59.55,0
10811,531,2024-03-16,Premium,74.26,0
10812,2927,2024-10-23,Standard,46.41,0
10813,3427,2023-11-11,Premium,75.73,0
10814,3410,2024-09-14,Premium,80.03,0
10815,3203,2024-10-07,Premium,100.0,1
10816,2528,2023-08-27,Premium,125.12,1
10817,2617,2024-11-27,Express,121.37,1
10818,3194,2024-12-20,Standard,29.35,0
10819,3463,2024-02-11,Express,195.2,0
10820,3286,2024-10-09,Standard,40.48,0
10821,2950,2023-07-08,Express,118.0,0
10822,788,2024-08-06,Standard,59.27,0
10823,1056,2024-05-04,Standard,32.09,0
10824,1310,2023-09-14,Standard,46.14,0
10825,4620,2023-01-08,Standard,64.11,0
10826,3817,2024-05-09,Standard,42.23,0
10827,2786,2024-07-16,Express,143.97,1
10828,1272,2024-01-01,Standard,42.34,0
10829,574,2023-06-13,Standard,35.91,0
10830,4524,2023-07-19,Express,81.49,0
10831,4492,2024-04-16,Express,149.0,0
10832,573,2023-04-01,Standard,86.75,0
10833,3992,2023-10-12,Premium,105.06,0
10834,2276,2023-03-23,Standard,46.34,0
10835,1624,2023-07-20,Express,215.36,0
10836,3711,2024-11-06,Standard,51.88,0
10837,3098,2023-09-12,Standard,38.29,0
10838,3913,2023-02-07,Express,130.28,0
10839,386,2023-11-30,Standard,47.9,0
10840,1600,2024-11-10,Standard,65.17,0
10841,1604,2024-12-01,Standard,54.84,0
10842,1659,2023-08-19,Standard,40.22,0
10843,2539,2023-03-19,Standard,38.58,0
10844,1435,2024-08-06,Premium,96.44,0
10845,2267,2024-10-13,Standard,57.78,0
10846,1875,2023-12-17,Standard,52.98,0
10847,3692,2023-12-22,Standard,62.23,0
10848,3034,2024-01-23,Premium,60.56,0
10849,3279,2024-11-26,Express,149.09,0
10850,1056,2023-08-22,Standard,48.67,0
10851,1634,2024-04-29,Standard,48.49,0
10852,103,2024-06-02,Standard,32.18,0
10853,559,2023-05-06,Standard,40.97,0
10854,1335,2024-08-10,Standard,56.4,0
10855,341,2024-03-22,Standard,36.63,0
10856,3028,2024-01-24,Premium,143.71,0
10857,4993,2024-01-22,Premium,100.13,1
10858,525,2024-04-24,Express,192.29,0
10859,4124,2023-09-01,Express,114.52,0
10860,613,2024-04-28,Standard,36.54,0
10861,3364,2024-04-22,Standard,79.42,0
10862,3235,2023-09-11,Standard,41.33,0
10863,4540,2023-06-10,Express,120.0,0
10864,588,2024-02-29,Premium,52.87,0
10865,1583,2023-05-11,Premium,53.9,0
10866,473,2023-06-03,Premium,86.03,0
10867,2077,2023-10-21,Standard,44.07,0
10868,4582,2023-09-01,Standard,40.69,0
10869,3922,2023-08-21,Standard,55.15,0
10870,3626,2024-06-29,Express,168.41,0
10871,2687,2023-07-14,Standard,60.93,0
10872,4441,2024-08-12,Standard,47.99,0
10873,2293,2023-08-25,Express,105.75,0
10874,759,2024-01-01,Express,136.14,0
10875,4214,2024-10-15,Premium,101.7,0
10876,1418,2024-08-15,Express,148.53,0
10877,278,2024-08-13,Standard,46.64,0
10878,653,2024-05-03,Premium,77.37,0
10879,3067,2024-09-11,Standard,39.61,0
10880,3055,2023-06-26,Standard,58.55,0
10881,1310,2023-11-03,Standard,67.73,0
10882,3652,2023-08-28,Express,102.54,0
10883,3882,2023-10-18,Standard,61.0,0
10884,4624,2023-06-28,Standard,41.93,0
10885,2942,2024-05-13,Premium,138.44,1
10886,3909,2024-09-19,Premium,80.96,0
10887,3779,2024-06-26,Standard,61.02,0
10888,1295,2024-05-14,Express,109.52,0
10889,1562,2024-02-25,Standard,55.94,0
10890,2439,2023-05-22,Standard,39.82,0
10891,94,2024-03-17,Standard,53.48,0
10892,1505,2024-09-27,Express,143.81,0
10893,2416,2023-01-28,Standard,61.19,0
10894,557,2023-09-02,Standard,56.49,0
10895,654,2023-01-12,Standard,51.93,0
10896,2360,2023-12-27,Standard,42.29,0
10897,3666,2023-03-11,Premium,63.61,0
10898,4195,2023-11-20,Premium,71.12,0
10899,2750,2024-08-31,Standard,44.37,0
10900,2421,2024-07-21,Standard,42.96,0
10901,1962,2023-01-05,Premium,130.4,0
10902,970,2024-01-28,Standard,58.74,0
10903,744,2024-07-27,Standard,27.58,0
10904,3968,2023-04-13,Standard,53.85,0
10905,2367,2023-12-04,Standard,53.76,0
10906,3965,2024-09-27,Standard,67.91,0
10907,3525,2023-12-23,Standard,44.43,0
10908,976,2023-12-23,Standard,67.36,0
10909,2578,2024-09-27,Standard,55.08,0
10910,2265,2023-04-28,Standard,51.44,0
10911,2156,2023-04-18,Express,146.75,0
10912,2732,2023-09-26,Express,124.29,0
10913,4913,2024-01-23,Standard,58.68,1
10914,4078,2023-01-09,Standard,77.86,0
10915,4543,2024-12-12,Standard,39.35,0
10916,150,2023-10-16,Premium,66.07,0
10917,715,2023-02-17,Standard,51.94,0
10918,445,2023-12-03,Standard,88.87,1
10919,1324,2024-02-25,Standard,50.18,0
10920,2252,2024-04-05,Express,265.45,0
10921,3229,2024-10-23,Premium,65.58,0
10922,2529,2023-06-27,Standard,58.23,0
10923,4540,2024-09-20,Standard,46.72,0
10924,4717,2024-03-23,Standard,57.92,0
10925,822,2024-11-28,Standard,46.74,0
10926,4298,2023-09-12,Express,90.17,0
10927,2455,2023-12-29,Premium,128.44,0
10928,2313,2023-04-18,Premium,104.24,0
10929,3934,2023-11-24,Premium,95.01,0
10930,487,2024-03-17,Standard,90.38,0
10931,4435,2024-03-06,Premium,102.68,0
10932,3370,2023-03-16,Express,150.67,1
10933,4404,2024-02-26,Premium,96.96,0
10934,4975,2024-10-19,Premium,74.94,0
10935,2609,2024-05-10,Premium,81.79,0
10936,488,2024-06-22,Express,197.86,0
10937,840,2023-04-12,Standard,41.92,0
10938,1622,2023-10-20,Standard,55.17,0
10939,538,2023-02-11,Express,157.28,0
10940,4093,2023-02-05,Standard,41.38,0
10941,1504,2023-12-27,Standard,48.05,0
10942,4888,2024-11-04,Standard,47.1,0
10943,3520,2024-02-03,Standard,55.48,0
10944,873,2023-03-02,Standard,34.01,0
10945,2429,2023-05-27,Express,176.38,0
10946,2378,2024-09-03,Standard,63.67,0
10947,2500,2024-08-11,Standard,37.48,0
10948,2695,2024-01-26,Standard,55.82,0
10949,154,2024-03-20,Standard,78.41,0
10950,3446,2024-05-07,Express,130.46,0
10951,2480,2024-05-27,Premium,82.21,0
10952,3966,2024-05-03,Standard,75.52,0
10953,4093,2024-02-09,Standard,37.61,0
10954,1168,2024-06-11,Premium,95.27,0
10955,247,2023-08-04,Standard,46.47,0
10956,3523,2024-08-17,Premium,110.17,0
10957,4895,2023-04-01,Express,162.47,0
10958,2276,2023-08-28,Express,93.57,1
10959,1306,2024-11-17,Standard,42.95,1
10960,793,2023-05-09,Express,168.59,0
10961,1453,2024-08-25,Standard,39.75,0
10962,1648,2023-05-22,Standard,51.84,0
10963,2156,2023-11-27,Premium,97.99,0
10964,3289,2023-09-13,Standard,79.33,0
10965,1379,2023-03-28,Premium,90.76,0
10966,262,2023-10-30,Standard,49.34,0
10967,1901,2024-11-30,Premium,127.87,0
10968,4306,2024-08-18,Express,152.16,0
10969,2523,2023-04-27,Standard,83.4,0
10970,4833,2023-09-13,Standard,68.66,0
10971,2546,2024-06-21,Standard,43.83,0
10972,1396,2023-10-01,Standard,42.46,1
10973,972,2023-06-13,Standard,54.75,0
10974,3483,2023-08-10,Premium,115.4,0
10975,2699,2024-03-12,Standard,60.33,0
10976,3036,2023-07-15,Express,101.66,0
10977,3791,2023-12-05,Standard,67.68,1
10978,3644,2023-03-03,Premium,84.17,0
10979,221,2023-07-16,Standard,30.65,0
10980,4020,2023-05-18,Standard,59.42,0
10981,2685,2023-04-17,Premium,101.39,0
10982,2003,2024-11-25,Standard,50.57,0
10983,2706,2023-02-12,Premium,118.32,1
10984,3087,2023-03-16,Premium,86.48,0
10985,758,2023-02-20,Standard,38.22,0
10986,2121,2024-10-23,Standard,45.6,1
10987,1694,2023-01-03,Standard,38.8,0
10988,1783,2024-11-11,Standard,39.72,0
10989,477,2023-02-22,Standard,51.91,0
10990,808,2024-02-28,Standard,57.54,0
10991,813,2024-10-19,Premium,69.48,0
10992,1901,2023-11-02,Premium,91.0,0
10993,4503,2023-01-11,Standard,40.71,0
10994,1035,2024-03-25,Standard,41.05,0
10995,2118,2023-05-30,Express,122.71,0
10996,1566,2023-12-27,Standard,28.86,0
10997,3949,2024-07-28,Standard,53.68,0
10998,257,2023-04-25,Express,107.44,0
10999,988,2024-12-19,Standard,59.98,0
11000,1056,2024-10-09,Premium,58.64,0
11001,4966,2024-08-17,Express,125.32,0
11002,2873,2024-08-07,Premium,92.12,0
11003,710,2024-08-03,Express,107.84,0
11004,1374,2023-04-23,Standard,41.97,0
11005,847,2023-01-15,Standard,62.9,0
11006,644,2023-12-27,Standard,39.27,0
11007,3992,2023-08-01,Premium,89.29,0
11008,2511,2023-04-20,Premium,94.51,0
11009,3172,2024-02-14,Standard,36.33,0
11010,1668,2023-11-17,Express,138.14,0
11011,2791,2023-05-06,Standard,49.34,0
11012,1294,2023-12-14,Standard,60.76,0
11013,1549,2024-06-04,Standard,67.53,0
11014,3274,2023-06-03,Express,154.05,0
11015,763,2024-04-05,Standard,38.8,0
11016,3111,2024-05-31,Standard,68.17,0
11017,4294,2024-09-13,Premium,95.44,0
11018,623,2024-07-18,Premium,100.32,1
11019,4517,2024-02-11,Standard,44.32,0
11020,417,2023-08-08,Premium,102.08,0
11021,1774,2024-04-29,Standard,73.02,0
11022,3076,2024-12-09,Standard,50.13,0
11023,2817,2023-04-01,Standard,73.21,0
11024,507,2024-04-12,Standard,61.3,0
11025,3998,2023-08-16,Express,204.66,0
11026,4875,2024-11-04,Standard,57.8,0
11027,919,2023-03-19,Standard,50.76,0
11028,4507,2023-06-24,Premium,55.54,0
11029,2801,2024-03-29,Premium,93.25,0
11030,4700,2023-01-09,Express,75.42,0
11031,889,2023-07-22,Standard,49.56,0
11032,3969,2023-11-06,Standard,60.13,0
11033,312,2024-10-06,Express,185.56,0
11034,4440,2023-07-22,Express,115.86,0
11035,3383,2024-05-29,Standard,41.8,0
11036,1886,2023-12-12,Standard,74.71,0
11037,959,2024-12-23,Standard,52.5,1
11038,4100,2024-12-21,Standard,56.59,0
11039,3032,2024-03-08,Premium,123.47,0
11040,1839,2024-07-23,Standard,59.86,0
11041,2264,2024-01-01,Standard,42.64,0
11042,4152,2024-04-16,Standard,44.12,0
11043,1714,2023-05-18,Standard,41.44,0
11044,466,2024-05-17,Standard,94.33,0
11045,4582,2024-01-16,Standard,57.77,0
11046,1981,2024-10-14,Standard,64.05,1
11047,1771,2024-12-01,Standard,44.93,0
11048,1027,2023-02-07,Standard,48.37,0
11049,4517,2024-11-07,Standard,75.03,0
11050,1090,2024-04-21,Standard,41.11,0
11051,3201,2024-08-04,Premium,76.2,0
11052,4429,2024-06-03,Premium,93.24,1
11053,174,2023-08-05,Premium,71.65,0
11054,4165,2023-03-10,Standard,41.84,0
11055,2092,2023-11-26,Standard,53.89,0
11056,3304,2023-10-06,Standard,44.67,0
11057,1899,2024-01-20,Standard,60.4,0
11058,3484,2023-04-11,Standard,42.6,0
11059,1282,2024-08-17,Standard,76.74,0
11060,108,2023-03-31,Premium,188.24,0
11061,4759,2024-03-19,Express,173.32,0
11062,79,2023-02-19,Express,204.62,0
11063,4141,2024-11-21,Express,85.86,0
11064,852,2023-02-26,Express,108.35,0
11065,2006,2024-03-25,Standard,68.86,0
11066,4131,2024-03-22,Standard,52.2,1
11067,1035,2024-07-06,Premium,84.68,0
11068,4359,2023-11-28,Standard,51.18,0
11069,2519,2023-08-24,Standard,39.81,0
11070,1865,2023-02-04,Premium,97.65,0
11071,3327,2023-08-12,Standard,87.57,0
11072,1729,2024-08-11,Premium,118.45,0
11073,1764,2024-11-23,Standard,80.61,0
11074,3682,2023-01-04,Standard,57.46,1
11075,1559,2023-04-30,Express,95.3,0
11076,1007,2024-06-03,Premium,62.01,0
11077,4046,2024-08-14,Standard,26.46,0
11078,4033,2023-10-05,Express,236.43,0
11079,2518,2024-12-14,Standard,46.14,0
11080,2656,2024-08-07,Standard,66.79,1
11081,3485,2024-03-30,Standard,43.7,1
11082,2572,2023-08-20,Standard,54.44,0
11083,2119,2024-01-16,Premium,90.66,0
11084,4978,2023-07-28,Premium,90.6,0
11085,750,2023-03-16,Standard,40.86,0
11086,2981,2023-07-02,Express,90.77,0
11087,4456,2023-11-23,Standard,53.99,0
11088,3452,2023-03-02,Standard,48.29,0
11089,4430,2024-10-24,Premium,79.44,0
11090,1699,2023-04-04,Standard,36.74,0
11091,1372,2024-06-11,Standard,43.1,0
11092,4288,2024-10-15,Express,200.65,0
11093,2013,2024-08-20,Standard,42.71,0
11094,3559,2024-07-23,Express,225.02,0
11095,751,2024-10-05,Premium,43.31,0
11096,3796,2024-04-23,Express,106.55,0
11097,2766,2023-07-25,Standard,63.85,0
11098,1356,2024-01-24,Premium,89.52,0
11099,2508,2023-02-07,Premium,65.87,0
11100,3488,2024-08-02,Standard,59.97,0
11101,60,2023-07-22,Premium,100.32,0
11102,3205,2024-01-09,Standard,50.87,0
11103,2726,2024-04-17,Standard,35.77,0
11104,1106,2024-06-07,Premium,83.28,0
11105,3778,2023-02-21,Standard,33.54,0
11106,1529,2023-12-17,Express,118.53,0
11107,1402,2023-03-12,Express,148.71,0
11108,2400,2023-11-17,Standard,83.5,0
11109,3389,2024-08-23,Standard,50.75,0
11110,4670,2023-02-15,Standard,55.71,0
11111,721,2024-09-19,Premium,62.92,0
11112,2023,2023-12-15,Premium,94.69,0
11113,350,2023-09-23,Premium,127.27,1
11114,3812,2024-08-25,Standard,38.78,0
11115,2283,2023-01-19,Standard,45.84,0
11116,3542,2024-09-20,Standard,74.82,1
11117,1618,2024-09-20,Standard,34.85,0
11118,4250,2023-10-03,Express,158.55,0
11119,2691,2024-02-17,Premium,87.67,0
11120,4738,2024-09-20,Premium,73.7,0
11121,413,2023-10-05,Standard,52.06,0
11122,2594,2024-11-26,Premium,100.79,0
11123,3851,2024-04-14,Standard,48.07,0
11124,3017,2024-04-21,Premium,131.32,0
11125,116,2024-06-18,Standard,39.51,0
11126,4871,2024-01-10,Standard,37.39,0
11127,1506,2024-12-30,Standard,57.88,0
11128,1256,2024-09-20,Premium,98.02,1
11129,2473,2024-12-03,Standard,46.73,0
11130,2729,2024-10-10,Standard,51.25,0
11131,3850,2024-09-03,Standard,72.65,0
11132,2008,2024-11-20,Premium,94.99,0
11133,2244,2024-12-01,Standard,61.18,0
11134,2691,2024-05-10,Express,97.13,0
11135,2015,2023-12-18,Express,286.56,0
11136,4600,2023-05-06,Premium,58.02,1
11137,4288,2023-08-14,Express,165.45,0
11138,2318,2024-06-21,Premium,74.18,1
11139,2,2023-04-28,Premium,108.83,0
11140,4534,2024-04-08,Standard,38.12,0
11141,644,2023-08-18,Standard,38.34,0
11142,1233,2023-08-29,Standard,41.57,1
11143,775,2023-01-03,Premium,109.72,0
11144,911,2024-05-07,Standard,55.51,0
11145,4022,2023-07-13,Standard,59.33,0
11146,2914,2023-06-13,Express,108.76,0
11147,4796,2024-04-20,Express,161.0,0
11148,1171,2023-08-04,Standard,65.23,0
11149,2473,2024-05-11,Standard,30.03,0
11150,4893,2024-03-04,Premium,85.65,0
11151,4151,2023-03-31,Standard,60.97,0
11152,3660,2023-11-17,Premium,120.05,0
11153,950,2024-09-08,Express,313.79,0
11154,3861,2024-09-08,Standard,53.78,0
11155,1766,2024-12-26,Premium,76.68,0
11156,2672,2023-07-24,Express,133.74,0
11157,3067,2024-02-04,Standard,39.85,0
11158,3069,2024-07-12,Standard,59.93,0
11159,3648,2023-04-25,Premium,88.25,0
11160,3323,2024-01-28,Standard,46.26,0
11161,355,2024-12-16,Standard,58.07,0
11162,2329,2023-09-21,Standard,46.26,0
11163,3337,2023-11-26,Express,128.31,0
11164,1500,2024-04-26,Standard,58.28,0
11165,1575,2023-06-24,Express,157.93,0
11166,644,2023-07-31,Premium,94.49,0
11167,2128,2024-12-20,Standard,66.52,0
11168,4937,2023-12-31,Express,112.91,1
11169,1444,2024-01-30,Standard,62.07,0
11170,2677,2024-07-22,Premium,169.34,0
11171,3728,2024-04-06,Standard,49.54,0
11172,69,2023-12-17,Standard,47.03,0
11173,4531,2024-02-28,Standard,63.01,1
11174,1976,2024-11-04,Premium,84.72,0
11175,4375,2024-01-23,Standard,37.8,0
11176,198,2024-11-20,Standard,25.38,0
11177,738,2023-09-07,Standard,35.97,0
11178,1619,2024-01-26,Standard,43.88,0
11179,1753,2024-01-19,Express,110.72,0
11180,4270,2024-11-12,Express,187.26,0
11181,56,2023-04-12,Standard,51.05,0
11182,3223,2024-03-24,Premium,73.3,0
11183,680,2024-09-25,Express,123.78,0
11184,4136,2024-07-11,Standard,55.22,0
11185,3904,2023-02-11,Standard,35.28,0
11186,2528,2023-04-02,Standard,47.53,0
11187,1069,2023-10-07,Express,94.28,0
11188,3190,2023-05-18,Standard,94.23,0
11189,790,2024-01-10,Standard,56.49,0
11190,957,2024-01-21,Express,134.39,0
11191,3153,2023-08-13,Standard,49.79,0
11192,4960,2023-12-14,Standard,57.02,0
11193,4483,2023-12-13,Express,204.87,1
11194,2983,2024-12-10,Standard,37.64,0
11195,2710,2024-12-01,Premium,128.39,0
11196,4994,2024-03-17,Standard,59.14,0
11197,2757,2023-09-08,Premium,77.13,1
11198,2137,2024-07-16,Standard,54.38,1
11199,4574,2024-08-15,Express,122.92,0
11200,1186,2023-09-13,Standard,47.54,0
11201,513,2024-04-25,Standard,49.6,0
11202,3189,2023-06-23,Standard,79.4,0
11203,504,2024-05-29,Standard,49.3,0
11204,1901,2024-08-05,Standard,53.48,1
11205,2154,2023-11-02,Standard,67.11,0
11206,2758,2024-07-01,Standard,47.3,0
11207,4962,2024-11-22,Standard,92.64,0
11208,1110,2023-02-13,Premium,93.94,0
11209,1915,2024-08-20,Premium,101.22,0
11210,686,2024-04-23,Express,121.58,0
11211,3058,2024-05-01,Standard,44.94,0
11212,3655,2023-09-27,Standard,62.76,0
11213,2457,2024-12-06,Premium,118.78,0
11214,1239,2024-11-19,Standard,28.44,1
11215,3130,2024-08-17,Standard,47.02,0
11216,2711,2023-06-04,Standard,40.52,0
11217,864,2024-03-29,Standard,45.79,0
11218,2067,2023-01-02,Standard,46.86,0
11219,2216,2024-08-11,Standard,35.93,0
11220,4916,2024-05-17,Express,149.3,0
11221,4276,2023-02-16,Standard,44.16,0
