order_id,variable_cost,delivery_cost,support_cost
16343,23.91,9.85,7.65
16344,77.88,16.53,3.41
16345,19.22,26.31,1.94
16346,90.18,16.54,6.6
16347,47.13,17.98,2.18
16348,21.16,11.56,5.06
16349,48.26,12.74,3.02
16350,26.41,21.5,8.24
16351,70.2,17.3,32.09
16352,16.83,16.8,46.11
16353,83.22,17.55,6.09
16354,128.31,22.83,6.49
16355,23.14,10.76,2.14
16356,18.03,13.16,50.66
16357,39.94,19.38,18.62
16358,27.9,12.26,9.33
16359,71.27,12.94,5.89
16360,19.69,30.35,30.12
16361,43.61,10.97,22.68
16362,98.67,15.57,10.81
16363,27.18,18.08,2.91
16364,20.87,14.21,15.67
16365,63.82,16.52,7.04
16366,53.11,14.83,10.22
16367,39.6,19.91,1.39
16368,97.47,24.68,12.13
16369,86.42,6.85,3.85
16370,20.09,18.64,10.94
16371,134.94,19.19,5.43
16372,22.18,19.0,6.33
16373,90.03,18.88,10.52
16374,28.56,12.83,4.09
16375,59.6,15.24,18.88
16376,25.53,15.19,1.91
16377,17.25,18.83,2.61
16378,43.55,16.31,2.51
16379,42.91,10.52,3.19
16380,14.22,13.63,8.15
16381,24.13,10.1,8.33
16382,22.05,11.04,3.81
16383,91.06,16.09,11.91
16384,102.47,23.0,2.13
16385,71.42,23.34,14.09
16386,32.69,24.37,2.2
16387,17.71,22.54,4.5
16388,22.47,10.68,16.82
16389,94.78,12.25,8.16
16390,52.23,9.95,21.8
16391,14.43,16.82,3.18
16392,27.06,11.32,13.38
16393,32.76,12.63,4.86
16394,83.53,12.99,2.73
16395,30.56,20.95,6.5
16396,25.39,15.69,15.07
16397,45.46,21.91,12.42
16398,19.41,14.32,9.23
16399,18.62,28.38,34.07
16400,16.23,21.8,9.25
16401,34.29,19.14,29.11
16402,93.7,18.53,6.42
16403,18.23,18.07,5.73
16404,21.91,11.84,41.71
16405,83.86,17.86,8.7
16406,65.12,20.38,9.71
16407,25.01,14.69,20.4
16408,30.47,12.46,9.75
16409,26.49,21.05,28.42
16410,30.37,12.93,2.72
16411,26.54,12.63,10.74
16412,44.52,11.45,2.59
16413,10.35,21.23,9.83
16414,40.29,26.82,22.91
16415,23.64,30.33,53.1
16416,25.12,12.51,13.43
16417,35.5,23.74,12.37
16418,54.78,12.9,12.19
16419,21.85,6.85,10.87
16420,105.03,10.18,3.25
16421,14.83,23.29,26.19
16422,46.97,23.13,30.4
16423,53.04,13.15,18.35
16424,20.07,18.54,4.71
16425,23.56,13.95,9.27
16426,40.39,20.43,1.17
16427,24.63,20.91,25.63
16428,14.64,17.93,3.94
16429,72.52,20.2,15.44
16430,22.34,13.33,18.17
16431,11.12,7.2,2.17
16432,14.32,19.81,8.58
16433,19.82,13.05,8.38
16434,20.88,12.74,5.97
16435,17.43,10.03,36.73
16436,89.92,19.96,2.79
16437,77.51,11.93,2.64
16438,19.91,28.31,8.05
16439,16.13,15.92,6.37
16440,55.47,14.2,2.91
16441,63.68,13.39,11.39
16442,20.93,20.92,9.1
16443,17.37,12.75,9.3
16444,32.66,14.41,4.27
16445,21.0,7.52,14.34
16446,65.47,11.94,2.78
16447,32.77,23.9,18.28
16448,17.8,13.58,6.56
16449,17.88,22.13,11.94
16450,66.14,10.54,1.62
16451,15.56,17.76,3.48
16452,14.87,7.4,1.18
16453,21.56,28.75,10.21
16454,17.88,14.94,1.75
16455,20.18,21.18,19.11
16456,79.82,13.17,4.0
16457,21.28,18.61,4.01
16458,45.08,15.87,12.96
16459,35.83,14.36,22.69
16460,27.59,16.68,12.88
16461,26.37,17.23,10.34
16462,22.23,22.08,6.45
16463,21.06,9.0,6.45
16464,48.34,24.26,12.36
16465,29.15,21.44,13.53
16466,13.34,10.85,20.95
16467,17.2,22.46,19.79
16468,69.86,20.47,10.24
16469,85.01,10.61,1.96
16470,24.64,12.2,56.91
16471,78.65,16.14,1.99
16472,24.09,16.5,21.91
16473,23.65,29.32,1.99
16474,39.04,13.5,7.5
16475,29.42,16.85,6.8
16476,28.0,18.71,12.3
16477,18.18,11.07,77.77
16478,11.57,13.64,12.06
16479,40.52,16.95,11.2
16480,62.96,17.02,19.53
16481,21.48,15.12,26.44
16482,20.22,16.5,19.45
16483,60.55,22.96,11.11
16484,64.79,13.96,5.17
16485,24.8,14.65,5.81
16486,81.89,11.15,33.53
16487,21.96,14.89,71.49
16488,54.6,20.02,11.74
16489,24.99,22.69,22.43
16490,55.66,15.9,7.04
16491,10.46,20.65,2.03
16492,75.01,24.84,9.54
16493,35.04,25.06,8.51
16494,31.81,12.48,122.83
16495,31.34,23.95,6.01
16496,73.98,8.67,15.13
16497,16.39,18.11,10.62
16498,37.71,13.35,14.77
16499,65.28,26.15,6.34
16500,19.25,24.26,24.63
16501,12.3,12.28,13.82
16502,28.11,16.04,9.92
16503,10.66,21.37,2.34
16504,18.12,22.65,5.07
16505,113.24,25.29,6.01
16506,128.84,15.16,6.86
16507,21.88,16.02,20.13
16508,48.23,9.37,11.92
16509,25.65,26.01,31.19
16510,32.77,23.31,12.32
16511,22.3,11.93,31.69
16512,26.11,31.89,7.15
16513,20.8,12.04,8.28
16514,29.35,24.91,48.93
16515,33.44,17.98,19.3
16516,16.58,21.38,99.1
16517,18.48,20.74,2.26
16518,23.75,25.02,3.74
16519,84.83,8.69,1.47
16520,29.94,13.34,19.28
16521,64.54,21.68,38.96
16522,62.62,12.43,12.8
16523,23.54,21.79,70.48
16524,49.43,15.02,2.63
16525,26.96,18.81,11.26
16526,29.72,21.91,7.45
16527,21.03,19.53,51.63
16528,16.26,8.34,9.2
16529,100.63,11.44,23.62
16530,32.28,17.87,2.12
16531,94.19,13.63,22.61
16532,20.15,10.33,3.91
16533,72.45,29.03,4.5
16534,27.55,9.29,3.77
16535,50.87,11.85,1.44
16536,73.54,20.1,2.56
16537,34.65,15.24,41.4
16538,16.38,29.14,2.18
16539,40.85,8.65,8.87
16540,17.94,25.74,19.12
16541,71.02,9.0,3.55
16542,13.56,9.46,5.2
16543,99.41,11.28,13.23
16544,53.5,17.87,7.28
16545,9.59,16.56,32.04
16546,26.4,11.67,45.2
16547,55.72,26.01,5.31
16548,24.17,16.71,10.52
16549,13.27,27.17,22.79
16550,25.27,18.49,32.07
16551,24.75,19.97,25.41
16552,19.87,19.39,12.22
16553,9.64,14.21,15.48
16554,131.35,11.6,8.77
16555,24.46,11.2,16.36
16556,30.8,15.85,7.94
16557,153.01,26.67,5.64
16558,48.16,15.08,4.71
16559,17.97,21.08,41.1
16560,19.88,15.68,10.06
16561,27.33,11.77,11.22
16562,25.59,12.91,5.75
16563,19.58,16.64,4.13
16564,49.97,7.91,11.98
16565,53.05,24.45,6.19
16566,47.65,8.07,4.58
16567,99.77,26.16,8.65
16568,16.75,9.64,5.12
16569,107.13,22.03,24.82
16570,27.51,10.28,2.17
16571,44.43,20.41,19.94
16572,47.29,28.84,20.31
16573,33.55,20.21,33.93
16574,36.5,10.98,3.38
16575,22.68,22.55,11.79
16576,67.11,12.4,3.18
16577,49.48,9.24,59.52
16578,98.84,24.32,57.43
16579,22.32,11.49,5.8
16580,19.3,15.64,10.88
16581,22.66,19.49,14.24
16582,109.68,17.59,9.07
16583,52.11,20.5,31.15
16584,120.91,17.55,2.63
16585,16.11,13.88,6.01
16586,14.67,17.19,2.73
16587,103.68,7.91,2.27
16588,26.87,25.08,4.51
16589,73.29,14.64,5.38
16590,122.11,7.69,9.96
16591,25.62,17.15,7.02
16592,16.17,25.31,10.04
16593,37.63,22.86,7.36
16594,52.18,20.19,9.04
16595,42.97,16.74,6.22
16596,44.64,15.79,4.18
16597,188.97,9.83,3.61
16598,23.11,17.77,5.52
16599,23.65,19.9,17.83
16600,35.49,11.4,14.7
16601,77.82,11.7,11.81
16602,31.15,8.57,1.68
16603,32.43,22.95,4.09
16604,21.36,12.23,7.89
16605,18.64,20.0,3.93
16606,23.31,14.24,3.63
16607,43.74,13.46,17.61
16608,17.29,12.84,10.15
16609,33.37,14.52,15.83
16610,76.74,22.9,11.79
16611,73.99,9.65,6.67
16612,38.75,21.65,12.96
16613,18.93,23.53,7.64
16614,116.81,28.11,2.62
16615,26.53,24.77,10.35
16616,92.52,14.35,9.32
16617,95.66,20.83,9.74
16618,95.1,17.54,3.23
16619,24.78,6.47,26.69
16620,27.6,11.88,3.42
16621,47.51,10.12,5.46
16622,12.82,21.57,4.14
16623,34.28,24.48,1.54
16624,18.01,14.51,27.11
16625,21.65,18.59,17.58
16626,29.64,16.03,9.99
16627,22.02,13.28,10.07
16628,28.49,14.63,12.57
16629,54.13,19.1,8.34
16630,31.6,9.09,0.58
16631,21.73,9.84,2.3
16632,66.84,7.73,31.35
16633,25.95,27.72,23.74
16634,23.86,14.77,0.51
16635,52.66,12.12,18.38
16636,18.72,17.33,23.37
16637,48.43,13.43,132.52
16638,21.28,11.12,3.64
16639,27.64,24.85,9.19
16640,22.86,9.52,1.73
16641,19.05,6.59,9.64
16642,21.08,22.78,3.02
16643,18.48,14.26,7.9
16644,21.98,14.93,7.53
16645,28.14,13.96,2.64
16646,24.04,15.03,0.73
16647,28.34,23.65,11.36
16648,23.33,18.45,9.34
16649,33.5,15.33,6.01
16650,28.23,19.5,10.62
16651,23.15,12.53,7.03
16652,63.41,24.67,7.38
16653,34.56,22.46,1.52
16654,28.17,7.7,2.3
16655,22.92,28.05,4.97
16656,14.73,14.6,1.69
16657,17.08,16.99,5.33
16658,19.16,7.39,1.01
16659,21.99,9.12,15.39
16660,23.1,13.97,24.32
16661,56.89,18.06,20.52
16662,56.51,10.34,3.5
16663,32.89,29.94,5.04
16664,59.74,13.41,1.62
16665,24.82,15.51,9.82
16666,42.26,17.77,22.29
16667,14.45,18.05,4.33
16668,26.44,9.74,1.19
16669,56.13,9.81,1.17
16670,78.74,24.07,1.69
16671,32.16,16.47,1.87
16672,17.59,14.86,1.48
16673,19.46,18.28,15.15
16674,29.25,16.33,3.38
16675,53.63,12.92,2.43
16676,22.82,22.47,12.69
16677,16.03,18.41,12.16
16678,29.68,14.76,36.37
16679,65.37,25.12,6.54
16680,62.15,23.69,6.85
16681,18.93,25.18,22.27
16682,51.96,14.27,2.92
16683,119.49,11.86,13.55
16684,26.8,25.36,10.62
16685,26.21,20.79,5.37
16686,16.27,21.33,18.91
16687,28.68,9.89,1.62
16688,23.42,24.48,1.85
16689,92.68,19.64,72.97
16690,71.58,8.49,24.28
16691,44.58,14.86,0.37
16692,35.67,12.1,5.15
16693,20.73,15.7,25.22
16694,18.84,13.96,10.45
16695,77.04,23.45,3.33
16696,23.14,25.75,17.45
16697,68.95,17.01,23.35
16698,17.54,15.25,17.16
16699,111.37,14.61,14.63
16700,22.63,12.71,14.72
16701,45.36,17.9,60.9
16702,22.32,8.01,9.88
16703,20.27,28.89,11.02
16704,66.59,19.03,10.69
16705,51.13,21.17,4.07
16706,26.1,22.63,4.72
16707,54.47,16.33,5.74
16708,23.35,28.77,4.13
16709,96.68,20.8,1.48
16710,102.33,17.97,4.96
16711,40.92,20.49,1.7
16712,34.62,8.42,5.07
16713,22.25,12.69,5.49
16714,69.69,14.86,17.56
16715,18.83,17.99,41.65
16716,72.05,24.45,40.61
16717,64.61,15.96,15.27
16718,20.16,15.74,16.23
16719,14.98,7.83,66.37
16720,40.76,13.03,6.26
16721,97.34,13.94,9.67
16722,19.64,31.37,58.96
16723,22.43,14.35,20.17
16724,42.76,10.62,3.72
16725,41.42,16.92,112.64
16726,47.81,14.07,10.04
16727,75.76,15.78,4.83
16728,50.12,12.75,6.24
16729,16.79,14.14,21.41
16730,35.12,13.56,0.48
16731,35.45,14.69,0.95
16732,36.2,17.84,11.11
16733,53.19,14.39,38.62
16734,34.36,31.17,8.89
16735,55.47,25.67,7.08
16736,27.45,12.51,4.6
16737,132.16,19.97,19.7
16738,18.36,17.3,5.14
16739,87.12,13.38,0.64
16740,12.85,10.8,55.04
16741,23.27,20.31,3.62
16742,15.34,13.46,1.53
16743,80.34,8.22,12.38
16744,51.79,15.56,7.53
16745,19.9,20.46,2.19
16746,28.49,11.08,6.59
16747,24.93,8.3,64.62
16748,22.77,14.91,5.78
16749,19.38,9.6,9.64
16750,39.05,18.33,43.8
16751,134.57,14.24,9.73
16752,15.45,16.15,3.74
16753,50.09,16.86,25.73
16754,55.51,13.05,3.23
16755,29.73,24.33,58.24
16756,18.49,23.58,45.64
16757,54.77,13.93,3.08
16758,47.58,14.59,2.66
16759,125.36,16.75,4.35
16760,56.96,14.27,31.71
16761,19.76,14.51,5.98
16762,55.82,15.98,4.31
16763,24.68,14.3,7.48
16764,29.87,17.92,3.46
16765,23.66,21.8,196.52
16766,21.21,9.95,8.33
16767,24.95,25.59,10.94
16768,102.59,17.02,15.88
16769,19.97,22.82,1.56
16770,25.27,12.7,7.51
16771,44.14,24.84,4.11
16772,14.68,27.96,10.37
16773,34.3,18.66,7.71
16774,83.39,11.0,8.91
16775,136.51,24.81,7.64
16776,21.31,14.78,1.63
16777,26.78,8.99,7.49
16778,41.42,26.12,5.59
16779,77.53,12.48,2.75
16780,82.07,29.67,9.33
16781,43.54,12.51,18.96
16782,23.81,12.55,31.16
16783,17.25,11.1,15.14
16784,17.96,7.33,42.86
16785,20.05,21.05,13.02
16786,22.08,28.28,4.47
16787,14.73,16.79,7.24
16788,58.25,15.17,2.1
16789,23.27,7.97,2.52
16790,19.15,18.02,3.62
16791,21.26,21.41,15.22
16792,46.89,16.0,7.84
16793,24.62,25.07,0.75
16794,88.04,14.87,6.4
16795,40.47,20.01,2.16
16796,41.1,18.2,4.3
16797,26.09,17.97,153.93
16798,32.03,23.96,37.52
16799,16.79,12.6,17.29
16800,52.7,24.54,12.59
16801,26.05,23.79,7.83
16802,17.52,18.87,4.48
16803,38.81,26.09,11.43
16804,16.11,21.24,9.46
16805,23.98,25.04,12.02
16806,22.03,14.2,50.62
16807,15.38,19.35,34.38
16808,53.3,15.46,8.77
16809,88.11,23.52,11.28
16810,42.83,10.71,21.71
16811,18.71,11.19,15.0
16812,27.46,17.43,7.75
16813,36.34,13.9,10.24
16814,47.32,11.29,2.59
16815,43.85,25.13,24.64
16816,13.19,9.84,0.34
16817,44.48,29.58,17.32
16818,10.94,15.77,6.32
16819,44.73,15.99,2.11
16820,69.6,21.25,3.63
16821,116.41,21.14,4.77
16822,46.43,8.01,5.62
16823,24.01,21.21,3.32
16824,94.85,8.3,14.71
16825,24.5,13.07,3.03
16826,17.29,14.96,10.0
16827,19.69,16.4,32.06
16828,142.28,17.44,26.02
16829,84.52,20.54,38.09
16830,103.63,19.74,3.36
16831,16.6,22.12,15.28
16832,80.86,25.16,3.92
16833,37.33,21.63,8.84
16834,16.76,11.52,1.92
16835,67.02,18.38,2.86
16836,11.3,16.88,2.37
16837,23.9,17.98,16.29
16838,94.78,9.19,1.18
16839,41.27,15.57,6.94
16840,69.12,13.66,11.76
16841,38.9,27.22,4.58
16842,34.73,10.04,2.59
16843,40.09,21.38,1.86
16844,16.89,12.47,18.47
16845,25.51,13.96,3.1
16846,42.45,20.67,6.73
16847,16.45,16.74,7.97
16848,23.25,9.32,7.11
16849,26.18,13.43,9.63
16850,73.95,19.55,98.88
16851,27.01,17.62,33.48
16852,81.56,26.78,18.28
16853,97.74,10.51,30.51
16854,33.81,17.0,8.39
16855,23.66,22.46,1.94
16856,66.15,11.59,12.45
16857,16.24,29.83,5.6
16858,49.32,18.82,8.49
16859,30.49,24.78,5.22
16860,28.47,18.57,1.21
16861,16.61,10.07,14.5
16862,85.9,12.76,4.38
16863,81.68,19.59,25.77
16864,116.65,14.49,11.4
16865,46.96,10.35,11.63
16866,17.44,12.73,1.75
16867,37.82,24.85,56.17
16868,18.11,23.06,12.06
16869,34.17,14.36,52.57
16870,9.33,21.02,18.71
16871,39.89,14.62,22.26
16872,27.5,21.93,22.03
16873,13.36,17.13,2.95
16874,40.11,17.37,3.3
16875,35.58,15.21,1.19
16876,14.06,8.46,26.33
16877,20.29,18.01,23.13
16878,72.62,11.82,96.97
16879,43.17,21.78,5.96
16880,66.06,20.6,24.6
16881,13.92,14.41,1.81
16882,51.07,21.44,32.41
16883,22.34,8.63,10.44
16884,146.93,13.32,4.45
16885,40.36,26.86,6.72
16886,23.41,15.62,1.84
16887,18.61,15.59,49.19
16888,33.6,19.01,26.73
16889,51.23,17.5,0.83
16890,40.23,9.01,6.86
16891,80.57,19.57,21.46
16892,39.6,8.28,28.48
16893,18.58,15.57,6.87
16894,29.71,13.97,5.7
16895,64.07,14.08,16.59
16896,16.82,26.16,5.16
16897,79.03,22.12,33.16
16898,63.88,17.69,19.26
16899,16.77,16.74,1.08
16900,60.62,21.94,0.79
16901,23.38,13.02,7.75
16902,24.12,10.82,7.7
16903,30.19,9.46,7.73
16904,58.36,15.82,18.0
16905,12.16,10.98,3.31
16906,65.02,24.17,7.85
16907,67.19,10.23,3.74
16908,19.99,14.02,4.63
16909,44.64,29.54,163.74
16910,30.13,24.83,74.91
16911,20.02,19.19,20.42
16912,104.24,13.13,8.87
16913,20.36,8.29,12.22
16914,23.41,27.1,7.95
16915,76.43,19.47,5.49
16916,21.05,27.19,2.92
16917,16.38,22.04,5.84
16918,26.5,17.68,6.05
16919,59.67,8.98,2.42
16920,78.82,6.75,6.17
16921,24.11,20.68,1.73
16922,86.9,26.39,14.28
16923,45.71,10.74,4.21
16924,12.97,13.73,6.52
16925,61.67,11.96,2.79
16926,57.92,19.68,8.92
16927,37.65,29.13,145.36
16928,20.08,22.4,27.08
16929,28.51,16.09,2.22
16930,15.2,13.93,6.85
16931,65.46,15.38,7.39
16932,31.11,21.53,18.06
16933,15.49,11.64,29.24
16934,12.14,18.61,5.26
16935,85.12,20.68,15.45
16936,14.66,8.27,10.65
16937,39.23,9.94,4.26
16938,56.07,15.95,12.98
16939,31.2,19.06,27.62
16940,30.06,13.92,20.9
16941,58.51,20.4,22.36
16942,110.74,15.64,9.78
16943,14.21,26.59,2.64
16944,21.57,14.02,7.01
16945,21.39,10.2,13.41
16946,15.3,11.96,8.84
16947,53.23,11.61,42.46
16948,24.0,20.06,6.38
16949,20.49,11.35,2.08
16950,93.84,14.74,5.39
16951,68.75,11.78,31.02
16952,37.17,9.63,1.36
16953,19.6,8.71,7.43
16954,29.92,11.36,9.15
16955,25.95,25.43,42.87
16956,23.16,12.69,3.15
16957,25.63,32.1,6.55
16958,15.16,25.25,9.98
16959,23.4,17.83,1.58
16960,42.24,21.79,2.38
16961,20.38,25.1,19.28
16962,27.35,24.88,9.8
16963,18.66,18.98,7.5
16964,22.79,17.66,1.34
16965,33.61,9.71,10.68
16966,24.6,18.06,5.9
16967,16.17,10.1,8.12
16968,29.22,11.12,10.59
16969,35.7,20.92,7.31
16970,112.95,16.25,2.54
16971,74.66,18.18,55.77
16972,24.85,9.32,1.88
16973,13.87,20.94,9.5
16974,28.37,13.72,5.92
16975,74.87,24.09,7.53
16976,44.82,21.72,4.7
16977,26.68,23.71,10.45
16978,23.48,23.19,8.85
16979,29.93,24.38,14.2
16980,74.06,17.16,1.55
16981,28.87,13.53,0.65
16982,20.19,15.66,2.04
16983,21.97,10.92,10.28
16984,18.63,9.99,7.1
16985,20.18,22.96,22.44
16986,25.68,19.78,12.05
16987,27.72,9.27,7.13
16988,43.17,17.24,32.51
16989,18.68,17.18,2.25
16990,92.5,7.88,2.47
16991,16.51,9.69,5.62
16992,68.34,15.26,33.9
16993,26.1,26.54,4.3
16994,24.84,25.94,1.34
16995,71.49,15.39,18.78
16996,48.63,22.17,2.89
16997,37.99,14.72,6.21
16998,53.22,26.29,15.29
16999,52.62,13.09,13.84
17000,106.55,10.32,1.33
17001,99.74,12.63,14.44
17002,47.65,27.27,3.08
17003,15.97,24.99,4.0
17004,37.72,12.32,11.04
17005,14.8,9.68,6.39
17006,20.68,26.84,3.48
17007,22.08,17.45,24.31
17008,25.11,15.37,9.03
17009,33.38,15.12,21.46
17010,41.93,20.69,3.26
17011,23.1,15.05,27.38
17012,49.93,13.52,3.57
17013,63.91,11.57,15.05
17014,36.12,16.5,1.0
17015,23.84,19.63,3.41
17016,81.85,12.93,25.68
17017,35.23,9.38,2.4
17018,19.04,16.93,4.03
17019,26.9,9.1,10.19
17020,19.53,23.31,3.62
17021,43.55,7.73,17.0
17022,32.67,13.26,5.16
17023,11.53,16.47,42.09
17024,18.92,23.21,2.04
17025,29.62,23.23,49.39
17026,77.49,11.71,0.93
17027,24.16,17.37,12.37
17028,82.14,24.47,3.73
17029,16.51,16.41,8.65
17030,78.19,18.33,35.91
17031,45.96,12.41,13.06
17032,58.67,24.37,14.69
17033,43.18,12.89,2.71
17034,18.64,24.39,14.26
17035,29.07,12.36,195.31
17036,17.0,18.2,18.18
17037,66.76,19.36,1.52
17038,30.1,12.27,6.38
17039,48.87,16.3,21.13
17040,18.09,7.85,10.23
17041,21.52,12.8,18.76
17042,15.12,8.35,12.61
17043,13.72,14.58,15.83
17044,32.67,24.85,9.98
17045,36.62,12.5,5.61
17046,42.73,14.95,10.73
17047,19.88,8.58,24.13
17048,146.02,8.98,1.29
17049,40.37,17.2,6.97
17050,33.6,10.33,21.74
17051,32.23,16.91,56.77
17052,54.33,19.21,64.09
17053,108.44,11.89,30.8
17054,24.32,18.0,27.74
17055,103.13,15.92,5.96
17056,23.88,14.93,12.81
17057,59.68,12.63,11.86
17058,35.77,18.24,22.58
17059,22.44,17.66,21.02
17060,53.09,13.85,4.97
17061,96.11,11.4,12.33
17062,24.53,11.67,6.04
17063,65.37,21.56,21.13
17064,16.99,15.74,5.77
17065,76.97,14.5,22.26
17066,76.3,16.61,9.7
17067,33.48,13.53,6.74
17068,83.26,12.61,8.27
17069,32.96,26.45,7.15
17070,86.55,20.58,1.96
17071,26.44,17.11,0.84
17072,25.82,23.38,0.81
17073,18.54,24.58,2.1
17074,36.18,7.53,7.8
17075,25.44,9.65,8.49
17076,29.11,23.07,3.93
17077,25.75,14.43,3.21
17078,30.97,10.38,0.79
17079,55.15,13.47,16.96
17080,16.73,14.38,12.71
17081,33.07,17.26,5.02
17082,24.89,12.39,1.43
17083,74.22,21.85,8.42
17084,28.17,15.01,28.75
17085,112.1,17.74,5.03
17086,43.78,17.42,9.12
17087,33.18,26.72,87.02
17088,138.89,9.2,19.64
17089,97.75,15.66,1.84
17090,41.19,17.35,6.55
17091,80.41,29.07,2.89
17092,18.59,13.68,4.62
17093,16.93,16.19,15.81
17094,29.49,22.33,19.46
17095,20.12,21.8,11.13
17096,29.47,22.82,10.42
17097,23.73,12.02,16.74
17098,23.96,26.46,1.87
17099,17.44,21.53,5.66
17100,20.24,14.75,8.91
17101,149.8,23.12,8.84
17102,22.41,20.77,12.61
17103,44.57,26.95,9.5
17104,19.36,13.96,11.34
17105,33.3,12.73,5.38
17106,18.91,14.94,1.7
17107,39.32,10.32,10.24
17108,28.0,9.52,23.24
17109,104.77,22.55,2.11
17110,18.14,9.72,7.38
17111,19.76,14.75,14.24
17112,16.75,25.31,3.11
17113,26.6,23.51,6.56
17114,15.64,22.35,8.2
17115,51.11,12.75,7.05
17116,94.56,17.93,12.79
17117,15.54,12.86,10.38
17118,26.65,12.02,1.42
17119,19.73,25.52,0.82
17120,31.42,23.74,5.45
17121,25.3,15.0,12.4
17122,80.47,18.02,5.22
17123,30.02,14.13,0.47
17124,30.71,25.92,5.04
17125,90.6,10.16,310.78
17126,20.18,12.86,18.15
17127,93.58,11.11,7.26
17128,28.64,19.77,16.86
17129,67.83,12.17,9.42
17130,19.08,12.77,5.59
17131,15.68,13.44,20.24
17132,70.28,20.39,1.33
17133,32.91,17.42,10.2
17134,22.82,16.33,16.62
17135,130.46,15.19,3.7
17136,37.83,30.15,2.03
17137,101.01,14.05,20.09
17138,77.42,12.56,1.88
17139,25.52,17.34,5.87
17140,16.8,11.79,7.65
17141,37.69,16.67,20.56
17142,49.11,19.67,14.98
17143,18.24,23.75,123.06
17144,19.16,10.03,8.97
17145,35.14,14.8,14.97
17146,35.82,9.53,8.05
17147,53.95,11.77,10.52
17148,31.17,11.68,8.46
17149,21.77,18.08,21.24
17150,15.72,20.83,12.43
17151,28.1,10.67,19.52
17152,28.88,21.78,30.89
17153,26.46,11.78,3.08
17154,17.19,23.84,12.66
17155,30.34,13.43,1.76
17156,22.8,13.39,15.45
17157,44.98,31.5,2.21
17158,45.11,20.12,6.29
17159,47.17,16.24,7.41
17160,79.04,16.38,1.71
17161,15.04,10.8,4.97
17162,19.88,27.87,21.29
17163,82.09,22.34,5.56
17164,62.46,20.48,3.6
17165,80.64,11.23,1.75
17166,19.04,17.05,18.25
17167,69.42,9.55,13.82
17168,83.72,9.05,4.13
17169,94.62,13.05,60.54
17170,84.57,9.82,1.37
17171,104.12,9.13,8.89
17172,74.53,22.43,14.79
17173,18.0,21.32,13.77
17174,18.3,18.06,1.61
17175,116.78,29.32,35.67
17176,16.56,25.46,127.64
17177,83.01,26.98,3.9
17178,43.69,15.21,6.85
17179,135.92,19.38,61.74
17180,47.97,29.82,3.11
17181,11.83,7.32,8.97
17182,23.03,6.51,9.09
17183,61.01,12.67,9.39
17184,17.64,17.05,8.94
17185,24.49,15.4,1.39
17186,24.12,26.11,11.65
17187,23.82,13.1,3.95
17188,27.42,25.83,4.11
17189,79.06,16.64,14.73
17190,50.25,12.77,1.55
17191,44.43,18.53,18.92
17192,34.45,25.07,2.33
17193,49.05,13.51,2.91
17194,32.19,22.82,1.8
17195,69.25,14.06,8.74
17196,28.0,28.66,3.15
17197,26.39,24.63,528.71
17198,17.65,14.07,3.52
17199,88.48,10.54,5.84
17200,16.68,17.94,20.04
17201,14.94,9.44,19.72
17202,31.74,15.24,10.84
17203,72.39,12.24,1.07
17204,49.0,12.78,20.37
17205,36.6,16.0,2.87
17206,24.82,15.38,1.79
17207,30.18,26.75,4.05
17208,16.14,22.7,6.76
17209,27.06,28.39,7.08
17210,92.65,8.29,51.85
17211,23.11,8.67,125.06
17212,25.4,12.98,8.96
17213,16.46,10.19,2.82
17214,36.13,21.74,5.96
17215,46.1,11.94,1.71
17216,87.13,18.97,3.85
17217,59.08,16.06,5.07
17218,19.1,28.44,3.26
17219,84.28,15.75,4.43
17220,26.18,28.48,0.91
17221,38.76,16.24,7.67
17222,14.84,15.51,5.07
17223,34.57,17.56,38.84
17224,105.47,11.96,28.27
17225,67.57,15.58,6.35
17226,20.33,12.11,14.54
17227,20.73,17.16,11.38
17228,38.6,14.92,4.49
17229,41.92,15.18,45.98
17230,21.62,13.1,41.21
17231,21.42,16.86,2.15
17232,47.97,11.26,6.82
17233,80.99,9.65,8.9
17234,59.45,18.35,7.08
17235,64.28,16.67,11.23
17236,30.82,15.54,2.66
17237,38.24,10.41,2.0
17238,25.68,7.83,2.24
17239,24.36,10.88,3.33
17240,76.27,9.61,1.33
17241,34.58,18.17,3.32
17242,34.87,19.76,39.27
17243,52.83,18.34,14.11
17244,34.14,11.11,39.97
17245,12.24,21.88,3.16
17246,17.13,14.95,4.25
17247,24.29,11.41,3.72
17248,20.37,21.14,2.43
17249,25.61,11.51,9.16
17250,32.83,25.78,3.87
17251,60.22,20.52,31.38
17252,21.21,10.63,9.59
17253,30.1,8.15,6.62
17254,23.99,11.02,2.07
17255,10.71,11.61,3.45
17256,14.34,15.91,3.24
17257,20.65,8.83,11.6
17258,16.25,31.06,1.8
17259,32.61,6.92,7.69
17260,73.42,23.01,11.71
17261,60.43,24.79,7.54
17262,23.04,9.87,0.72
17263,133.32,24.3,13.55
17264,31.29,20.45,7.9
17265,60.67,29.74,1.84
17266,12.94,13.06,2.67
17267,33.3,13.06,0.81
17268,26.68,13.41,2.97
17269,11.78,20.97,5.25
17270,22.61,14.77,2.18
17271,33.46,24.08,6.27
17272,26.3,14.88,4.61
17273,73.08,19.81,2.76
